Week,Channel,Region,Channel Group,Channel Type,Super Region,Year,Quarter,Month,Spend,Impressions,Clicks,Conversions,Leads,Revenue,New Customers
2024-05-06,Organic Search,North America,Search,Earned,Americas,2024,2024-Q2,2024-05,8445.06,211607,8327,360,916,47493.31,175
2024-05-06,Organic Search,EMEA,Search,Earned,International,2024,2024-Q2,2024-05,5936.84,120521,5172,235,641,28015.47,122
2024-05-06,Organic Search,APAC,Search,Earned,International,2024,2024-Q2,2024-05,4204.55,71799,2988,151,412,17054.58,90
2024-05-06,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q2,2024-05,7191.79,235620,5115,165,433,22169,90
2024-05-06,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q2,2024-05,5031.79,144070,3385,110,309,13367.61,59
2024-05-06,Affiliate,APAC,Partner,Paid,International,2024,2024-Q2,2024-05,3522.82,80332,1742,63,173,7285.1,38
2024-05-13,Paid Search,North America,Search,Paid,Americas,2024,2024-Q2,2024-05,22707.48,443570,22706,885,2410,104762.4,461
2024-05-13,Paid Search,EMEA,Search,Paid,International,2024,2024-Q2,2024-05,16710.8,352224,18372,786,2201,87709.95,451
2024-05-13,Paid Search,APAC,Search,Paid,International,2024,2024-Q2,2024-05,11665.34,227702,10245,481,1199,57531.5,311
2024-05-13,Paid Social,North America,Social,Paid,Americas,2024,2024-Q2,2024-05,18494.16,1526931,20225,407,1130,47948.92,218
2024-05-13,Paid Social,EMEA,Social,Paid,International,2024,2024-Q2,2024-05,13450.9,1106346,13455,295,802,33665.23,176
2024-05-13,Paid Social,APAC,Social,Paid,International,2024,2024-Q2,2024-05,8358.81,638863,6798,150,365,18277.81,96
2024-05-13,Display,North America,Display,Paid,Americas,2024,2024-Q2,2024-05,11314.63,2346417,10763,110,314,11615.78,61
2024-05-13,Display,EMEA,Display,Paid,International,2024,2024-Q2,2024-05,8219.69,1678253,7048,80,201,8570.89,49
2024-05-13,Display,APAC,Display,Paid,International,2024,2024-Q2,2024-05,5421.1,1031723,3838,46,108,5293.94,29
2024-05-13,Video,North America,Video,Paid,Americas,2024,2024-Q2,2024-05,14310.56,806861,7746,128,355,14655.64,73
2024-05-13,Video,EMEA,Video,Paid,International,2024,2024-Q2,2024-05,9812.82,512731,4296,76,188,9026.99,50
2024-05-13,Video,APAC,Video,Paid,International,2024,2024-Q2,2024-05,5257.33,255992,2228,36,86,4565.46,20
2024-05-13,Email,North America,CRM,Owned,Americas,2024,2024-Q2,2024-05,12937.02,142066,4921,298,806,39224.75,176
2024-05-13,Email,EMEA,CRM,Owned,International,2024,2024-Q2,2024-05,9330.56,103846,3172,210,516,29847.5,142
2024-05-13,Email,APAC,CRM,Owned,International,2024,2024-Q2,2024-05,5120.08,72106,2300,130,326,19619.91,73
2024-05-13,Organic Search,North America,Search,Earned,Americas,2024,2024-Q2,2024-05,10491.65,179580,6522,345,869,40122.76,214
2024-05-13,Organic Search,EMEA,Search,Earned,International,2024,2024-Q2,2024-05,6286.04,130090,4701,222,534,27634.13,125
2024-05-13,Organic Search,APAC,Search,Earned,International,2024,2024-Q2,2024-05,3457.67,85714,3431,142,367,18291.31,70
2024-05-13,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q2,2024-05,8800.56,202816,4332,162,421,19166.68,103
2024-05-13,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q2,2024-05,5667.61,146192,2927,107,260,13608.2,69
2024-05-13,Affiliate,APAC,Partner,Paid,International,2024,2024-Q2,2024-05,3096.38,101765,2252,71,189,9681.06,34
2024-05-20,Paid Search,North America,Search,Paid,Americas,2024,2024-Q2,2024-05,25658.49,488819,20521,905,2131,110930.25,561
2024-05-20,Paid Search,EMEA,Search,Paid,International,2024,2024-Q2,2024-05,14525.76,257766,12077,455,1154,59886.41,230
2024-05-20,Paid Search,APAC,Search,Paid,International,2024,2024-Q2,2024-05,9730,197058,10264,410,1131,46894.31,219
2024-05-20,Paid Social,North America,Social,Paid,Americas,2024,2024-Q2,2024-05,20818.47,1551612,17200,410,990,51344.13,272
2024-05-20,Paid Social,EMEA,Social,Paid,International,2024,2024-Q2,2024-05,12446.99,905170,11148,230,601,30697.05,132
2024-05-20,Paid Social,APAC,Social,Paid,International,2024,2024-Q2,2024-05,7921.45,620962,8381,170,480,21103.18,93
2024-05-20,Display,North America,Display,Paid,Americas,2024,2024-Q2,2024-05,11054.29,2056732,7878,75,185,8824.79,39
2024-05-20,Display,EMEA,Display,Paid,International,2024,2024-Q2,2024-05,6805.5,1311764,5646,54,145,5824.75,27
2024-05-20,Display,APAC,Display,Paid,International,2024,2024-Q2,2024-05,4844.43,1055091,4647,48,135,4818.62,28
2024-05-20,Video,North America,Video,Paid,Americas,2024,2024-Q2,2024-05,14115.6,674763,6151,104,262,13609.2,63
2024-05-20,Video,EMEA,Video,Paid,International,2024,2024-Q2,2024-05,8692.14,445990,4502,69,188,8736.99,37
2024-05-20,Video,APAC,Video,Paid,International,2024,2024-Q2,2024-05,6190.13,334783,3273,56,157,6487.2,33
2024-05-20,Email,North America,CRM,Owned,Americas,2024,2024-Q2,2024-05,10625.89,170630,5643,283,730,42451.11,134
2024-05-20,Email,EMEA,CRM,Owned,International,2024,2024-Q2,2024-05,7900.63,96406,3491,193,538,25877.31,103
2024-05-20,Email,APAC,CRM,Owned,International,2024,2024-Q2,2024-05,5592.19,61492,2025,126,330,16827.65,76
2024-05-20,Organic Search,North America,Search,Earned,Americas,2024,2024-Q2,2024-05,8678.45,214536,8891,409,1080,53883.53,217
2024-05-20,Organic Search,EMEA,Search,Earned,International,2024,2024-Q2,2024-05,6439.19,129856,5585,269,763,31881.17,151
2024-05-20,Organic Search,APAC,Search,Earned,International,2024,2024-Q2,2024-05,4487.62,77671,3038,161,433,19000.08,100
2024-05-20,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q2,2024-05,7405.58,200652,4563,144,386,17726.85,73
2024-05-20,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q2,2024-05,5446.16,123914,2906,102,285,11468.99,59
2024-05-20,Affiliate,APAC,Partner,Paid,International,2024,2024-Q2,2024-05,3799.82,86954,1759,66,162,7937.01,44
2024-05-27,Paid Search,North America,Search,Paid,Americas,2024,2024-Q2,2024-05,24540.04,500756,25269,1042,2929,119675.98,575
2024-05-27,Paid Search,EMEA,Search,Paid,International,2024,2024-Q2,2024-05,17764.46,358355,16552,744,1970,86503.99,457
2024-05-27,Paid Search,APAC,Search,Paid,International,2024,2024-Q2,2024-05,10368.28,194825,8364,353,841,43776.45,218
2024-05-27,Paid Social,North America,Social,Paid,Americas,2024,2024-Q2,2024-05,19943.26,1642505,22882,487,1411,55585.92,278
2024-05-27,Paid Social,EMEA,Social,Paid,International,2024,2024-Q2,2024-05,14452.79,1137207,13717,318,781,37726.28,203
2024-05-27,Paid Social,APAC,Social,Paid,International,2024,2024-Q2,2024-05,8973.59,659063,7399,172,421,21810.83,102
2024-05-27,Display,North America,Display,Paid,Americas,2024,2024-Q2,2024-05,12075.7,2552468,10323,112,302,11658.2,66
2024-05-27,Display,EMEA,Display,Paid,International,2024,2024-Q2,2024-05,7779.49,1527177,5398,57,141,6335.44,35
2024-05-27,Display,APAC,Display,Paid,International,2024,2024-Q2,2024-05,4193.15,766355,2993,28,72,3354.2,15
2024-05-27,Video,North America,Video,Paid,Americas,2024,2024-Q2,2024-05,15375.67,827583,7888,138,367,15949.51,85
2024-05-27,Video,EMEA,Video,Paid,International,2024,2024-Q2,2024-05,10519.73,527513,4450,83,197,10305.69,56
2024-05-27,Video,APAC,Video,Paid,International,2024,2024-Q2,2024-05,5693.4,268309,2480,38,101,5003.23,22
2024-05-27,Email,North America,CRM,Owned,Americas,2024,2024-Q2,2024-05,13874.85,152905,4452,287,701,39579.57,183
2024-05-27,Email,EMEA,CRM,Owned,International,2024,2024-Q2,2024-05,7782.67,110514,3379,181,444,26573.31,97
2024-05-27,Email,APAC,CRM,Owned,International,2024,2024-Q2,2024-05,4603.67,68663,2311,115,307,16737.09,54
2024-05-27,Organic Search,North America,Search,Earned,Americas,2024,2024-Q2,2024-05,11147.94,191362,7369,407,1031,49433.88,269
2024-05-27,Organic Search,EMEA,Search,Earned,International,2024,2024-Q2,2024-05,6765,139042,5330,269,670,34809.4,163
2024-05-27,Organic Search,APAC,Search,Earned,International,2024,2024-Q2,2024-05,3720.6,91441,3862,172,463,23009.78,87
2024-05-27,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q2,2024-05,8341.11,215757,4121,143,342,17688.36,78
2024-05-27,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q2,2024-05,4726.81,147470,3124,90,227,11495.29,43
2024-05-27,Affiliate,APAC,Partner,Paid,International,2024,2024-Q2,2024-05,3165.39,81087,1881,60,165,6828.78,32
2024-06-03,Paid Search,North America,Search,Paid,Americas,2024,2024-Q2,2024-06,25735.51,471111,21073,976,2391,124095.88,634
2024-06-03,Paid Search,EMEA,Search,Paid,International,2024,2024-Q2,2024-06,15516.6,290550,14484,579,1544,75597.48,314
2024-06-03,Paid Search,APAC,Search,Paid,International,2024,2024-Q2,2024-06,10456.94,209847,10787,449,1276,54551.9,255
2024-06-03,Paid Social,North America,Social,Paid,Americas,2024,2024-Q2,2024-06,18259.9,1308339,15346,284,711,37056.02,140
2024-06-03,Paid Social,EMEA,Social,Paid,International,2024,2024-Q2,2024-06,11972.28,933917,12266,243,664,27660.45,128
2024-06-03,Paid Social,APAC,Social,Paid,International,2024,2024-Q2,2024-06,8495,710673,8989,192,518,21324.87,111
2024-06-03,Display,North America,Display,Paid,Americas,2024,2024-Q2,2024-06,11108,2074257,8501,87,223,10602.81,50
2024-06-03,Display,EMEA,Display,Paid,International,2024,2024-Q2,2024-06,7333.38,1477157,6638,67,187,7588.78,37
2024-06-03,Display,APAC,Display,Paid,International,2024,2024-Q2,2024-06,5195.58,1080555,4459,51,136,5359.68,31
2024-06-03,Video,North America,Video,Paid,Americas,2024,2024-Q2,2024-06,12640.75,642250,6279,93,247,11306.97,47
2024-06-03,Video,EMEA,Video,Paid,International,2024,2024-Q2,2024-06,9344.45,519777,5500,90,255,10043.38,50
2024-06-03,Video,APAC,Video,Paid,International,2024,2024-Q2,2024-06,6545.29,348972,3199,58,146,6794.89,36
2024-06-03,Email,North America,CRM,Owned,Americas,2024,2024-Q2,2024-06,11483.13,171274,5976,315,852,47033.48,160
2024-06-03,Email,EMEA,CRM,Owned,International,2024,2024-Q2,2024-06,8492.48,103340,3541,208,578,27996.13,120
2024-06-03,Email,APAC,CRM,Owned,International,2024,2024-Q2,2024-06,5554.19,65779,2042,125,326,17411.72,81
2024-06-03,Organic Search,North America,Search,Earned,Americas,2024,2024-Q2,2024-06,9376.63,178037,7755,360,992,42986.58,190
2024-06-03,Organic Search,EMEA,Search,Earned,International,2024,2024-Q2,2024-06,6891.66,117802,4967,255,695,29178.05,153
2024-06-03,Organic Search,APAC,Search,Earned,International,2024,2024-Q2,2024-06,4788.04,82283,2904,165,389,20236.31,103
2024-06-03,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q2,2024-06,7961.45,214262,4883,162,455,19055.44,89
2024-06-03,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q2,2024-06,5760,132858,2750,100,267,11704.92,62
2024-06-03,Affiliate,APAC,Partner,Paid,International,2024,2024-Q2,2024-06,3137.72,92712,1811,60,144,7525.31,38
2024-06-10,Paid Search,North America,Search,Paid,Americas,2024,2024-Q2,2024-06,26163.92,544679,28748,1251,3514,141413.51,739
2024-06-10,Paid Search,EMEA,Search,Paid,International,2024,2024-Q2,2024-06,18878.8,364594,16700,795,1916,96030.3,523
2024-06-10,Paid Search,APAC,Search,Paid,International,2024,2024-Q2,2024-06,11047.83,199343,9021,376,933,48360.33,218
2024-06-10,Paid Social,North America,Social,Paid,Americas,2024,2024-Q2,2024-06,21006.75,1708619,19841,441,1160,50855.25,266
2024-06-10,Paid Social,EMEA,Social,Paid,International,2024,2024-Q2,2024-06,12701.27,961820,10377,218,512,26835.23,134
2024-06-10,Paid Social,APAC,Social,Paid,International,2024,2024-Q2,2024-06,6982.9,518667,6239,115,299,14413.1,60
2024-06-10,Display,North America,Display,Paid,Americas,2024,2024-Q2,2024-06,12858.24,2599126,10425,120,308,12994.76,77
2024-06-10,Display,EMEA,Display,Paid,International,2024,2024-Q2,2024-06,8276.39,1560797,5822,67,162,7769.91,42
2024-06-10,Display,APAC,Display,Paid,International,2024,2024-Q2,2024-06,4518.04,798953,3309,32,85,3957.19,18
2024-06-10,Video,North America,Video,Paid,Americas,2024,2024-Q2,2024-06,15353.61,792603,6359,113,273,13638.14,72
2024-06-10,Video,EMEA,Video,Paid,International,2024,2024-Q2,2024-06,8532.83,411609,3633,55,138,7099.14,31
2024-06-10,Video,APAC,Video,Paid,International,2024,2024-Q2,2024-06,5445.87,286094,2818,44,113,5171.52,22
2024-06-10,Email,North America,CRM,Owned,Americas,2024,2024-Q2,2024-06,13857.02,162428,4991,335,832,48188.77,229
2024-06-10,Email,EMEA,CRM,Owned,International,2024,2024-Q2,2024-06,8315.28,116835,3786,216,554,33018.49,125
2024-06-10,Email,APAC,CRM,Owned,International,2024,2024-Q2,2024-06,4942.64,68566,2434,131,359,19782.59,69
2024-06-10,Organic Search,North America,Search,Earned,Americas,2024,2024-Q2,2024-06,9843.92,203422,7472,336,815,42211.67,189
2024-06-10,Organic Search,EMEA,Search,Earned,International,2024,2024-Q2,2024-06,5632.92,131025,5304,224,583,27903.56,105
2024-06-10,Organic Search,APAC,Search,Earned,International,2024,2024-Q2,2024-06,3996.61,72511,3228,152,427,16900.71,84
2024-06-10,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q2,2024-06,8325.83,228499,4635,161,396,20689.39,96
2024-06-10,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q2,2024-06,4742.16,155879,3487,106,285,14096.1,52
2024-06-10,Affiliate,APAC,Partner,Paid,International,2024,2024-Q2,2024-06,3384.07,85492,1980,66,189,7879.4,38
2024-06-17,Paid Search,North America,Search,Paid,Americas,2024,2024-Q2,2024-06,22574.45,396501,18819,667,1721,84675.63,307
2024-06-17,Paid Search,EMEA,Search,Paid,International,2024,2024-Q2,2024-06,15673.19,325507,17161,688,1915,76418.05,373
2024-06-17,Paid Search,APAC,Search,Paid,International,2024,2024-Q2,2024-06,11087.72,227169,10878,478,1254,54141.42,289
2024-06-17,Paid Social,North America,Social,Paid,Americas,2024,2024-Q2,2024-06,18230.07,1375916,17266,341,902,44206.8,183
2024-06-17,Paid Social,EMEA,Social,Paid,International,2024,2024-Q2,2024-06,12752.26,1032010,13353,274,775,33053.88,152
2024-06-17,Paid Social,APAC,Social,Paid,International,2024,2024-Q2,2024-06,8990.08,719682,8535,193,516,22459.62,120
2024-06-17,Display,North America,Display,Paid,Americas,2024,2024-Q2,2024-06,10577.73,2120407,9273,89,243,9615.65,46
2024-06-17,Display,EMEA,Display,Paid,International,2024,2024-Q2,2024-06,7793.9,1675801,7457,80,221,8132.47,46
2024-06-17,Display,APAC,Display,Paid,International,2024,2024-Q2,2024-06,5445.86,1090488,4200,50,122,5496.01,33
2024-06-17,Video,North America,Video,Paid,Americas,2024,2024-Q2,2024-06,13500.84,717029,7320,114,316,13924.34,60
2024-06-17,Video,EMEA,Video,Paid,International,2024,2024-Q2,2024-06,9932.04,544618,5100,88,239,9970.14,53
2024-06-17,Video,APAC,Video,Paid,International,2024,2024-Q2,2024-06,6103.72,313708,2704,46,120,5539.33,29
2024-06-17,Email,North America,CRM,Owned,Americas,2024,2024-Q2,2024-06,12234.86,141431,5200,293,825,39477.61,162
2024-06-17,Email,EMEA,CRM,Owned,International,2024,2024-Q2,2024-06,8897.78,98922,3338,209,522,28277.93,131
2024-06-17,Email,APAC,CRM,Owned,International,2024,2024-Q2,2024-06,5868.37,69460,2076,133,319,19213.39,78
2024-06-17,Organic Search,North America,Search,Earned,Americas,2024,2024-Q2,2024-06,9989.27,189131,7794,382,1053,43992.55,216
2024-06-17,Organic Search,EMEA,Search,Earned,International,2024,2024-Q2,2024-06,6776.84,124884,4657,239,618,28246.79,154
2024-06-17,Organic Search,APAC,Search,Earned,International,2024,2024-Q2,2024-06,3667.8,86949,3264,150,368,19126.57,87
2024-06-17,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q2,2024-06,8356.59,192328,4294,154,411,17484.15,93
2024-06-17,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q2,2024-06,6089.94,139462,2732,107,258,13005.64,72
2024-06-17,Affiliate,APAC,Partner,Paid,International,2024,2024-Q2,2024-06,3339.94,97615,2008,67,168,8727.3,38
2024-06-24,Paid Search,North America,Search,Paid,Americas,2024,2024-Q2,2024-06,27261.19,543312,23879,1100,2808,128691.71,688
2024-06-24,Paid Search,EMEA,Search,Paid,International,2024,2024-Q2,2024-06,15420.58,286740,12503,503,1207,63014.84,296
2024-06-24,Paid Search,APAC,Search,Paid,International,2024,2024-Q2,2024-06,9122,176237,8565,314,831,37903.09,158
2024-06-24,Paid Social,North America,Social,Paid,Americas,2024,2024-Q2,2024-06,22124,1722180,19832,466,1170,55853.06,302
2024-06-24,Paid Social,EMEA,Social,Paid,International,2024,2024-Q2,2024-06,13413.34,975083,11096,246,609,31466.11,153
2024-06-24,Paid Social,APAC,Social,Paid,International,2024,2024-Q2,2024-06,7373.42,527654,6709,127,339,16615.88,63
2024-06-24,Display,North America,Display,Paid,Americas,2024,2024-Q2,2024-06,11944.82,2320269,8319,92,215,10373.93,56
2024-06-24,Display,EMEA,Display,Paid,International,2024,2024-Q2,2024-06,6763.18,1231381,4882,44,115,5327.25,24
2024-06-24,Display,APAC,Display,Paid,International,2024,2024-Q2,2024-06,4531.98,936237,4124,40,112,4196.75,21
2024-06-24,Video,North America,Video,Paid,Americas,2024,2024-Q2,2024-06,15181.35,754304,6379,118,288,14778.52,79
2024-06-24,Video,EMEA,Video,Paid,International,2024,2024-Q2,2024-06,9076.63,423170,3967,64,165,8529.05,38
2024-06-24,Video,APAC,Video,Paid,International,2024,2024-Q2,2024-06,5779.43,302149,3142,50,140,6215.82,27
2024-06-24,Email,North America,CRM,Owned,Americas,2024,2024-Q2,2024-06,11934.45,169114,5253,268,665,40038.18,144
2024-06-24,Email,EMEA,CRM,Owned,International,2024,2024-Q2,2024-06,7352.52,102776,3502,179,476,25198.16,87
2024-06-24,Email,APAC,CRM,Owned,International,2024,2024-Q2,2024-06,5188.2,59980,2125,120,334,15184.03,69
2024-06-24,Organic Search,North America,Search,Earned,Americas,2024,2024-Q2,2024-06,9729.54,213104,8303,398,1001,52072.31,225
2024-06-24,Organic Search,EMEA,Search,Earned,International,2024,2024-Q2,2024-06,5994.71,137408,5877,263,714,34148.37,135
2024-06-24,Organic Search,APAC,Search,Earned,International,2024,2024-Q2,2024-06,4224.47,75999,3337,167,467,19496.3,97
2024-06-24,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q2,2024-06,6852.73,226054,4853,140,363,18072.99,64
2024-06-24,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q2,2024-06,5049.38,127782,3006,97,270,11136.4,51
2024-06-24,Affiliate,APAC,Partner,Paid,International,2024,2024-Q2,2024-06,3569.8,81361,1744,63,164,7192.22,39
2024-07-01,Paid Search,North America,Search,Paid,Americas,2024,2024-Q3,2024-07,22543.69,439254,22313,848,2299,106192.28,430
2024-07-01,Paid Search,EMEA,Search,Paid,International,2024,2024-Q3,2024-07,16507.03,338948,17517,740,2053,87097.07,429
2024-07-01,Paid Search,APAC,Search,Paid,International,2024,2024-Q3,2024-07,10911.05,214853,9675,449,1170,53107.4,286
2024-07-01,Paid Social,North America,Social,Paid,Americas,2024,2024-Q3,2024-07,18245.18,1462377,19459,386,1070,44184.44,207
2024-07-01,Paid Social,EMEA,Social,Paid,International,2024,2024-Q3,2024-07,13402.6,1107309,14128,306,834,34459.2,179
2024-07-01,Paid Social,APAC,Social,Paid,International,2024,2024-Q3,2024-07,9342.74,716104,8007,194,473,23488.02,131
2024-07-01,Display,North America,Display,Paid,Americas,2024,2024-Q3,2024-07,11169.02,2323013,10542,108,303,11836.06,61
2024-07-01,Display,EMEA,Display,Paid,International,2024,2024-Q3,2024-07,8109.83,1667297,6565,74,196,7864.75,45
2024-07-01,Display,APAC,Display,Paid,International,2024,2024-Q3,2024-07,4716.24,910049,3336,35,88,3957.77,22
2024-07-01,Video,North America,Video,Paid,Americas,2024,2024-Q3,2024-07,14223.06,781198,8382,138,398,15617,79
2024-07-01,Video,EMEA,Video,Paid,International,2024,2024-Q3,2024-07,10317.62,544557,5053,92,226,10835.81,59
2024-07-01,Video,APAC,Video,Paid,International,2024,2024-Q3,2024-07,6401.22,316036,2733,50,120,6282.19,30
2024-07-01,Email,North America,CRM,Owned,Americas,2024,2024-Q3,2024-07,12783.91,149096,4873,291,784,37894.2,171
2024-07-01,Email,EMEA,CRM,Owned,International,2024,2024-Q3,2024-07,8211.44,103718,3105,181,453,25299.69,112
2024-07-01,Email,APAC,CRM,Owned,International,2024,2024-Q3,2024-07,4474.61,71916,2282,120,300,18051.35,66
2024-07-01,Organic Search,North America,Search,Earned,Americas,2024,2024-Q3,2024-07,10372.62,179291,7275,380,998,43611.27,232
2024-07-01,Organic Search,EMEA,Search,Earned,International,2024,2024-Q3,2024-07,7096.7,130698,4690,251,599,31020.25,161
2024-07-01,Organic Search,APAC,Search,Earned,International,2024,2024-Q3,2024-07,3878.15,90572,3600,166,423,22029.35,89
2024-07-01,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q3,2024-07,8754.77,202093,3987,149,383,17559.72,95
2024-07-01,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q3,2024-07,4956.24,146064,2901,91,222,11514.96,51
2024-07-01,Affiliate,APAC,Partner,Paid,International,2024,2024-Q3,2024-07,2933.67,90709,1967,59,152,7385.22,30
2024-07-08,Paid Search,North America,Search,Paid,Americas,2024,2024-Q3,2024-07,28349.46,541746,23990,1158,2841,141572.86,776
2024-07-08,Paid Search,EMEA,Search,Paid,International,2024,2024-Q3,2024-07,16175.11,291061,13490,577,1451,75129.85,345
2024-07-08,Paid Search,APAC,Search,Paid,International,2024,2024-Q3,2024-07,9501.74,175132,8976,350,953,44379.4,181
2024-07-08,Paid Social,North America,Social,Paid,Americas,2024,2024-Q3,2024-07,19147.34,1434592,15701,334,797,41586.62,195
2024-07-08,Paid Social,EMEA,Social,Paid,International,2024,2024-Q3,2024-07,10951.62,809680,9885,178,466,22505.03,89
2024-07-08,Paid Social,APAC,Social,Paid,International,2024,2024-Q3,2024-07,7775.92,646310,8659,175,489,19601.76,95
2024-07-08,Display,North America,Display,Paid,Americas,2024,2024-Q3,2024-07,11698.79,2201955,8327,97,236,11348.27,63
2024-07-08,Display,EMEA,Display,Paid,International,2024,2024-Q3,2024-07,7055.24,1295510,5459,56,144,6703.92,30
2024-07-08,Display,APAC,Display,Paid,International,2024,2024-Q3,2024-07,4756.33,973486,4497,48,133,5350.04,27
2024-07-08,Video,North America,Video,Paid,Americas,2024,2024-Q3,2024-07,13002.82,624813,5597,80,200,10441.45,42
2024-07-08,Video,EMEA,Video,Paid,International,2024,2024-Q3,2024-07,8530.14,443803,4441,69,186,7892.43,37
2024-07-08,Video,APAC,Video,Paid,International,2024,2024-Q3,2024-07,6052.32,337541,3256,55,145,6110.73,31
2024-07-08,Email,North America,CRM,Owned,Americas,2024,2024-Q3,2024-07,11713.32,175660,5780,315,811,48626.08,170
2024-07-08,Email,EMEA,CRM,Owned,International,2024,2024-Q3,2024-07,7736.86,106992,3846,211,584,30972.75,113
2024-07-08,Email,APAC,CRM,Owned,International,2024,2024-Q3,2024-07,5436.83,59722,2081,127,346,16761.54,77
2024-07-08,Organic Search,North America,Search,Earned,Americas,2024,2024-Q3,2024-07,8513.93,197165,8086,345,910,43463.81,165
2024-07-08,Organic Search,EMEA,Search,Earned,International,2024,2024-Q3,2024-07,6238.39,112161,5013,241,681,27317.58,134
2024-07-08,Organic Search,APAC,Search,Earned,International,2024,2024-Q3,2024-07,4408.41,75479,2907,154,393,17919.09,96
2024-07-08,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q3,2024-07,7231.61,234310,5322,164,443,20942.13,83
2024-07-08,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q3,2024-07,5291.7,133552,3108,105,295,12639.52,59
2024-07-08,Affiliate,APAC,Partner,Paid,International,2024,2024-Q3,2024-07,3496.76,85044,1714,65,168,7769.43,43
2024-07-15,Paid Search,North America,Search,Paid,Americas,2024,2024-Q3,2024-07,23380.5,478682,25327,1030,2902,116517.75,569
2024-07-15,Paid Search,EMEA,Search,Paid,International,2024,2024-Q3,2024-07,17166.44,347471,16790,745,1977,85537.29,453
2024-07-15,Paid Search,APAC,Search,Paid,International,2024,2024-Q3,2024-07,11233.24,212169,9079,430,1019,53087.25,285
2024-07-15,Paid Social,North America,Social,Paid,Americas,2024,2024-Q3,2024-07,19057.73,1578257,20536,429,1181,50072.15,243
2024-07-15,Paid Social,EMEA,Social,Paid,International,2024,2024-Q3,2024-07,13911.79,1100389,12423,287,737,33817.18,181
2024-07-15,Paid Social,APAC,Social,Paid,International,2024,2024-Q3,2024-07,7510.47,558626,6259,133,323,16657.72,79
2024-07-15,Display,North America,Display,Paid,Americas,2024,2024-Q3,2024-07,11641.29,2471720,11131,119,336,12264.65,69
2024-07-15,Display,EMEA,Display,Paid,International,2024,2024-Q3,2024-07,8424.23,1658443,6473,77,186,8503,50
2024-07-15,Display,APAC,Display,Paid,International,2024,2024-Q3,2024-07,4913.04,911667,3523,39,97,4569.58,22
2024-07-15,Video,North America,Video,Paid,Americas,2024,2024-Q3,2024-07,14675.17,795397,7103,125,328,14317.33,77
2024-07-15,Video,EMEA,Video,Paid,International,2024,2024-Q3,2024-07,8840.62,449537,3736,64,159,7815.27,40
2024-07-15,Video,APAC,Video,Paid,International,2024,2024-Q3,2024-07,4854.2,241291,2235,33,83,4121.06,16
2024-07-15,Email,North America,CRM,Owned,Americas,2024,2024-Q3,2024-07,13278.17,147734,4767,302,778,41007.1,192
2024-07-15,Email,EMEA,CRM,Owned,International,2024,2024-Q3,2024-07,8540.08,107428,3263,198,480,28846.66,124
2024-07-15,Email,APAC,CRM,Owned,International,2024,2024-Q3,2024-07,4710.61,74300,2494,133,347,20837.06,69
2024-07-15,Organic Search,North America,Search,Earned,Americas,2024,2024-Q3,2024-07,10115.56,186415,6701,350,866,41969.2,215
2024-07-15,Organic Search,EMEA,Search,Earned,International,2024,2024-Q3,2024-07,5678.09,134169,5116,223,555,28711.15,120
2024-07-15,Organic Search,APAC,Search,Earned,International,2024,2024-Q3,2024-07,3582.2,78658,3260,144,380,17614.23,71
2024-07-15,Affiliate,North America,Partner,Paid,Americas,2024,2024-Q3,2024-07,9061.43,209729,4184,163,406,20049.33,109
2024-07-15,Affiliate,EMEA,Partner,Paid,International,2024,2024-Q3,2024-07,5173.92,150864,3176,106,271,13967.95,62
2024-07-15,Affiliate,APAC,Partner,Paid,International,2024,2024-Q3,2024-07,3041.13,93788,2144,68,183,8868.17,35
2024-07-22,Paid Search,North America,Search,Paid,Americas,2024,2024-Q3,2024-07,22795.99,420047,18563,761,1844,96360.99,429
2024-07-22,Paid Search,EMEA,Search,Paid,International,2024,2024-Q3,2024-07,13871.97,265486,13054,492,1299,59827.32,243
2024-07-22,Paid Search,APAC,Search,Paid,International,2024,2024-Q3,2024-07,9916.69,208213,11202,464,1316,51393.07,260
2024-07-22,Paid Social,North America,Social,Paid,Americas,2024,2024-Q3,2024-07,18589.83,1347696,15709,352,875,45546.39,221
2024-07-22,Paid Social,EMEA,Social,Paid,International,2024,2024-Q3,2024-07,11317.21,840688,10848,209,565,27561.39,107
