Month,Source,Segment,Stage,Source Type,Stage Order,Year,Quarter,Month Label,Cycle Days,Records,Pipeline Value,Won Value,Visitors,Leads,MQLs,SQLs,Opportunities,Customers,Cycle Pool
2024-06-01,Direct,SMB,Customer,Inbound,6,2024,2024-Q2,2024-06,21.37,83,256484,256484,0,0,0,0,0,83,1773.71
2024-07-01,Paid Search,Enterprise,Visitors,Paid,1,2024,2024-Q3,2024-07,0,13786,0,0,13786,0,0,0,0,0,0
2024-07-01,Paid Search,Enterprise,Leads,Paid,2,2024,2024-Q3,2024-07,0,1482,0,0,0,1482,0,0,0,0,0
2024-07-01,Paid Search,Enterprise,MQL,Paid,3,2024,2024-Q3,2024-07,0,613,0,0,0,0,613,0,0,0,0
2024-07-01,Paid Search,Enterprise,SQL,Paid,4,2024,2024-Q3,2024-07,88.28,331,0,0,0,0,0,331,0,0,0
2024-07-01,Paid Search,Enterprise,Opportunity,Paid,5,2024,2024-Q3,2024-07,88.28,199,5723111,0,0,0,0,0,199,0,0
2024-07-01,Paid Search,Enterprise,Customer,Paid,6,2024,2024-Q3,2024-07,88.28,90,2584364,2584364,0,0,0,0,0,90,7945.2
2024-07-01,Paid Search,Mid-Market,Visitors,Paid,1,2024,2024-Q3,2024-07,0,21649,0,0,21649,0,0,0,0,0,0
2024-07-01,Paid Search,Mid-Market,Leads,Paid,2,2024,2024-Q3,2024-07,0,2305,0,0,0,2305,0,0,0,0,0
2024-07-01,Paid Search,Mid-Market,MQL,Paid,3,2024,2024-Q3,2024-07,0,975,0,0,0,0,975,0,0,0,0
2024-07-01,Paid Search,Mid-Market,SQL,Paid,4,2024,2024-Q3,2024-07,44.17,518,0,0,0,0,0,518,0,0,0
2024-07-01,Paid Search,Mid-Market,Opportunity,Paid,5,2024,2024-Q3,2024-07,44.17,322,2990810,0,0,0,0,0,322,0,0
2024-07-01,Paid Search,Mid-Market,Customer,Paid,6,2024,2024-Q3,2024-07,44.17,120,1110226,1110226,0,0,0,0,0,120,5300.4
2024-07-01,Paid Search,SMB,Visitors,Paid,1,2024,2024-Q3,2024-07,0,28449,0,0,28449,0,0,0,0,0,0
2024-07-01,Paid Search,SMB,Leads,Paid,2,2024,2024-Q3,2024-07,0,2996,0,0,0,2996,0,0,0,0,0
2024-07-01,Paid Search,SMB,MQL,Paid,3,2024,2024-Q3,2024-07,0,1253,0,0,0,0,1253,0,0,0,0
2024-07-01,Paid Search,SMB,SQL,Paid,4,2024,2024-Q3,2024-07,20.96,653,0,0,0,0,0,653,0,0,0
2024-07-01,Paid Search,SMB,Opportunity,Paid,5,2024,2024-Q3,2024-07,20.96,415,1331590,0,0,0,0,0,415,0,0
2024-07-01,Paid Search,SMB,Customer,Paid,6,2024,2024-Q3,2024-07,20.96,142,455585,455585,0,0,0,0,0,142,2976.32
2024-07-01,Paid Social,Enterprise,Visitors,Paid,1,2024,2024-Q3,2024-07,0,16885,0,0,16885,0,0,0,0,0,0
2024-07-01,Paid Social,Enterprise,Leads,Paid,2,2024,2024-Q3,2024-07,0,1271,0,0,0,1271,0,0,0,0,0
2024-07-01,Paid Social,Enterprise,MQL,Paid,3,2024,2024-Q3,2024-07,0,538,0,0,0,0,538,0,0,0,0
2024-07-01,Paid Social,Enterprise,SQL,Paid,4,2024,2024-Q3,2024-07,90.55,295,0,0,0,0,0,295,0,0,0
2024-07-01,Paid Social,Enterprise,Opportunity,Paid,5,2024,2024-Q3,2024-07,90.55,185,5416926,0,0,0,0,0,185,0,0
2024-07-01,Paid Social,Enterprise,Customer,Paid,6,2024,2024-Q3,2024-07,90.55,78,2272922,2272922,0,0,0,0,0,78,7062.9
2024-07-01,Paid Social,Mid-Market,Visitors,Paid,1,2024,2024-Q3,2024-07,0,25219,0,0,25219,0,0,0,0,0,0
2024-07-01,Paid Social,Mid-Market,Leads,Paid,2,2024,2024-Q3,2024-07,0,1865,0,0,0,1865,0,0,0,0,0
2024-07-01,Paid Social,Mid-Market,MQL,Paid,3,2024,2024-Q3,2024-07,0,802,0,0,0,0,802,0,0,0,0
2024-07-01,Paid Social,Mid-Market,SQL,Paid,4,2024,2024-Q3,2024-07,47.71,438,0,0,0,0,0,438,0,0,0
2024-07-01,Paid Social,Mid-Market,Opportunity,Paid,5,2024,2024-Q3,2024-07,47.71,276,2473221,0,0,0,0,0,276,0,0
2024-07-01,Paid Social,Mid-Market,Customer,Paid,6,2024,2024-Q3,2024-07,47.71,99,882048,882048,0,0,0,0,0,99,4723.29
2024-07-01,Paid Social,SMB,Visitors,Paid,1,2024,2024-Q3,2024-07,0,32766,0,0,32766,0,0,0,0,0,0
2024-07-01,Paid Social,SMB,Leads,Paid,2,2024,2024-Q3,2024-07,0,2425,0,0,0,2425,0,0,0,0,0
2024-07-01,Paid Social,SMB,MQL,Paid,3,2024,2024-Q3,2024-07,0,1033,0,0,0,0,1033,0,0,0,0
2024-07-01,Paid Social,SMB,SQL,Paid,4,2024,2024-Q3,2024-07,20.43,565,0,0,0,0,0,565,0,0,0
2024-07-01,Paid Social,SMB,Opportunity,Paid,5,2024,2024-Q3,2024-07,20.43,349,1080568,0,0,0,0,0,349,0,0
2024-07-01,Paid Social,SMB,Customer,Paid,6,2024,2024-Q3,2024-07,20.43,115,355560,355560,0,0,0,0,0,115,2349.45
2024-07-01,Organic Search,Enterprise,Visitors,Inbound,1,2024,2024-Q3,2024-07,0,22022,0,0,22022,0,0,0,0,0,0
2024-07-01,Organic Search,Enterprise,Leads,Inbound,2,2024,2024-Q3,2024-07,0,2494,0,0,0,2494,0,0,0,0,0
2024-07-01,Organic Search,Enterprise,MQL,Inbound,3,2024,2024-Q3,2024-07,0,1041,0,0,0,0,1041,0,0,0,0
2024-07-01,Organic Search,Enterprise,SQL,Inbound,4,2024,2024-Q3,2024-07,83.12,550,0,0,0,0,0,550,0,0,0
2024-07-01,Organic Search,Enterprise,Opportunity,Inbound,5,2024,2024-Q3,2024-07,83.12,335,9582225,0,0,0,0,0,335,0,0
2024-07-01,Organic Search,Enterprise,Customer,Inbound,6,2024,2024-Q3,2024-07,83.12,141,4027725,4027725,0,0,0,0,0,141,11719.92
2024-07-01,Organic Search,Mid-Market,Visitors,Inbound,1,2024,2024-Q3,2024-07,0,35159,0,0,35159,0,0,0,0,0,0
2024-07-01,Organic Search,Mid-Market,Leads,Inbound,2,2024,2024-Q3,2024-07,0,4059,0,0,0,4059,0,0,0,0,0
2024-07-01,Organic Search,Mid-Market,MQL,Inbound,3,2024,2024-Q3,2024-07,0,1674,0,0,0,0,1674,0,0,0,0
2024-07-01,Organic Search,Mid-Market,SQL,Inbound,4,2024,2024-Q3,2024-07,45.69,918,0,0,0,0,0,918,0,0,0
2024-07-01,Organic Search,Mid-Market,Opportunity,Inbound,5,2024,2024-Q3,2024-07,45.69,554,5393040,0,0,0,0,0,554,0,0
2024-07-01,Organic Search,Mid-Market,Customer,Inbound,6,2024,2024-Q3,2024-07,45.69,196,1902614,1902614,0,0,0,0,0,196,8955.24
2024-07-01,Organic Search,SMB,Visitors,Inbound,1,2024,2024-Q3,2024-07,0,44606,0,0,44606,0,0,0,0,0,0
2024-07-01,Organic Search,SMB,Leads,Inbound,2,2024,2024-Q3,2024-07,0,5155,0,0,0,5155,0,0,0,0,0
2024-07-01,Organic Search,SMB,MQL,Inbound,3,2024,2024-Q3,2024-07,0,2100,0,0,0,0,2100,0,0,0,0
2024-07-01,Organic Search,SMB,SQL,Inbound,4,2024,2024-Q3,2024-07,21.37,1140,0,0,0,0,0,1140,0,0,0
2024-07-01,Organic Search,SMB,Opportunity,Inbound,5,2024,2024-Q3,2024-07,21.37,681,2169462,0,0,0,0,0,681,0,0
2024-07-01,Organic Search,SMB,Customer,Inbound,6,2024,2024-Q3,2024-07,21.37,232,738019,738019,0,0,0,0,0,232,4957.84
2024-07-01,Email,Enterprise,Visitors,Nurture,1,2024,2024-Q3,2024-07,0,6522,0,0,6522,0,0,0,0,0,0
2024-07-01,Email,Enterprise,Leads,Nurture,2,2024,2024-Q3,2024-07,0,860,0,0,0,860,0,0,0,0,0
2024-07-01,Email,Enterprise,MQL,Nurture,3,2024,2024-Q3,2024-07,0,367,0,0,0,0,367,0,0,0,0
2024-07-01,Email,Enterprise,SQL,Nurture,4,2024,2024-Q3,2024-07,90.84,202,0,0,0,0,0,202,0,0,0
2024-07-01,Email,Enterprise,Opportunity,Nurture,5,2024,2024-Q3,2024-07,90.84,125,3480265,0,0,0,0,0,125,0,0
2024-07-01,Email,Enterprise,Customer,Nurture,6,2024,2024-Q3,2024-07,90.84,55,1523588,1523588,0,0,0,0,0,55,4996.2
2024-07-01,Email,Mid-Market,Visitors,Nurture,1,2024,2024-Q3,2024-07,0,9989,0,0,9989,0,0,0,0,0,0
2024-07-01,Email,Mid-Market,Leads,Nurture,2,2024,2024-Q3,2024-07,0,1340,0,0,0,1340,0,0,0,0,0
2024-07-01,Email,Mid-Market,MQL,Nurture,3,2024,2024-Q3,2024-07,0,570,0,0,0,0,570,0,0,0,0
2024-07-01,Email,Mid-Market,SQL,Nurture,4,2024,2024-Q3,2024-07,45.51,317,0,0,0,0,0,317,0,0,0
2024-07-01,Email,Mid-Market,Opportunity,Nurture,5,2024,2024-Q3,2024-07,45.51,198,1811927,0,0,0,0,0,198,0,0
2024-07-01,Email,Mid-Market,Customer,Nurture,6,2024,2024-Q3,2024-07,45.51,68,620442,620442,0,0,0,0,0,68,3094.68
2024-07-01,Email,SMB,Visitors,Nurture,1,2024,2024-Q3,2024-07,0,13467,0,0,13467,0,0,0,0,0,0
2024-07-01,Email,SMB,Leads,Nurture,2,2024,2024-Q3,2024-07,0,1789,0,0,0,1789,0,0,0,0,0
2024-07-01,Email,SMB,MQL,Nurture,3,2024,2024-Q3,2024-07,0,751,0,0,0,0,751,0,0,0,0
2024-07-01,Email,SMB,SQL,Nurture,4,2024,2024-Q3,2024-07,20.61,416,0,0,0,0,0,416,0,0,0
2024-07-01,Email,SMB,Opportunity,Nurture,5,2024,2024-Q3,2024-07,20.61,251,796781,0,0,0,0,0,251,0,0
2024-07-01,Email,SMB,Customer,Nurture,6,2024,2024-Q3,2024-07,20.61,84,266561,266561,0,0,0,0,0,84,1731.24
2024-07-01,Webinar,Enterprise,Visitors,Nurture,1,2024,2024-Q3,2024-07,0,2804,0,0,2804,0,0,0,0,0,0
2024-07-01,Webinar,Enterprise,Leads,Nurture,2,2024,2024-Q3,2024-07,0,435,0,0,0,435,0,0,0,0,0
2024-07-01,Webinar,Enterprise,MQL,Nurture,3,2024,2024-Q3,2024-07,0,175,0,0,0,0,175,0,0,0,0
2024-07-01,Webinar,Enterprise,SQL,Nurture,4,2024,2024-Q3,2024-07,87.43,97,0,0,0,0,0,97,0,0,0
2024-07-01,Webinar,Enterprise,Opportunity,Nurture,5,2024,2024-Q3,2024-07,87.43,56,1674488,0,0,0,0,0,56,0,0
2024-07-01,Webinar,Enterprise,Customer,Nurture,6,2024,2024-Q3,2024-07,87.43,24,715271,715271,0,0,0,0,0,24,2098.32
2024-07-01,Webinar,Mid-Market,Visitors,Nurture,1,2024,2024-Q3,2024-07,0,4240,0,0,4240,0,0,0,0,0,0
2024-07-01,Webinar,Mid-Market,Leads,Nurture,2,2024,2024-Q3,2024-07,0,653,0,0,0,653,0,0,0,0,0
2024-07-01,Webinar,Mid-Market,MQL,Nurture,3,2024,2024-Q3,2024-07,0,274,0,0,0,0,274,0,0,0,0
2024-07-01,Webinar,Mid-Market,SQL,Nurture,4,2024,2024-Q3,2024-07,46.82,145,0,0,0,0,0,145,0,0,0
2024-07-01,Webinar,Mid-Market,Opportunity,Nurture,5,2024,2024-Q3,2024-07,46.82,90,855534,0,0,0,0,0,90,0,0
2024-07-01,Webinar,Mid-Market,Customer,Nurture,6,2024,2024-Q3,2024-07,46.82,31,291262,291262,0,0,0,0,0,31,1451.42
2024-07-01,Webinar,SMB,Visitors,Nurture,1,2024,2024-Q3,2024-07,0,5222,0,0,5222,0,0,0,0,0,0
2024-07-01,Webinar,SMB,Leads,Nurture,2,2024,2024-Q3,2024-07,0,787,0,0,0,787,0,0,0,0,0
2024-07-01,Webinar,SMB,MQL,Nurture,3,2024,2024-Q3,2024-07,0,330,0,0,0,0,330,0,0,0,0
2024-07-01,Webinar,SMB,SQL,Nurture,4,2024,2024-Q3,2024-07,21.49,177,0,0,0,0,0,177,0,0,0
2024-07-01,Webinar,SMB,Opportunity,Nurture,5,2024,2024-Q3,2024-07,21.49,113,339102,0,0,0,0,0,113,0,0
2024-07-01,Webinar,SMB,Customer,Nurture,6,2024,2024-Q3,2024-07,21.49,37,112888,112888,0,0,0,0,0,37,795.13
2024-07-01,Partner,Enterprise,Visitors,Partner,1,2024,2024-Q3,2024-07,0,4491,0,0,4491,0,0,0,0,0,0
2024-07-01,Partner,Enterprise,Leads,Partner,2,2024,2024-Q3,2024-07,0,466,0,0,0,466,0,0,0,0,0
2024-07-01,Partner,Enterprise,MQL,Partner,3,2024,2024-Q3,2024-07,0,196,0,0,0,0,196,0,0,0,0
2024-07-01,Partner,Enterprise,SQL,Partner,4,2024,2024-Q3,2024-07,88.52,111,0,0,0,0,0,111,0,0,0
2024-07-01,Partner,Enterprise,Opportunity,Partner,5,2024,2024-Q3,2024-07,88.52,65,1854445,0,0,0,0,0,65,0,0
2024-07-01,Partner,Enterprise,Customer,Partner,6,2024,2024-Q3,2024-07,88.52,30,855201,855201,0,0,0,0,0,30,2655.6
2024-07-01,Partner,Mid-Market,Visitors,Partner,1,2024,2024-Q3,2024-07,0,7202,0,0,7202,0,0,0,0,0,0
2024-07-01,Partner,Mid-Market,Leads,Partner,2,2024,2024-Q3,2024-07,0,747,0,0,0,747,0,0,0,0,0
2024-07-01,Partner,Mid-Market,MQL,Partner,3,2024,2024-Q3,2024-07,0,318,0,0,0,0,318,0,0,0,0
2024-07-01,Partner,Mid-Market,SQL,Partner,4,2024,2024-Q3,2024-07,45.04,175,0,0,0,0,0,175,0,0,0
2024-07-01,Partner,Mid-Market,Opportunity,Partner,5,2024,2024-Q3,2024-07,45.04,111,1046718,0,0,0,0,0,111,0,0
2024-07-01,Partner,Mid-Market,Customer,Partner,6,2024,2024-Q3,2024-07,45.04,43,407114,407114,0,0,0,0,0,43,1936.72
2024-07-01,Partner,SMB,Visitors,Partner,1,2024,2024-Q3,2024-07,0,9355,0,0,9355,0,0,0,0,0,0
2024-07-01,Partner,SMB,Leads,Partner,2,2024,2024-Q3,2024-07,0,949,0,0,0,949,0,0,0,0,0
2024-07-01,Partner,SMB,MQL,Partner,3,2024,2024-Q3,2024-07,0,403,0,0,0,0,403,0,0,0,0
2024-07-01,Partner,SMB,SQL,Partner,4,2024,2024-Q3,2024-07,20.68,218,0,0,0,0,0,218,0,0,0
2024-07-01,Partner,SMB,Opportunity,Partner,5,2024,2024-Q3,2024-07,20.68,136,423683,0,0,0,0,0,136,0,0
2024-07-01,Partner,SMB,Customer,Partner,6,2024,2024-Q3,2024-07,20.68,50,156296,156296,0,0,0,0,0,50,1034.0
2024-07-01,Direct,Enterprise,Visitors,Inbound,1,2024,2024-Q3,2024-07,0,10539,0,0,10539,0,0,0,0,0,0
2024-07-01,Direct,Enterprise,Leads,Inbound,2,2024,2024-Q3,2024-07,0,943,0,0,0,943,0,0,0,0,0
2024-07-01,Direct,Enterprise,MQL,Inbound,3,2024,2024-Q3,2024-07,0,399,0,0,0,0,399,0,0,0,0
2024-07-01,Direct,Enterprise,SQL,Inbound,4,2024,2024-Q3,2024-07,87.95,212,0,0,0,0,0,212,0,0,0
2024-07-01,Direct,Enterprise,Opportunity,Inbound,5,2024,2024-Q3,2024-07,87.95,131,3791290,0,0,0,0,0,131,0,0
2024-07-01,Direct,Enterprise,Customer,Inbound,6,2024,2024-Q3,2024-07,87.95,57,1654384,1654384,0,0,0,0,0,57,5013.15
2024-07-01,Direct,Mid-Market,Visitors,Inbound,1,2024,2024-Q3,2024-07,0,15572,0,0,15572,0,0,0,0,0,0
2024-07-01,Direct,Mid-Market,Leads,Inbound,2,2024,2024-Q3,2024-07,0,1413,0,0,0,1413,0,0,0,0,0
2024-07-01,Direct,Mid-Market,MQL,Inbound,3,2024,2024-Q3,2024-07,0,589,0,0,0,0,589,0,0,0,0
2024-07-01,Direct,Mid-Market,SQL,Inbound,4,2024,2024-Q3,2024-07,47.09,318,0,0,0,0,0,318,0,0,0
2024-07-01,Direct,Mid-Market,Opportunity,Inbound,5,2024,2024-Q3,2024-07,47.09,191,1720895,0,0,0,0,0,191,0,0
2024-07-01,Direct,Mid-Market,Customer,Inbound,6,2024,2024-Q3,2024-07,47.09,66,593743,593743,0,0,0,0,0,66,3107.94
2024-07-01,Direct,SMB,Visitors,Inbound,1,2024,2024-Q3,2024-07,0,20905,0,0,20905,0,0,0,0,0,0
2024-07-01,Direct,SMB,Leads,Inbound,2,2024,2024-Q3,2024-07,0,1914,0,0,0,1914,0,0,0,0,0
2024-07-01,Direct,SMB,MQL,Inbound,3,2024,2024-Q3,2024-07,0,783,0,0,0,0,783,0,0,0,0
2024-07-01,Direct,SMB,SQL,Inbound,4,2024,2024-Q3,2024-07,20.83,426,0,0,0,0,0,426,0,0,0
2024-07-01,Direct,SMB,Opportunity,Inbound,5,2024,2024-Q3,2024-07,20.83,254,792506,0,0,0,0,0,254,0,0
2024-07-01,Direct,SMB,Customer,Inbound,6,2024,2024-Q3,2024-07,20.83,85,265946,265946,0,0,0,0,0,85,1770.55
2024-08-01,Paid Search,Enterprise,Visitors,Paid,1,2024,2024-Q3,2024-08,0,13717,0,0,13717,0,0,0,0,0,0
2024-08-01,Paid Search,Enterprise,Leads,Paid,2,2024,2024-Q3,2024-08,0,1475,0,0,0,1475,0,0,0,0,0
2024-08-01,Paid Search,Enterprise,MQL,Paid,3,2024,2024-Q3,2024-08,0,599,0,0,0,0,599,0,0,0,0
2024-08-01,Paid Search,Enterprise,SQL,Paid,4,2024,2024-Q3,2024-08,87.48,329,0,0,0,0,0,329,0,0,0
2024-08-01,Paid Search,Enterprise,Opportunity,Paid,5,2024,2024-Q3,2024-08,87.48,209,6276089,0,0,0,0,0,209,0,0
2024-08-01,Paid Search,Enterprise,Customer,Paid,6,2024,2024-Q3,2024-08,87.48,92,2759138,2759138,0,0,0,0,0,92,8048.16
2024-08-01,Paid Search,Mid-Market,Visitors,Paid,1,2024,2024-Q3,2024-08,0,19672,0,0,19672,0,0,0,0,0,0
2024-08-01,Paid Search,Mid-Market,Leads,Paid,2,2024,2024-Q3,2024-08,0,2088,0,0,0,2088,0,0,0,0,0
2024-08-01,Paid Search,Mid-Market,MQL,Paid,3,2024,2024-Q3,2024-08,0,842,0,0,0,0,842,0,0,0,0
2024-08-01,Paid Search,Mid-Market,SQL,Paid,4,2024,2024-Q3,2024-08,46.84,480,0,0,0,0,0,480,0,0,0
2024-08-01,Paid Search,Mid-Market,Opportunity,Paid,5,2024,2024-Q3,2024-08,46.84,301,2735855,0,0,0,0,0,301,0,0
2024-08-01,Paid Search,Mid-Market,Customer,Paid,6,2024,2024-Q3,2024-08,46.84,110,998774,998774,0,0,0,0,0,110,5152.4
2024-08-01,Paid Search,SMB,Visitors,Paid,1,2024,2024-Q3,2024-08,0,25230,0,0,25230,0,0,0,0,0,0
2024-08-01,Paid Search,SMB,Leads,Paid,2,2024,2024-Q3,2024-08,0,2634,0,0,0,2634,0,0,0,0,0
2024-08-01,Paid Search,SMB,MQL,Paid,3,2024,2024-Q3,2024-08,0,1102,0,0,0,0,1102,0,0,0,0
2024-08-01,Paid Search,SMB,SQL,Paid,4,2024,2024-Q3,2024-08,21.5,624,0,0,0,0,0,624,0,0,0
2024-08-01,Paid Search,SMB,Opportunity,Paid,5,2024,2024-Q3,2024-08,21.5,379,1150282,0,0,0,0,0,379,0,0
2024-08-01,Paid Search,SMB,Customer,Paid,6,2024,2024-Q3,2024-08,21.5,131,398852,398852,0,0,0,0,0,131,2816.5
2024-08-01,Paid Social,Enterprise,Visitors,Paid,1,2024,2024-Q3,2024-08,0,15433,0,0,15433,0,0,0,0,0,0
2024-08-01,Paid Social,Enterprise,Leads,Paid,2,2024,2024-Q3,2024-08,0,1163,0,0,0,1163,0,0,0,0,0
2024-08-01,Paid Social,Enterprise,MQL,Paid,3,2024,2024-Q3,2024-08,0,485,0,0,0,0,485,0,0,0,0
2024-08-01,Paid Social,Enterprise,SQL,Paid,4,2024,2024-Q3,2024-08,87.14,267,0,0,0,0,0,267,0,0,0
2024-08-01,Paid Social,Enterprise,Opportunity,Paid,5,2024,2024-Q3,2024-08,87.14,161,4528257,0,0,0,0,0,161,0,0
2024-08-01,Paid Social,Enterprise,Customer,Paid,6,2024,2024-Q3,2024-08,87.14,66,1852228,1852228,0,0,0,0,0,66,5751.24
2024-08-01,Paid Social,Mid-Market,Visitors,Paid,1,2024,2024-Q3,2024-08,0,24733,0,0,24733,0,0,0,0,0,0
2024-08-01,Paid Social,Mid-Market,Leads,Paid,2,2024,2024-Q3,2024-08,0,1839,0,0,0,1839,0,0,0,0,0
2024-08-01,Paid Social,Mid-Market,MQL,Paid,3,2024,2024-Q3,2024-08,0,770,0,0,0,0,770,0,0,0,0
2024-08-01,Paid Social,Mid-Market,SQL,Paid,4,2024,2024-Q3,2024-08,45.06,419,0,0,0,0,0,419,0,0,0
2024-08-01,Paid Social,Mid-Market,Opportunity,Paid,5,2024,2024-Q3,2024-08,45.06,258,2436654,0,0,0,0,0,258,0,0
2024-08-01,Paid Social,Mid-Market,Customer,Paid,6,2024,2024-Q3,2024-08,45.06,91,857880,857880,0,0,0,0,0,91,4100.46
2024-08-01,Paid Social,SMB,Visitors,Paid,1,2024,2024-Q3,2024-08,0,32008,0,0,32008,0,0,0,0,0,0
2024-08-01,Paid Social,SMB,Leads,Paid,2,2024,2024-Q3,2024-08,0,2359,0,0,0,2359,0,0,0,0,0
2024-08-01,Paid Social,SMB,MQL,Paid,3,2024,2024-Q3,2024-08,0,1006,0,0,0,0,1006,0,0,0,0
2024-08-01,Paid Social,SMB,SQL,Paid,4,2024,2024-Q3,2024-08,20.74,548,0,0,0,0,0,548,0,0,0
2024-08-01,Paid Social,SMB,Opportunity,Paid,5,2024,2024-Q3,2024-08,20.74,338,1082086,0,0,0,0,0,338,0,0
2024-08-01,Paid Social,SMB,Customer,Paid,6,2024,2024-Q3,2024-08,20.74,111,356382,356382,0,0,0,0,0,111,2302.14
2024-08-01,Organic Search,Enterprise,Visitors,Inbound,1,2024,2024-Q3,2024-08,0,20022,0,0,20022,0,0,0,0,0,0
2024-08-01,Organic Search,Enterprise,Leads,Inbound,2,2024,2024-Q3,2024-08,0,2253,0,0,0,2253,0,0,0,0,0
2024-08-01,Organic Search,Enterprise,MQL,Inbound,3,2024,2024-Q3,2024-08,0,949,0,0,0,0,949,0,0,0,0
2024-08-01,Organic Search,Enterprise,SQL,Inbound,4,2024,2024-Q3,2024-08,89.65,537,0,0,0,0,0,537,0,0,0
2024-08-01,Organic Search,Enterprise,Opportunity,Inbound,5,2024,2024-Q3,2024-08,89.65,330,9433294,0,0,0,0,0,330,0,0
2024-08-01,Organic Search,Enterprise,Customer,Inbound,6,2024,2024-Q3,2024-08,89.65,146,4167180,4167180,0,0,0,0,0,146,13088.9
2024-08-01,Organic Search,Mid-Market,Visitors,Inbound,1,2024,2024-Q3,2024-08,0,30811,0,0,30811,0,0,0,0,0,0
2024-08-01,Organic Search,Mid-Market,Leads,Inbound,2,2024,2024-Q3,2024-08,0,3460,0,0,0,3460,0,0,0,0,0
2024-08-01,Organic Search,Mid-Market,MQL,Inbound,3,2024,2024-Q3,2024-08,0,1503,0,0,0,0,1503,0,0,0,0
2024-08-01,Organic Search,Mid-Market,SQL,Inbound,4,2024,2024-Q3,2024-08,47.12,820,0,0,0,0,0,820,0,0,0
2024-08-01,Organic Search,Mid-Market,Opportunity,Inbound,5,2024,2024-Q3,2024-08,47.12,518,4703819,0,0,0,0,0,518,0,0
2024-08-01,Organic Search,Mid-Market,Customer,Inbound,6,2024,2024-Q3,2024-08,47.12,188,1704728,1704728,0,0,0,0,0,188,8858.56
2024-08-01,Organic Search,SMB,Visitors,Inbound,1,2024,2024-Q3,2024-08,0,41646,0,0,41646,0,0,0,0,0,0
2024-08-01,Organic Search,SMB,Leads,Inbound,2,2024,2024-Q3,2024-08,0,4766,0,0,0,4766,0,0,0,0,0
2024-08-01,Organic Search,SMB,MQL,Inbound,3,2024,2024-Q3,2024-08,0,2045,0,0,0,0,2045,0,0,0,0
2024-08-01,Organic Search,SMB,SQL,Inbound,4,2024,2024-Q3,2024-08,20.55,1134,0,0,0,0,0,1134,0,0,0
2024-08-01,Organic Search,SMB,Opportunity,Inbound,5,2024,2024-Q3,2024-08,20.55,709,2213783,0,0,0,0,0,709,0,0
2024-08-01,Organic Search,SMB,Customer,Inbound,6,2024,2024-Q3,2024-08,20.55,234,729092,729092,0,0,0,0,0,234,4808.7
2024-08-01,Email,Enterprise,Visitors,Nurture,1,2024,2024-Q3,2024-08,0,6317,0,0,6317,0,0,0,0,0,0
2024-08-01,Email,Enterprise,Leads,Nurture,2,2024,2024-Q3,2024-08,0,827,0,0,0,827,0,0,0,0,0
2024-08-01,Email,Enterprise,MQL,Nurture,3,2024,2024-Q3,2024-08,0,353,0,0,0,0,353,0,0,0,0
2024-08-01,Email,Enterprise,SQL,Nurture,4,2024,2024-Q3,2024-08,84.83,194,0,0,0,0,0,194,0,0,0
2024-08-01,Email,Enterprise,Opportunity,Nurture,5,2024,2024-Q3,2024-08,84.83,118,3422156,0,0,0,0,0,118,0,0
2024-08-01,Email,Enterprise,Customer,Nurture,6,2024,2024-Q3,2024-08,84.83,53,1540477,1540477,0,0,0,0,0,53,4495.99
2024-08-01,Email,Mid-Market,Visitors,Nurture,1,2024,2024-Q3,2024-08,0,9772,0,0,9772,0,0,0,0,0,0
2024-08-01,Email,Mid-Market,Leads,Nurture,2,2024,2024-Q3,2024-08,0,1278,0,0,0,1278,0,0,0,0,0
2024-08-01,Email,Mid-Market,MQL,Nurture,3,2024,2024-Q3,2024-08,0,540,0,0,0,0,540,0,0,0,0
2024-08-01,Email,Mid-Market,SQL,Nurture,4,2024,2024-Q3,2024-08,45.96,292,0,0,0,0,0,292,0,0,0
2024-08-01,Email,Mid-Market,Opportunity,Nurture,5,2024,2024-Q3,2024-08,45.96,177,1673536,0,0,0,0,0,177,0,0
2024-08-01,Email,Mid-Market,Customer,Nurture,6,2024,2024-Q3,2024-08,45.96,62,587847,587847,0,0,0,0,0,62,2849.52
2024-08-01,Email,SMB,Visitors,Nurture,1,2024,2024-Q3,2024-08,0,12301,0,0,12301,0,0,0,0,0,0
2024-08-01,Email,SMB,Leads,Nurture,2,2024,2024-Q3,2024-08,0,1644,0,0,0,1644,0,0,0,0,0
2024-08-01,Email,SMB,MQL,Nurture,3,2024,2024-Q3,2024-08,0,679,0,0,0,0,679,0,0,0,0
2024-08-01,Email,SMB,SQL,Nurture,4,2024,2024-Q3,2024-08,21.77,379,0,0,0,0,0,379,0,0,0
2024-08-01,Email,SMB,Opportunity,Nurture,5,2024,2024-Q3,2024-08,21.77,232,724824,0,0,0,0,0,232,0,0
2024-08-01,Email,SMB,Customer,Nurture,6,2024,2024-Q3,2024-08,21.77,78,244101,244101,0,0,0,0,0,78,1698.06
2024-08-01,Webinar,Enterprise,Visitors,Nurture,1,2024,2024-Q3,2024-08,0,2504,0,0,2504,0,0,0,0,0,0
2024-08-01,Webinar,Enterprise,Leads,Nurture,2,2024,2024-Q3,2024-08,0,387,0,0,0,387,0,0,0,0,0
2024-08-01,Webinar,Enterprise,MQL,Nurture,3,2024,2024-Q3,2024-08,0,157,0,0,0,0,157,0,0,0,0
