Week,Campaign,Device,Platform,Objective,Funnel Stage,Year,Quarter,Month,Cost,Impressions,Reach,Clicks,Conversions,Conversion Value,Video Views
2024-04-22,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,2966.33,65191,25105,456,8,3406.57,0
2024-04-22,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,3386.41,75191,30537,564,9,3761.05,0
2024-04-22,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,682.51,14771,6228,98,0,0,0
2024-04-22,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,556.88,9061,3961,63,0,0,0
2024-04-22,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q2,2024-04,4337.93,825339,358913,3946,81,12055.17,0
2024-04-22,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q2,2024-04,4959.88,914654,415238,4605,78,12002.74,0
2024-04-22,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q2,2024-04,998.21,186909,78797,896,14,2116.01,0
2024-04-22,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q2,2024-04,814.07,113906,45016,537,9,1356.14,0
2024-04-22,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q2,2024-04,5204.63,252006,89803,775,4,3141.22,76861
2024-04-22,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q2,2024-04,5999.47,293489,109206,980,5,3999.79,88078
2024-04-22,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q2,2024-04,1195.91,57334,22014,170,0,0,19174
2024-04-22,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q2,2024-04,917.18,32881,13041,94,0,0,10835
2024-04-29,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-04,1945.02,18150,7249,1599,140,19677.02,0
2024-04-29,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-04,2087.51,19072,7915,1904,137,19528.45,0
2024-04-29,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-04,414.8,3835,1485,364,25,3529.1,0
2024-04-29,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-04,335.35,2310,951,215,16,2242.1,0
2024-04-29,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q2,2024-04,9543.52,86679,33432,2932,97,23578.54,0
2024-04-29,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q2,2024-04,10229.92,94006,36890,3470,96,23819.18,0
2024-04-29,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q2,2024-04,2062.92,18590,7511,603,17,4287.2,0
2024-04-29,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q2,2024-04,1444.66,9801,3516,333,10,2468.64,0
2024-04-29,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q2,2024-04,7887.86,444919,172348,9050,436,35662.42,0
2024-04-29,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q2,2024-04,7824.24,448589,180355,10551,409,32852.15,0
2024-04-29,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q2,2024-04,1791.45,104149,43933,2183,88,7063.71,0
2024-04-29,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q2,2024-04,1373.75,57817,22420,1186,48,3914.06,0
2024-04-29,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q2,2024-04,4841.78,504850,203366,3185,20,3595.72,152588
2024-04-29,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q2,2024-04,5248.82,532743,225794,3607,20,3701.03,166094
2024-04-29,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q2,2024-04,1044.71,107763,42253,692,4,696.5,33024
2024-04-29,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q2,2024-04,843.3,64722,27328,404,0,0,20997
2024-04-29,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q2,2024-04,6543.16,744352,290959,7548,117,10931.68,0
2024-04-29,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q2,2024-04,7445.8,855431,351326,9431,124,11773.16,0
2024-04-29,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q2,2024-04,1502.43,168078,70255,1658,21,2051.01,0
2024-04-29,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q2,2024-04,1057.67,89379,33261,921,12,1135.8,0
2024-04-29,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-04,4428.8,322353,128588,6150,338,29052.41,0
2024-04-29,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-04,4696.33,348425,126973,7575,337,28312.01,0
2024-04-29,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-04,1005.97,75369,29141,1389,62,5186.02,0
2024-04-29,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-04,763.45,41230,16176,787,37,3170.99,0
2024-04-29,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-04,5465.79,574204,237776,8180,354,28047.09,0
2024-04-29,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-04,5849.26,598088,256657,9037,318,25826.19,0
2024-04-29,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-04,1163.42,121390,48778,1744,59,4909.87,0
2024-04-29,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-04,951.95,74002,31403,1044,37,3070.2,0
2024-04-29,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,7455.95,152456,61698,860,22,18447.09,0
2024-04-29,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,8589.35,178425,73792,1096,24,19938.99,0
2024-04-29,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,1712.83,34702,15008,189,5,4131.76,0
2024-04-29,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,1218.44,18533,7276,106,0,0,0
2024-04-29,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,3118.54,69793,29328,500,11,4728.78,0
2024-04-29,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,3339.67,75641,29169,622,11,4657.58,0
2024-04-29,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,708.49,15654,6310,115,0,0,0
2024-04-29,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-04,543.06,8631,3589,62,0,0,0
2024-04-29,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q2,2024-04,4513.97,870426,357739,4238,87,12758.79,0
2024-04-29,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q2,2024-04,5205.56,1023223,437157,5356,93,13518.02,0
2024-04-29,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q2,2024-04,1047.93,200591,78434,943,15,2216.03,0
2024-04-29,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q2,2024-04,736.51,102448,40969,500,10,1501.57,0
2024-04-29,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q2,2024-04,5134.1,245202,105000,731,4,3178.46,76874
2024-04-29,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q2,2024-04,5856.38,282834,111486,955,5,3965.18,87859
2024-04-29,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q2,2024-04,1254.45,60969,22974,185,0,0,18496
2024-04-29,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q2,2024-04,882.84,31057,13458,93,0,0,9827
2024-05-06,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,1872.4,17018,7142,1540,130,18599.17,0
2024-05-06,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,2162.32,20055,8992,1973,144,20333.05,0
2024-05-06,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,435.17,4083,1884,357,26,3780.03,0
2024-05-06,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,330.15,2243,943,202,14,1997.67,0
2024-05-06,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,8724.07,78289,35006,2583,81,19846.72,0
2024-05-06,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,9957.61,94158,39140,3532,94,22601.76,0
2024-05-06,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,2135.88,20422,8925,687,18,4285.18,0
2024-05-06,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,1618.46,11154,4987,367,11,2700.75,0
2024-05-06,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,7676.55,425404,178742,9066,428,35405.91,0
2024-05-06,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,8217.63,445726,195896,10151,408,34841.08,0
2024-05-06,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,1635.1,89694,36281,1932,76,6379.11,0
2024-05-06,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,1336.93,54718,23063,1159,48,4004.44,0
2024-05-06,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,4706.51,476997,212615,2909,21,3865.2,148468
2024-05-06,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,5438.65,557469,253543,3691,23,4200.09,170450
2024-05-06,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,1165.47,117090,49877,679,5,917.66,37669
2024-05-06,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,894.09,67153,25762,406,0,0,20988
2024-05-06,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,6369.52,714557,288966,6627,100,9484.69,0
2024-05-06,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,6822.81,802392,300593,8569,106,9876.85,0
2024-05-06,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,1446.87,172636,68146,1636,21,1937.35,0
2024-05-06,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,1178.76,101040,41187,947,12,1125.51,0
2024-05-06,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,4539.2,324996,138510,6005,338,29450.6,0
2024-05-06,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,4923.27,342814,154310,6760,309,27694.16,0
2024-05-06,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,980.82,68901,28519,1291,58,5154.6,0
2024-05-06,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,799.87,42355,16410,775,38,3320.01,0
2024-05-06,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,5673.21,579275,236760,8455,376,30700.15,0
2024-05-06,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,6526.76,678909,284466,10679,404,32444.65,0
2024-05-06,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,1316.62,133285,57551,1736,65,5360.04,0
2024-05-06,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,997.86,76175,29584,1100,39,3180.46,0
2024-05-06,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,7341.63,147094,60398,758,17,14080.3,0
2024-05-06,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,7762.41,164596,62407,1038,20,16313.96,0
2024-05-06,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,1667.88,35735,14380,202,6,5009.54,0
2024-05-06,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,1262.64,19627,8055,109,0,0,0
2024-05-06,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,3229.91,70510,30692,494,9,3807.63,0
2024-05-06,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,3502.68,74893,33925,562,10,4363.36,0
2024-05-06,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,697.57,15095,6515,107,0,0,0
2024-05-06,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,569.21,9197,3723,67,0,0,0
2024-05-06,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,4442.35,813027,348089,3850,76,11401.34,0
2024-05-06,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,4754.13,911197,355666,4969,80,11762.98,0
2024-05-06,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,1009.43,195926,80001,946,16,2336.6,0
2024-05-06,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,773.5,113700,49064,543,10,1485.63,0
2024-05-06,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,5265.09,254669,113293,740,4,3153.6,78126
2024-05-06,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,5696.54,270250,113559,840,4,3210.26,85624
2024-05-06,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,1148.22,55014,23855,164,0,0,17138
2024-05-06,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,926.21,33333,13552,101,0,0,10155
2024-05-13,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,1982.85,18433,7210,1728,152,21349.71,0
2024-05-13,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,2124.64,19979,7265,2031,144,19995.72,0
2024-05-13,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,450.34,4313,1634,413,32,4555.42,0
2024-05-13,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,345.34,2384,950,226,15,2181.9,0
2024-05-13,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,9038.62,86205,34912,2960,96,23088.97,0
2024-05-13,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,9777.06,90783,39614,3340,88,22478.82,0
2024-05-13,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,1923.99,18097,7135,633,17,4270.52,0
2024-05-13,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,1570.9,10636,4453,361,10,2465.82,0
2024-05-13,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,7931.98,464096,183399,10116,457,37408.32,0
2024-05-13,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,8498.52,488573,224683,11543,454,36330.34,0
2024-05-13,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,1713.1,95762,45871,1888,73,6006.8,0
2024-05-13,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,1296.22,52611,23436,1070,40,3387.21,0
2024-05-13,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,4987.26,515198,212015,3251,23,4322.84,166605
2024-05-13,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,5275.69,535579,203913,3833,22,4051.79,169001
2024-05-13,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,1132.83,115547,46157,742,5,886.39,35617
2024-05-13,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,868.54,64207,26194,407,0,0,20758
2024-05-13,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,6180.41,702005,301518,6877,107,10275.42,0
2024-05-13,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,6697.45,747647,333773,7835,99,9730.71,0
2024-05-13,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,1421.46,159747,57640,1572,20,1947.09,0
2024-05-13,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,1076.2,90658,34399,880,10,952.33,0
2024-05-13,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,4461.8,325857,117115,6143,312,26710.55,0
2024-05-13,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,4779.24,354497,146942,7317,327,27654.02,0
2024-05-13,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,951.05,69022,29820,1178,54,4656.81,0
2024-05-13,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,728.63,38074,17344,676,30,2657.33,0
2024-05-13,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,5572.95,565284,236871,7904,343,28091.19,0
2024-05-13,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,5953.75,611238,238670,9841,347,28048.77,0
2024-05-13,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,1266.14,130769,54301,1867,68,5481.05,0
2024-05-13,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,968.47,72590,31032,1028,39,3207.52,0
2024-05-13,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,7584.32,153721,60885,832,21,17802.84,0
2024-05-13,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,8224.56,163468,66681,940,19,16461.2,0
2024-05-13,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,1638.1,32899,12045,180,4,3265.31,0
2024-05-13,LI-ABM-Enterprise-Tier1,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,1321.1,19983,7028,114,0,0,0
2024-05-13,LI-Content-Whitepaper,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,3173.92,70327,25712,503,10,4209.39,0
2024-05-13,LI-Content-Whitepaper,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,3617.42,81635,31395,669,12,4932.81,0
2024-05-13,LI-Content-Whitepaper,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,729.53,16090,6295,112,0,0,0
2024-05-13,LI-Content-Whitepaper,Connected TV,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,552.6,8812,3589,60,0,0,0
2024-05-13,DV360-Display-Retarget,Desktop,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,4936.9,950823,394308,4646,99,14590.11,0
2024-05-13,DV360-Display-Retarget,Mobile,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,5357.26,1004604,424096,5322,93,14027.93,0
2024-05-13,DV360-Display-Retarget,Tablet,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,1068.27,203707,78067,1017,18,2671.49,0
2024-05-13,DV360-Display-Retarget,Connected TV,Programmatic,Conversions,Middle,2024,2024-Q2,2024-05,809.64,115678,41287,569,10,1471.41,0
2024-05-13,DV360-CTV-Reach,Desktop,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,5171.04,255766,93977,811,4,3095.48,80564
2024-05-13,DV360-CTV-Reach,Mobile,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,5958.15,297618,116080,1023,6,4678.35,92972
2024-05-13,DV360-CTV-Reach,Tablet,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,1189.15,58271,23105,178,0,0,19068
2024-05-13,DV360-CTV-Reach,Connected TV,Programmatic,Awareness,Top,2024,2024-Q2,2024-05,909.7,32154,13712,95,0,0,10320
2024-05-20,BR-Search-Brand-Core,Desktop,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,2043.14,18548,7851,1584,141,20360.11,0
2024-05-20,BR-Search-Brand-Core,Mobile,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,2216.46,19572,8616,1894,140,19985.58,0
2024-05-20,BR-Search-Brand-Core,Tablet,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,441.68,4144,1689,383,26,3613.33,0
2024-05-20,BR-Search-Brand-Core,Connected TV,Google Ads,Conversions,Bottom,2024,2024-Q2,2024-05,360.02,2517,964,229,17,2379.62,0
2024-05-20,NB-Search-Generic-Solutions,Desktop,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,9433.86,87475,35404,2886,94,23030.49,0
2024-05-20,NB-Search-Generic-Solutions,Mobile,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,10847.22,101575,42164,3646,102,24869.36,0
2024-05-20,NB-Search-Generic-Solutions,Tablet,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,2167.39,19918,8409,670,19,4697.53,0
2024-05-20,NB-Search-Generic-Solutions,Connected TV,Google Ads,Conversions,Middle,2024,2024-Q2,2024-05,1659.31,11404,4481,401,11,2709.23,0
2024-05-20,PMax-Retail-Feed,Desktop,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,7776.74,448397,179353,9493,443,37040.28,0
2024-05-20,PMax-Retail-Feed,Mobile,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,8327.09,485749,182810,11805,451,37239.73,0
2024-05-20,PMax-Retail-Feed,Tablet,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,1766.57,103999,41078,2258,89,7296.42,0
2024-05-20,PMax-Retail-Feed,Connected TV,Google Ads,Sales,Bottom,2024,2024-Q2,2024-05,1354.24,57922,23607,1237,48,3818.2,0
2024-05-20,YT-Awareness-InStream,Desktop,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,5079.63,516234,220261,3185,22,4068.25,161906
2024-05-20,YT-Awareness-InStream,Mobile,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,5508.78,544613,247322,3573,20,3670,177153
2024-05-20,YT-Awareness-InStream,Tablet,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,1110.73,115424,48457,720,5,871.16,37240
2024-05-20,YT-Awareness-InStream,Connected TV,Google Ads,Awareness,Top,2024,2024-Q2,2024-05,895.21,69821,27710,448,0,0,22229
2024-05-20,FB-Prospecting-LAL-3pct,Desktop,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,6453.66,745268,311494,7427,112,10967.99,0
2024-05-20,FB-Prospecting-LAL-3pct,Mobile,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,7352.19,863364,370340,9289,119,11069.3,0
2024-05-20,FB-Prospecting-LAL-3pct,Tablet,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,1483.06,169536,74072,1641,22,2096.62,0
2024-05-20,FB-Prospecting-LAL-3pct,Connected TV,Meta Ads,Traffic,Top,2024,2024-Q2,2024-05,1123.71,96886,38678,975,12,1157.58,0
2024-05-20,IG-Retargeting-Cart-7d,Desktop,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,4373.43,311280,131246,5780,311,27252.32,0
2024-05-20,IG-Retargeting-Cart-7d,Mobile,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,4681.63,339956,130559,7175,313,27873.73,0
2024-05-20,IG-Retargeting-Cart-7d,Tablet,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,993.58,73030,30424,1380,63,5595.58,0
2024-05-20,IG-Retargeting-Cart-7d,Connected TV,Meta Ads,Conversions,Bottom,2024,2024-Q2,2024-05,761.54,42036,17749,787,34,2971.34,0
2024-05-20,FB-Catalog-DPA-Evergreen,Desktop,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,5747.51,591865,268169,8160,361,29280.1,0
2024-05-20,FB-Catalog-DPA-Evergreen,Mobile,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,6155.73,617276,291083,9106,333,27674.58,0
2024-05-20,FB-Catalog-DPA-Evergreen,Tablet,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,1240.76,126301,53609,1752,66,5395.84,0
2024-05-20,FB-Catalog-DPA-Evergreen,Connected TV,Meta Ads,Sales,Bottom,2024,2024-Q2,2024-05,1011.02,76817,30988,1108,41,3329.44,0
2024-05-20,LI-ABM-Enterprise-Tier1,Desktop,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,7347.55,147787,62369,808,20,17031.38,0
2024-05-20,LI-ABM-Enterprise-Tier1,Mobile,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,8477.97,178821,78947,1068,23,18756.62,0
2024-05-20,LI-ABM-Enterprise-Tier1,Tablet,LinkedIn Ads,Leads,Middle,2024,2024-Q2,2024-05,1689.36,34673,15663,184,5,4079.21,0
