Month,Channel,Plan,Channel Type,Year,Quarter,Month Label,New Customers,Acquisition Cost,New MRR,LTV Pool,First Order Revenue,Lifetime Pool
2024-11-01,Content / SEO,Enterprise,Organic,2024,2024-Q4,2024-11,153,234929.66,74705.73,2442743.78,93589.44,5869.4
2024-11-01,Email,Starter,Owned,2024,2024-Q4,2024-11,395,16793.42,11313.99,138708.89,14667.44,5633
2024-11-01,Email,Growth,Owned,2024,2024-Q4,2024-11,206,35900.06,19929.28,377881.29,24940.32,4588.6
2024-11-01,Email,Enterprise,Owned,2024,2024-Q4,2024-11,64,83089.03,32105.37,1032863.14,41495.55,2433.4
2024-11-01,Referral,Starter,Earned,2024,2024-Q4,2024-11,305,12450.38,8792.02,109258.28,11138.63,4453.5
2024-11-01,Referral,Growth,Earned,2024,2024-Q4,2024-11,168,27244.3,16777.49,312716.98,22283.84,3695.4
2024-11-01,Referral,Enterprise,Earned,2024,2024-Q4,2024-11,54,66339.45,26787.33,867726.84,35046,2051.1
2024-11-01,Outbound,Starter,Sales-led,2024,2024-Q4,2024-11,214,81499.09,6208.67,76864.44,8220.25,3099.3
2024-11-01,Outbound,Growth,Sales-led,2024,2024-Q4,2024-11,112,172435.85,11027.01,206045.87,14405.21,2461
2024-11-01,Outbound,Enterprise,Sales-led,2024,2024-Q4,2024-11,34,393221.64,16814.39,541729.43,21331.56,1291.5
2024-11-01,Marketplace,Starter,Partner,2024,2024-Q4,2024-11,437,28988.15,12568.99,155308.71,16159.4,6341.4
2024-11-01,Marketplace,Growth,Partner,2024,2024-Q4,2024-11,245,63779.49,24529.74,456229.73,32321.16,5390.2
2024-11-01,Marketplace,Enterprise,Partner,2024,2024-Q4,2024-11,78,151365.31,38846.9,1251063.35,51944.71,2927.1
2024-12-01,Paid Search,Starter,Paid,2024,2024-Q4,2024-12,833,94399.47,23941.32,294180.71,30857.84,12011.9
2024-12-01,Paid Search,Growth,Paid,2024,2024-Q4,2024-12,470,210114.53,46588.42,867599.75,61021.17,10305.3
2024-12-01,Paid Search,Enterprise,Paid,2024,2024-Q4,2024-12,146,491861.02,72444.9,2314534.78,95283.35,5484.6
2024-12-01,Paid Social,Starter,Paid,2024,2024-Q4,2024-12,710,59697.5,20381.83,247873.06,26499.89,10122.1
2024-12-01,Paid Social,Growth,Paid,2024,2024-Q4,2024-12,384,130949.52,37518.27,705611.11,48514.48,8423.2
2024-12-01,Paid Social,Enterprise,Paid,2024,2024-Q4,2024-12,114,293617.64,57388.49,1848319.29,74598.28,4349.9
2024-12-01,Content / SEO,Starter,Organic,2024,2024-Q4,2024-12,960,49189.44,27395.77,342256.11,34973.83,14009.7
2024-12-01,Content / SEO,Growth,Organic,2024,2024-Q4,2024-12,498,99974.87,49540.67,918621.02,65459.18,10955.2
2024-12-01,Content / SEO,Enterprise,Organic,2024,2024-Q4,2024-12,168,248111.25,84775.64,2702947.79,115118.06,6308
2024-12-01,Email,Starter,Owned,2024,2024-Q4,2024-12,396,17212.5,11519.15,142963.83,15169.78,5815
2024-12-01,Email,Growth,Owned,2024,2024-Q4,2024-12,227,38504.18,22572.34,418839.33,30563.46,4928.4
2024-12-01,Email,Enterprise,Owned,2024,2024-Q4,2024-12,72,91402.49,35357.25,1130242.21,46023.31,2667.1
2024-12-01,Referral,Starter,Earned,2024,2024-Q4,2024-12,331,13215.33,9587.51,116011.82,12700.05,4700.2
2024-12-01,Referral,Growth,Earned,2024,2024-Q4,2024-12,183,30072.59,17822.66,334216.56,22946.81,4007.3
2024-12-01,Referral,Enterprise,Earned,2024,2024-Q4,2024-12,59,72708.72,29199.76,951497.71,37653.53,2272.7
2024-12-01,Outbound,Starter,Sales-led,2024,2024-Q4,2024-12,218,83511.91,6293.91,77148.68,8014.92,3142.7
2024-12-01,Outbound,Growth,Sales-led,2024,2024-Q4,2024-12,121,184252.46,11991.23,221746.25,15725.61,2636.3
2024-12-01,Outbound,Enterprise,Sales-led,2024,2024-Q4,2024-12,39,446213.74,19263.31,629617.54,24910.06,1478.8
2024-12-01,Marketplace,Starter,Partner,2024,2024-Q4,2024-12,484,31309.71,14007.7,172347.04,18471.29,6963
2024-12-01,Marketplace,Growth,Partner,2024,2024-Q4,2024-12,267,70801.75,26042.83,490601.86,33435.03,5847.5
2024-12-01,Marketplace,Enterprise,Partner,2024,2024-Q4,2024-12,81,163165.6,40351.69,1298983.09,52236.43,3079.5
2025-01-01,Paid Search,Starter,Paid,2025,2025-Q1,2025-01,925,103667.55,26827.85,333595.4,34869.98,13398.1
2025-01-01,Paid Search,Growth,Paid,2025,2025-Q1,2025-01,495,226640.89,48707.45,907298.43,62601.68,10819.6
2025-01-01,Paid Search,Enterprise,Paid,2025,2025-Q1,2025-01,152,512123.75,75700.08,2436643.37,98349.75,5779
2025-01-01,Paid Social,Starter,Paid,2025,2025-Q1,2025-01,722,62307.38,20879.86,257541.7,27134.65,10542.4
2025-01-01,Paid Social,Growth,Paid,2025,2025-Q1,2025-01,408,137877.36,40724.65,757782.77,54227.35,8977.4
2025-01-01,Paid Social,Enterprise,Paid,2025,2025-Q1,2025-01,135,335584.57,66828.26,2142479.19,87227.02,5042.7
2025-01-01,Content / SEO,Starter,Organic,2025,2025-Q1,2025-01,1021,50201.89,29928.39,360982.49,39868.59,14601.5
2025-01-01,Content / SEO,Growth,Organic,2025,2025-Q1,2025-01,589,116197.09,57732.61,1069364,74967.89,12693.7
2025-01-01,Content / SEO,Enterprise,Organic,2025,2025-Q1,2025-01,178,272873.55,87634.44,2844953.65,109392.69,6748.4
2025-01-01,Email,Starter,Owned,2025,2025-Q1,2025-01,440,18763.12,12786.13,155889.05,16901.31,6262.1
2025-01-01,Email,Growth,Owned,2025,2025-Q1,2025-01,236,41100.54,23204.43,434894.75,29788.38,5181.4
2025-01-01,Email,Enterprise,Owned,2025,2025-Q1,2025-01,71,91527.64,35430.39,1149108.82,46241.65,2704.9
2025-01-01,Referral,Starter,Earned,2025,2025-Q1,2025-01,357,14540.49,10347.41,128348.49,13549.96,5207.6
2025-01-01,Referral,Growth,Earned,2025,2025-Q1,2025-01,196,31778.35,19594.36,369174.67,25587.73,4316.2
2025-01-01,Referral,Enterprise,Earned,2025,2025-Q1,2025-01,63,77730.2,31284.71,1007100.89,40257.6,2369.8
2025-01-01,Outbound,Starter,Sales-led,2025,2025-Q1,2025-01,242,91475.72,7005.95,85605.03,9269.95,3450.4
2025-01-01,Outbound,Growth,Sales-led,2025,2025-Q1,2025-01,132,203419.3,12921.96,241499.03,16775.87,2905
2025-01-01,Outbound,Enterprise,Sales-led,2025,2025-Q1,2025-01,38,438421.81,18878.95,611696.55,24562.38,1452.7
2025-01-01,Marketplace,Starter,Partner,2025,2025-Q1,2025-01,514,34561.27,14759.86,181411.42,18793.47,7434.7
2025-01-01,Marketplace,Growth,Partner,2025,2025-Q1,2025-01,276,71839.24,27404.55,501778.99,35806.56,6025.8
2025-01-01,Marketplace,Enterprise,Partner,2025,2025-Q1,2025-01,90,172476.56,44972.34,1435327.99,59317.71,3354.8
2025-02-01,Paid Search,Starter,Paid,2025,2025-Q1,2025-02,890,99711.14,25619.06,316180.66,33098.21,12888.4
2025-02-01,Paid Search,Growth,Paid,2025,2025-Q1,2025-02,497,220012.52,49167.52,921714.51,63835.04,10875.4
2025-02-01,Paid Search,Enterprise,Paid,2025,2025-Q1,2025-02,152,513540.68,75654.08,2457295,99215.61,5753.9
2025-02-01,Paid Social,Starter,Paid,2025,2025-Q1,2025-02,759,63017.96,22084.44,271543.87,29111.18,10847.4
2025-02-01,Paid Social,Growth,Paid,2025,2025-Q1,2025-02,419,143935.59,40985.02,767962.57,53041.38,9141.8
2025-02-01,Paid Social,Enterprise,Paid,2025,2025-Q1,2025-02,123,317567.74,60933.99,1979628.04,78734.54,4726
2025-02-01,Content / SEO,Starter,Organic,2025,2025-Q1,2025-02,1006,51133.48,28502.04,355502.47,36200.64,14645.4
2025-02-01,Content / SEO,Growth,Organic,2025,2025-Q1,2025-02,532,108307.92,52748.47,995539.61,69332.25,11886.7
2025-02-01,Content / SEO,Enterprise,Organic,2025,2025-Q1,2025-02,172,252925.27,87471.63,2786793.41,118340.21,6444
2025-02-01,Email,Starter,Owned,2025,2025-Q1,2025-02,418,18098.76,12149.91,151078.97,15617.84,6157.8
2025-02-01,Email,Growth,Owned,2025,2025-Q1,2025-02,236,39684.34,23410.4,430338.73,31530.31,5082.7
2025-02-01,Email,Enterprise,Owned,2025,2025-Q1,2025-02,74,94926.69,36743.98,1171716.47,48074.42,2778.8
2025-02-01,Referral,Starter,Earned,2025,2025-Q1,2025-02,350,14136.82,10109.86,122525.6,13229.82,4968
2025-02-01,Referral,Growth,Earned,2025,2025-Q1,2025-02,191,30967.55,18645.33,347141.98,23990.56,4164
2025-02-01,Referral,Enterprise,Earned,2025,2025-Q1,2025-02,58,70486.26,28575.76,928464.84,36308.46,2209.4
2025-02-01,Outbound,Starter,Sales-led,2025,2025-Q1,2025-02,228,87716.32,6563.94,80883.94,8483.47,3307.2
2025-02-01,Outbound,Growth,Sales-led,2025,2025-Q1,2025-02,130,198949.09,12967.26,242422.35,16819.85,2842
2025-02-01,Outbound,Enterprise,Sales-led,2025,2025-Q1,2025-02,42,480643.28,20957.7,669000.37,27647.89,1562
2025-02-01,Marketplace,Starter,Partner,2025,2025-Q1,2025-02,502,32314.68,14634.6,180151.28,19512.47,7226.1
2025-02-01,Marketplace,Growth,Partner,2025,2025-Q1,2025-02,286,75339.38,27934.76,528235.61,36043.23,6264.3
2025-02-01,Marketplace,Enterprise,Partner,2025,2025-Q1,2025-02,86,174771.09,42741.16,1407649.34,55437.53,3328.1
2025-03-01,Paid Search,Starter,Paid,2025,2025-Q1,2025-03,1068,118972.8,31083.99,378466.08,41666.91,15324.1
2025-03-01,Paid Search,Growth,Paid,2025,2025-Q1,2025-03,587,264381.05,57625.88,1077012.07,75391.91,12852.9
2025-03-01,Paid Search,Enterprise,Paid,2025,2025-Q1,2025-03,183,614815.88,91072.54,2942904.55,117199.95,6938.5
2025-03-01,Paid Social,Starter,Paid,2025,2025-Q1,2025-03,866,73857.43,24960.86,306393.82,32528.46,12527.7
2025-03-01,Paid Social,Growth,Paid,2025,2025-Q1,2025-03,485,164196.94,48004.22,895222.25,61606.14,10650.5
2025-03-01,Paid Social,Enterprise,Paid,2025,2025-Q1,2025-03,156,395465.96,77042.78,2468259.77,100511.57,5830.1
2025-03-01,Content / SEO,Starter,Organic,2025,2025-Q1,2025-03,1206,59456.63,35524.23,433765.22,47888.78,17292.2
2025-03-01,Content / SEO,Growth,Organic,2025,2025-Q1,2025-03,694,139011.89,68195.15,1275261.47,88793.95,15150.8
2025-03-01,Content / SEO,Enterprise,Organic,2025,2025-Q1,2025-03,207,317164.95,100817.95,3295415.7,127550.4,7921.1
2025-03-01,Email,Starter,Owned,2025,2025-Q1,2025-03,530,22579.73,15171.21,186942.69,19837.85,7548.1
2025-03-01,Email,Growth,Owned,2025,2025-Q1,2025-03,276,48898.62,27020.16,514919.48,34025.93,6182.1
2025-03-01,Email,Enterprise,Owned,2025,2025-Q1,2025-03,87,112858.85,43984.54,1421607.48,58964.22,3334.7
2025-03-01,Referral,Starter,Earned,2025,2025-Q1,2025-03,407,16859.95,11658.16,145156.21,14602.59,5959.9
2025-03-01,Referral,Growth,Earned,2025,2025-Q1,2025-03,228,36652.39,22737.96,421610.77,30150.34,5009.7
2025-03-01,Referral,Enterprise,Earned,2025,2025-Q1,2025-03,75,89942.59,37400.03,1187885.36,50043.78,2783.4
2025-03-01,Outbound,Starter,Sales-led,2025,2025-Q1,2025-03,282,107100.54,8205.29,100322.55,10958.52,4061
2025-03-01,Outbound,Growth,Sales-led,2025,2025-Q1,2025-03,151,228831.18,14949.28,276741.8,19753.09,3276.6
2025-03-01,Outbound,Enterprise,Sales-led,2025,2025-Q1,2025-03,47,534382.97,23389.03,753750.37,29793.42,1779.7
2025-03-01,Marketplace,Starter,Partner,2025,2025-Q1,2025-03,598,39292.02,17280.51,211827.62,22556.89,8604.9
2025-03-01,Marketplace,Growth,Partner,2025,2025-Q1,2025-03,327,85289.35,32619.65,604017.71,43424.19,7153.5
2025-03-01,Marketplace,Enterprise,Partner,2025,2025-Q1,2025-03,107,208380.71,53265.09,1711732.54,70144.21,4032.3
2025-04-01,Paid Search,Starter,Paid,2025,2025-Q2,2025-04,1124,128597.3,32323.5,396145.08,41342.12,16176.7
2025-04-01,Paid Search,Growth,Paid,2025,2025-Q2,2025-04,636,282931.22,62928.71,1170504.45,82179.05,13931.7
2025-04-01,Paid Search,Enterprise,Paid,2025,2025-Q2,2025-04,198,661994.43,98984.6,3179442.85,131642.15,7430.5
2025-04-01,Paid Social,Starter,Paid,2025,2025-Q2,2025-04,955,80381.84,27409.32,339062.61,35772.93,13816.8
2025-04-01,Paid Social,Growth,Paid,2025,2025-Q2,2025-04,518,175105.06,50958.22,948077.83,66640.72,11229.3
2025-04-01,Paid Social,Enterprise,Paid,2025,2025-Q2,2025-04,158,405101.22,79096.76,2524893.43,101228.56,5964.6
2025-04-01,Content / SEO,Starter,Organic,2025,2025-Q2,2025-04,1292,66101.88,36826.77,456328.92,47040.44,18711.8
2025-04-01,Content / SEO,Growth,Organic,2025,2025-Q2,2025-04,690,139744.58,67953.51,1270541.97,87971.48,15237.9
2025-04-01,Content / SEO,Enterprise,Organic,2025,2025-Q2,2025-04,224,330231.62,112962.55,3577808.36,150913.05,8372
2025-04-01,Email,Starter,Owned,2025,2025-Q2,2025-04,527,22859.04,15308.43,188689.1,19965.7,7700.4
2025-04-01,Email,Growth,Owned,2025,2025-Q2,2025-04,309,52042.32,30943.29,575205.18,41703.31,6698.6
2025-04-01,Email,Enterprise,Owned,2025,2025-Q2,2025-04,97,124366.86,47898.3,1550321.69,61905.53,3640.6
2025-04-01,Referral,Starter,Earned,2025,2025-Q2,2025-04,454,18114.31,13236.56,161049.05,17618.04,6473.7
2025-04-01,Referral,Growth,Earned,2025,2025-Q2,2025-04,247,40412.27,24055.09,445597.45,31306.72,5346.3
2025-04-01,Referral,Enterprise,Earned,2025,2025-Q2,2025-04,76,92648.73,37717.9,1219538.53,48535.76,2897.8
2025-04-01,Outbound,Starter,Sales-led,2025,2025-Q2,2025-04,295,113411.66,8487.2,104575.52,10940.85,4268.9
2025-04-01,Outbound,Growth,Sales-led,2025,2025-Q2,2025-04,164,252243.35,16103.22,304048.36,20737.6,3642.8
2025-04-01,Outbound,Enterprise,Sales-led,2025,2025-Q2,2025-04,50,567815.41,25074.21,800764.03,33620.42,1872
2025-04-01,Marketplace,Starter,Partner,2025,2025-Q2,2025-04,643,41828.62,18725.9,229930.49,24807.37,9258.9
2025-04-01,Marketplace,Growth,Partner,2025,2025-Q2,2025-04,362,94790.08,35478.3,662599.55,46111.65,7887.6
2025-04-01,Marketplace,Enterprise,Partner,2025,2025-Q2,2025-04,110,218688.75,54218.61,1742524.82,69207.18,4159.4
2025-05-01,Paid Search,Starter,Paid,2025,2025-Q2,2025-05,1242,138543.64,36196.03,448288.16,46933.62,17954.4
2025-05-01,Paid Search,Growth,Paid,2025,2025-Q2,2025-05,674,304512.92,66835.91,1243616.68,86792.03,14702.6
2025-05-01,Paid Search,Enterprise,Paid,2025,2025-Q2,2025-05,207,704769.99,102738.34,3324037.62,133307.87,7879.3
2025-05-01,Paid Social,Starter,Paid,2025,2025-Q2,2025-05,976,83770.02,28252.83,347366.1,36791.54,14149.9
2025-05-01,Paid Social,Growth,Paid,2025,2025-Q2,2025-05,557,187745.97,55471.72,1038983.77,72998.59,12286.2
2025-05-01,Paid Social,Enterprise,Paid,2025,2025-Q2,2025-05,179,446306.01,88774.82,2853411.72,116690.12,6703.8
2025-05-01,Content / SEO,Starter,Organic,2025,2025-Q2,2025-05,1363,67278.57,40108.78,489040.18,52938.13,19576.2
2025-05-01,Content / SEO,Growth,Organic,2025,2025-Q2,2025-05,780,153499.56,77131.74,1422802.47,102149.42,16781.2
2025-05-01,Content / SEO,Enterprise,Organic,2025,2025-Q2,2025-05,238,366903.59,115664.75,3810213.15,145636.37,9150.3
2025-05-01,Email,Starter,Owned,2025,2025-Q2,2025-05,612,25988.65,17627,215912.63,23065.88,8712.7
2025-05-01,Email,Growth,Owned,2025,2025-Q2,2025-05,322,56106.1,31205.19,584644.3,39177.43,7115.5
2025-05-01,Email,Enterprise,Owned,2025,2025-Q2,2025-05,97,125856.75,48701.03,1569791.78,63106.73,3712.7
2025-05-01,Referral,Starter,Earned,2025,2025-Q2,2025-05,477,19557.2,13686.19,168745.21,17508.36,6941.1
2025-05-01,Referral,Growth,Earned,2025,2025-Q2,2025-05,263,42934.03,26268.06,497322.54,33935.89,5840
2025-05-01,Referral,Enterprise,Earned,2025,2025-Q2,2025-05,84,101944.73,42261.68,1339061.02,55538.6,3137.9
2025-05-01,Outbound,Starter,Sales-led,2025,2025-Q2,2025-05,318,120889.03,9240.87,113816.66,12111.53,4587.5
2025-05-01,Outbound,Growth,Sales-led,2025,2025-Q2,2025-05,177,270098.9,17480.12,323859.07,23079.46,3861.3
2025-05-01,Outbound,Enterprise,Sales-led,2025,2025-Q2,2025-05,54,627654.81,26884.4,869402.53,34975.43,2062.2
2025-05-01,Marketplace,Starter,Partner,2025,2025-Q2,2025-05,687,45857.54,19839.4,246936.23,25671.24,10016.5
2025-05-01,Marketplace,Growth,Partner,2025,2025-Q2,2025-05,369,96723.13,36759.63,682313.26,47870.81,8090.7
2025-05-01,Marketplace,Enterprise,Partner,2025,2025-Q2,2025-05,118,228094.82,59514.66,1907086.06,80773.16,4429.6
2025-06-01,Paid Search,Starter,Paid,2025,2025-Q2,2025-06,1184,132714.65,33965.99,416478.4,43607.31,17035.6
2025-06-01,Paid Search,Growth,Paid,2025,2025-Q2,2025-06,649,288976.08,64191.55,1195818.94,83812.6,14225.7
2025-06-01,Paid Search,Enterprise,Paid,2025,2025-Q2,2025-06,208,697137.47,103638.69,3342306.32,136802.72,7872.4
2025-06-01,Paid Social,Starter,Paid,2025,2025-Q2,2025-06,1008,84810.6,29024.15,356381.33,38146.41,14450.9
2025-06-01,Paid Social,Growth,Paid,2025,2025-Q2,2025-06,558,191573.61,54732.43,1029824.39,71048.11,12288.1
2025-06-01,Paid Social,Enterprise,Paid,2025,2025-Q2,2025-06,168,431800.28,83773.27,2711251.48,109327.22,6392.9
2025-06-01,Content / SEO,Starter,Organic,2025,2025-Q2,2025-06,1360,69309.84,38702.63,484133.7,49546.04,19848.6
2025-06-01,Content / SEO,Growth,Organic,2025,2025-Q2,2025-06,722,146655.93,71438.22,1349991.5,93288.67,16108.3
2025-06-01,Content / SEO,Enterprise,Organic,2025,2025-Q2,2025-06,233,340854.49,118179.87,3761910.1,159061.45,8721.4
2025-06-01,Email,Starter,Owned,2025,2025-Q2,2025-06,543,23735.75,15848.44,195381.2,20543.71,7965.8
2025-06-01,Email,Growth,Owned,2025,2025-Q2,2025-06,313,52804.86,31364.89,576537.63,42588.13,6764.4
2025-06-01,Email,Enterprise,Owned,2025,2025-Q2,2025-06,101,128592.93,50062.54,1614849.22,65730.22,3771.1
2025-06-01,Referral,Starter,Earned,2025,2025-Q2,2025-06,473,18951.06,13719.14,167786.62,18341.04,6768.1
2025-06-01,Referral,Growth,Earned,2025,2025-Q2,2025-06,262,42061.97,25444,471935.89,33010.21,5667.5
2025-06-01,Referral,Enterprise,Earned,2025,2025-Q2,2025-06,79,97699.71,39111.46,1280224.4,50526.95,3030.6
2025-06-01,Outbound,Starter,Sales-led,2025,2025-Q2,2025-06,307,117866.61,8824.23,108628.6,11309.6,4437.5
2025-06-01,Outbound,Growth,Sales-led,2025,2025-Q2,2025-06,173,264408.35,17062.54,319722.87,22195.57,3796.6
2025-06-01,Outbound,Enterprise,Sales-led,2025,2025-Q2,2025-06,54,625779.77,26788.84,857346.91,34756.58,2041.9
2025-06-01,Marketplace,Starter,Partner,2025,2025-Q2,2025-06,692,45171.01,20111.8,247278.23,26452.08,9982.9
2025-06-01,Marketplace,Growth,Partner,2025,2025-Q2,2025-06,379,100082.21,37087.78,697483.78,48024.92,8309.4
2025-06-01,Marketplace,Enterprise,Partner,2025,2025-Q2,2025-06,113,226173.9,55836.71,1817264.39,71620.31,4319.2
2025-07-01,Paid Search,Starter,Paid,2025,2025-Q3,2025-07,1232,136925.49,35929.84,439009.58,48131.15,17724
2025-07-01,Paid Search,Growth,Paid,2025,2025-Q3,2025-07,671,301820.1,65522.92,1226448.33,84716.88,14685.1
2025-07-01,Paid Search,Enterprise,Paid,2025,2025-Q3,2025-07,205,696233.76,102274.97,3300907.25,131138.51,7794.4
2025-07-01,Paid Social,Starter,Paid,2025,2025-Q3,2025-07,983,83921.11,28461.36,347157.1,36826.81,14166.5
2025-07-01,Paid Social,Growth,Paid,2025,2025-Q3,2025-07,542,181753.19,53728.08,991337.77,70289.93,11847.7
2025-07-01,Paid Social,Enterprise,Paid,2025,2025-Q3,2025-07,177,442009.33,87977.56,2823627.47,115963.94,6639.7
2025-07-01,Content / SEO,Starter,Organic,2025,2025-Q3,2025-07,1373,68302.89,40122.5,488895.82,53315.48,19825.7
2025-07-01,Content / SEO,Growth,Organic,2025,2025-Q3,2025-07,791,157349.73,77922.08,1444982.15,101935.87,17083.2
2025-07-01,Content / SEO,Enterprise,Organic,2025,2025-Q3,2025-07,235,357859.14,115389.43,3731404.67,145398.03,8911.8
2025-07-01,Email,Starter,Owned,2025,2025-Q3,2025-07,609,25744.77,17564.1,214823.36,23000.79,8645.4
2025-07-01,Email,Growth,Owned,2025,2025-Q3,2025-07,321,56057.95,31503.88,595005.23,39781.19,7102.2
2025-07-01,Email,Enterprise,Owned,2025,2025-Q3,2025-07,98,128724.7,48877.96,1592154.79,63702.58,3789.2
2025-07-01,Referral,Starter,Earned,2025,2025-Q3,2025-07,470,19292.06,13537.1,167045.83,17412.33,6812.3
2025-07-01,Referral,Growth,Earned,2025,2025-Q3,2025-07,263,42728.31,26196.06,489458.18,34654.87,5812.6
2025-07-01,Referral,Enterprise,Earned,2025,2025-Q3,2025-07,81,97608.6,40683.53,1302672.66,53502,3031.2
2025-07-01,Outbound,Starter,Sales-led,2025,2025-Q3,2025-07,322,121713.66,9384.86,115476.4,12380.74,4630.6
2025-07-01,Outbound,Growth,Sales-led,2025,2025-Q3,2025-07,175,266400.02,17155.16,317656.77,22526.06,3789.2
2025-07-01,Outbound,Enterprise,Sales-led,2025,2025-Q3,2025-07,52,596377.55,25858.39,836005.1,33895.8,1982.2
2025-07-01,Marketplace,Starter,Partner,2025,2025-Q3,2025-07,682,45127.35,19459.58,238554.78,25020.72,9812.1
2025-07-01,Marketplace,Growth,Partner,2025,2025-Q3,2025-07,371,97713.58,36744.7,684615.99,48185.2,8205.3
2025-07-01,Marketplace,Enterprise,Partner,2025,2025-Q3,2025-07,118,227833.89,59052.83,1893658.91,77650.23,4427.2
2025-08-01,Paid Search,Starter,Paid,2025,2025-Q3,2025-08,1107,125130.75,31916.33,392186.66,41373.19,15984.6
2025-08-01,Paid Search,Growth,Paid,2025,2025-Q3,2025-08,627,278774.14,62079.76,1156359.09,81333.77,13726
2025-08-01,Paid Search,Enterprise,Paid,2025,2025-Q3,2025-08,198,663338.44,98598.52,3181645.28,129753.64,7443.3
2025-08-01,Paid Social,Starter,Paid,2025,2025-Q3,2025-08,952,79186.17,27541.58,338984.71,36160.63,13642
2025-08-01,Paid Social,Growth,Paid,2025,2025-Q3,2025-08,528,179133.71,51555.1,970970.37,66599.44,11516.6
2025-08-01,Paid Social,Enterprise,Paid,2025,2025-Q3,2025-08,162,423127.18,80486.37,2603812.36,104340.42,6191.8
2025-08-01,Content / SEO,Starter,Organic,2025,2025-Q3,2025-08,1290,65437.36,36740.12,454459.78,46501.36,18526.2
2025-08-01,Content / SEO,Growth,Organic,2025,2025-Q3,2025-08,677,138455.25,66244.83,1254834.65,84257.31,15101.2
2025-08-01,Content / SEO,Enterprise,Organic,2025,2025-Q3,2025-08,215,318451.28,109308.82,3478294.38,146779.19,8064.4
2025-08-01,Email,Starter,Owned,2025,2025-Q3,2025-08,516,22580.67,14788.15,184821.77,18932.85,7613.1
2025-08-01,Email,Growth,Owned,2025,2025-Q3,2025-08,293,49699.26,29259.6,541561.85,38799.35,6393.8
2025-08-01,Email,Enterprise,Owned,2025,2025-Q3,2025-08,95,121505.07,47023.58,1494956.43,61099.1,3525.3
2025-08-01,Referral,Starter,Earned,2025,2025-Q3,2025-08,435,17394.52,12702.69,154683.47,16770.58,6231.4
2025-08-01,Referral,Growth,Earned,2025,2025-Q3,2025-08,241,39387.92,23703.88,439934.5,31054.73,5234.3
2025-08-01,Referral,Enterprise,Earned,2025,2025-Q3,2025-08,76,92144.12,37859.45,1223361.34,49480.86,2880.7
2025-08-01,Outbound,Starter,Sales-led,2025,2025-Q3,2025-08,288,111734.78,8312.74,102456.49,10929.85,4174.8
2025-08-01,Outbound,Growth,Sales-led,2025,2025-Q3,2025-08,162,246406.11,15994.8,300203.55,20740.49,3566.2
2025-08-01,Outbound,Enterprise,Sales-led,2025,2025-Q3,2025-08,50,566035.26,24822.44,796934.23,32458,1869.1
2025-08-01,Marketplace,Starter,Partner,2025,2025-Q3,2025-08,640,41479.59,18873.27,231520.92,24989.22,9211.4
2025-08-01,Marketplace,Growth,Partner,2025,2025-Q3,2025-08,362,95134.11,35556.52,661241.45,45936.21,7836.4
2025-08-01,Marketplace,Enterprise,Partner,2025,2025-Q3,2025-08,108,215638.35,52729.9,1712556.05,67066.64,4101.8
2025-09-01,Paid Search,Starter,Paid,2025,2025-Q3,2025-09,1039,116015.67,30167.65,369385.65,40118.33,14894.9
2025-09-01,Paid Search,Growth,Paid,2025,2025-Q3,2025-09,567,255215.2,55927.6,1039018.15,73338.64,12415.2
2025-09-01,Paid Search,Enterprise,Paid,2025,2025-Q3,2025-09,175,585448.56,86566.78,2801785.52,111426.87,6679.3
2025-09-01,Paid Social,Starter,Paid,2025,2025-Q3,2025-09,847,72593.59,24398.26,301501.15,31461.8,12292.6
2025-09-01,Paid Social,Growth,Paid,2025,2025-Q3,2025-09,462,156890.56,46472.02,863893.1,61497.73,10175.2
2025-09-01,Paid Social,Enterprise,Paid,2025,2025-Q3,2025-09,151,376407.06,75640.35,2428227.78,98797.22,5664
2025-09-01,Content / SEO,Starter,Organic,2025,2025-Q3,2025-09,1157,57201.95,33890.23,413520.64,45034.81,16675.5
2025-09-01,Content / SEO,Growth,Organic,2025,2025-Q3,2025-09,676,132446.57,67209.5,1238555.67,90002.01,14542.3
2025-09-01,Content / SEO,Enterprise,Organic,2025,2025-Q3,2025-09,207,315828.62,101401.43,3328252.48,129572,7897.1
2025-09-01,Email,Starter,Owned,2025,2025-Q3,2025-09,521,22198.77,15160.73,184275.45,20225.72,7376.4
2025-09-01,Email,Growth,Owned,2025,2025-Q3,2025-09,281,48604.88,27145.52,509631.79,34434.39,6165.2
2025-09-01,Email,Enterprise,Owned,2025,2025-Q3,2025-09,83,107826.58,41275.95,1351499.78,52707.31,3207.3
2025-09-01,Referral,Starter,Earned,2025,2025-Q3,2025-09,402,16450.23,11570.62,142863.96,14935.99,5821
2025-09-01,Referral,Growth,Earned,2025,2025-Q3,2025-09,220,35614.24,21828.35,408521.21,28659.86,4846
2025-09-01,Referral,Enterprise,Earned,2025,2025-Q3,2025-09,71,85244.91,35623.03,1129231,47680.79,2647.4
2025-09-01,Outbound,Starter,Sales-led,2025,2025-Q3,2025-09,278,105507.65,8019.35,98031.5,10472.28,3995.1
2025-09-01,Outbound,Growth,Sales-led,2025,2025-Q3,2025-09,147,224479.42,14437.12,269514.6,18902.72,3204.7
