Cohort Month,Cohort Label,Channel,Channel Type,Month Index,Cohort Size,Customers Retained,Retention,Cohort Revenue
2024-03-01,2024-03,Content / SEO,Organic,2,1149,929,0.81,32161.52
2024-03-01,2024-03,Content / SEO,Organic,3,1149,800,0.7,28690.8
2024-03-01,2024-03,Content / SEO,Organic,4,1149,742,0.65,22469.11
2024-03-01,2024-03,Content / SEO,Organic,5,1149,700,0.61,22068.06
2024-03-01,2024-03,Content / SEO,Organic,6,1149,659,0.57,22474.62
2024-03-01,2024-03,Content / SEO,Organic,7,1149,606,0.53,21420.96
2024-03-01,2024-03,Content / SEO,Organic,8,1149,582,0.51,22073.18
2024-03-01,2024-03,Content / SEO,Organic,9,1149,565,0.49,17520.89
2024-03-01,2024-03,Content / SEO,Organic,10,1149,548,0.48,18406.63
2024-03-01,2024-03,Content / SEO,Organic,11,1149,536,0.47,18670.34
2024-03-01,2024-03,Content / SEO,Organic,12,1149,518,0.45,19378.92
2024-03-01,2024-03,Content / SEO,Organic,13,1149,510,0.44,15552.47
2024-03-01,2024-03,Content / SEO,Organic,14,1149,504,0.44,16668.97
2024-03-01,2024-03,Content / SEO,Organic,15,1149,498,0.43,17090.04
2024-03-01,2024-03,Content / SEO,Organic,16,1149,490,0.43,18078.87
2024-03-01,2024-03,Content / SEO,Organic,17,1149,487,0.42,14600.09
2024-03-01,2024-03,Content / SEO,Organic,18,1149,484,0.42,15758.05
2024-03-01,2024-03,Content / SEO,Organic,19,1149,482,0.42,16292.54
2024-03-01,2024-03,Content / SEO,Organic,20,1149,479,0.42,17426.15
2024-03-01,2024-03,Content / SEO,Organic,21,1149,478,0.42,17984.4
2024-03-01,2024-03,Email,Owned,0,576,576,1.0,24416.59
2024-03-01,2024-03,Email,Owned,1,576,523,0.91,18127.31
2024-03-01,2024-03,Email,Owned,2,576,484,0.84,18170.28
2024-03-01,2024-03,Email,Owned,3,576,455,0.79,17714.17
2024-03-01,2024-03,Email,Owned,4,576,402,0.7,16809.18
2024-03-01,2024-03,Email,Owned,5,576,384,0.67,13088.35
2024-03-01,2024-03,Email,Owned,6,576,366,0.64,13529.51
2024-03-01,2024-03,Email,Owned,7,576,353,0.61,13539.75
2024-03-01,2024-03,Email,Owned,8,576,328,0.57,13526.02
2024-03-01,2024-03,Email,Owned,9,576,320,0.56,10722.63
2024-03-01,2024-03,Email,Owned,10,576,312,0.54,11353.64
2024-03-01,2024-03,Email,Owned,11,576,306,0.53,11560.74
2024-03-01,2024-03,Email,Owned,12,576,294,0.51,11954.59
2024-03-01,2024-03,Email,Owned,13,576,291,0.51,12237.19
2024-03-01,2024-03,Email,Owned,14,576,287,0.5,10278.57
2024-03-01,2024-03,Email,Owned,15,576,284,0.49,10565.99
2024-03-01,2024-03,Email,Owned,16,576,281,0.49,11264.12
2024-03-01,2024-03,Email,Owned,17,576,277,0.48,11488.9
2024-03-01,2024-03,Email,Owned,18,576,275,0.48,9690.4
2024-03-01,2024-03,Email,Owned,19,576,274,0.48,10036.12
2024-03-01,2024-03,Email,Owned,20,576,271,0.47,10707.16
2024-03-01,2024-03,Email,Owned,21,576,270,0.47,11043.04
2024-03-01,2024-03,Referral,Earned,0,481,481,1.0,21131.36
2024-03-01,2024-03,Referral,Earned,1,481,444,0.92,16444.48
2024-03-01,2024-03,Referral,Earned,2,481,419,0.87,16162.43
2024-03-01,2024-03,Referral,Earned,3,481,401,0.83,16745.27
2024-03-01,2024-03,Referral,Earned,4,481,362,0.75,15672.96
2024-03-01,2024-03,Referral,Earned,5,481,351,0.73,16314.64
2024-03-01,2024-03,Referral,Earned,6,481,338,0.7,13379.88
2024-03-01,2024-03,Referral,Earned,7,481,329,0.68,13529.18
2024-03-01,2024-03,Referral,Earned,8,481,319,0.66,14133.97
2024-03-01,2024-03,Referral,Earned,9,481,303,0.63,13890.67
2024-03-01,2024-03,Referral,Earned,10,481,296,0.62,11528.84
2024-03-01,2024-03,Referral,Earned,11,481,291,0.6,11781.27
2024-03-01,2024-03,Referral,Earned,12,481,286,0.59,12489.75
2024-03-01,2024-03,Referral,Earned,13,481,278,0.58,12567.59
2024-03-01,2024-03,Referral,Earned,14,481,274,0.57,10497.52
2024-03-01,2024-03,Referral,Earned,15,481,272,0.57,10838.88
2024-03-01,2024-03,Referral,Earned,16,481,269,0.56,11576.09
2024-03-01,2024-03,Referral,Earned,17,481,264,0.55,11766.61
2024-03-01,2024-03,Referral,Earned,18,481,263,0.55,9908.65
2024-03-01,2024-03,Referral,Earned,19,481,261,0.54,10234.38
2024-03-01,2024-03,Referral,Earned,20,481,260,0.54,11023.26
2024-03-01,2024-03,Referral,Earned,21,481,258,0.54,11334.93
2024-03-01,2024-03,Outbound,Sales-led,0,229,229,1.0,22329.75
2024-03-01,2024-03,Outbound,Sales-led,1,229,193,0.84,20224.42
2024-03-01,2024-03,Outbound,Sales-led,2,229,172,0.75,14665.1
2024-03-01,2024-03,Outbound,Sales-led,3,229,157,0.69,14529.12
2024-03-01,2024-03,Outbound,Sales-led,4,229,142,0.62,13639.75
2024-03-01,2024-03,Outbound,Sales-led,5,229,126,0.55,13020.15
2024-03-01,2024-03,Outbound,Sales-led,6,229,118,0.52,12607.95
2024-03-01,2024-03,Outbound,Sales-led,7,229,112,0.49,10201.74
2024-03-01,2024-03,Outbound,Sales-led,8,229,107,0.47,10122.14
2024-03-01,2024-03,Outbound,Sales-led,9,229,101,0.44,10289.81
2024-03-01,2024-03,Outbound,Sales-led,10,229,98,0.43,10328.4
2024-03-01,2024-03,Outbound,Sales-led,11,229,96,0.42,8604.65
2024-03-01,2024-03,Outbound,Sales-led,12,229,94,0.41,9109.7
2024-03-01,2024-03,Outbound,Sales-led,13,229,92,0.4,9239.02
2024-03-01,2024-03,Outbound,Sales-led,14,229,91,0.4,7704.43
2024-03-01,2024-03,Outbound,Sales-led,15,229,90,0.39,7935.89
2024-03-01,2024-03,Outbound,Sales-led,16,229,90,0.39,8591.08
2024-03-01,2024-03,Outbound,Sales-led,17,229,89,0.39,8808.24
2024-03-01,2024-03,Outbound,Sales-led,18,229,89,0.39,9456.15
2024-03-01,2024-03,Outbound,Sales-led,19,229,88,0.38,7631.48
2024-03-01,2024-03,Outbound,Sales-led,20,229,88,0.38,8272.11
2024-03-01,2024-03,Outbound,Sales-led,21,229,88,0.38,8581.21
2024-03-01,2024-03,Marketplace,Partner,0,577,577,1.0,14215.13
2024-03-01,2024-03,Marketplace,Partner,1,577,478,0.83,12682.34
2024-03-01,2024-03,Marketplace,Partner,2,577,362,0.63,9935.74
2024-03-01,2024-03,Marketplace,Partner,3,577,306,0.53,7142.84
2024-03-01,2024-03,Marketplace,Partner,4,577,268,0.46,6500.96
2024-03-01,2024-03,Marketplace,Partner,5,577,228,0.4,5962.92
2024-03-01,2024-03,Marketplace,Partner,6,577,208,0.36,5630.11
2024-03-01,2024-03,Marketplace,Partner,7,577,195,0.34,4477.91
2024-03-01,2024-03,Marketplace,Partner,8,577,184,0.32,4393.62
2024-03-01,2024-03,Marketplace,Partner,9,577,174,0.3,4484.71
2024-03-01,2024-03,Marketplace,Partner,10,577,169,0.29,4510.42
2024-03-01,2024-03,Marketplace,Partner,11,577,166,0.29,3749.06
2024-03-01,2024-03,Marketplace,Partner,12,577,163,0.28,3830.4
2024-03-01,2024-03,Marketplace,Partner,13,577,161,0.28,4088.63
2024-03-01,2024-03,Marketplace,Partner,14,577,159,0.28,4183.28
2024-03-01,2024-03,Marketplace,Partner,15,577,158,0.27,3508.51
2024-03-01,2024-03,Marketplace,Partner,16,577,158,0.27,3653.03
2024-03-01,2024-03,Marketplace,Partner,17,577,157,0.27,3927.55
2024-03-01,2024-03,Marketplace,Partner,18,577,157,0.27,4071.16
2024-03-01,2024-03,Marketplace,Partner,19,577,156,0.27,4340.98
2024-03-01,2024-03,Marketplace,Partner,20,577,156,0.27,3700.73
2024-03-01,2024-03,Marketplace,Partner,21,577,156,0.27,3843.42
2024-04-01,2024-04,Paid Search,Paid,0,1251,1251,1.0,39305.29
2024-04-01,2024-04,Paid Search,Paid,1,1251,990,0.79,32227.79
2024-04-01,2024-04,Paid Search,Paid,2,1251,848,0.68,23289.59
2024-04-01,2024-04,Paid Search,Paid,3,1251,750,0.6,21448.78
2024-04-01,2024-04,Paid Search,Paid,4,1251,665,0.53,20581.21
2024-04-01,2024-04,Paid Search,Paid,5,1251,576,0.46,18480.05
2024-04-01,2024-04,Paid Search,Paid,6,1251,534,0.43,18387.88
2024-04-01,2024-04,Paid Search,Paid,7,1251,504,0.4,14176.74
2024-04-01,2024-04,Paid Search,Paid,8,1251,479,0.38,14599.57
2024-04-01,2024-04,Paid Search,Paid,9,1251,462,0.37,14605.44
2024-04-01,2024-04,Paid Search,Paid,10,1251,440,0.35,14944.3
2024-04-01,2024-04,Paid Search,Paid,11,1251,431,0.34,11920.83
2024-04-01,2024-04,Paid Search,Paid,12,1251,424,0.34,12723.97
2024-04-01,2024-04,Paid Search,Paid,13,1251,419,0.33,13049.17
2024-04-01,2024-04,Paid Search,Paid,14,1251,412,0.33,13799.7
2024-04-01,2024-04,Paid Search,Paid,15,1251,410,0.33,14197.74
2024-04-01,2024-04,Paid Search,Paid,16,1251,407,0.33,12022.56
2024-04-01,2024-04,Paid Search,Paid,17,1251,406,0.32,12453.51
2024-04-01,2024-04,Paid Search,Paid,18,1251,404,0.32,13341.9
2024-04-01,2024-04,Paid Search,Paid,19,1251,403,0.32,13765.97
2024-04-01,2024-04,Paid Search,Paid,20,1251,402,0.32,11685.96
2024-04-01,2024-04,Paid Social,Paid,0,783,783,1.0,19957.07
2024-04-01,2024-04,Paid Social,Paid,1,783,625,0.8,17209.65
2024-04-01,2024-04,Paid Social,Paid,2,783,449,0.57,12806.97
2024-04-01,2024-04,Paid Social,Paid,3,783,376,0.48,9058.14
2024-04-01,2024-04,Paid Social,Paid,4,783,320,0.41,8364.25
2024-04-01,2024-04,Paid Social,Paid,5,783,283,0.36,7676.7
2024-04-01,2024-04,Paid Social,Paid,6,783,244,0.31,7118.37
2024-04-01,2024-04,Paid Social,Paid,7,783,229,0.29,6906.99
2024-04-01,2024-04,Paid Social,Paid,8,783,217,0.28,5583.2
2024-04-01,2024-04,Paid Social,Paid,9,783,208,0.27,5557.11
2024-04-01,2024-04,Paid Social,Paid,10,783,202,0.26,5810.4
2024-04-01,2024-04,Paid Social,Paid,11,783,197,0.25,5861.19
2024-04-01,2024-04,Paid Social,Paid,12,783,194,0.25,4912.03
2024-04-01,2024-04,Paid Social,Paid,13,783,192,0.25,5051.06
2024-04-01,2024-04,Paid Social,Paid,14,783,191,0.24,5415.82
2024-04-01,2024-04,Paid Social,Paid,15,783,190,0.24,5575.16
2024-04-01,2024-04,Paid Social,Paid,16,783,189,0.24,4708.08
2024-04-01,2024-04,Paid Social,Paid,17,783,189,0.24,4894.79
2024-04-01,2024-04,Paid Social,Paid,18,783,189,0.24,5281.76
2024-04-01,2024-04,Paid Social,Paid,19,783,188,0.24,5439.53
2024-04-01,2024-04,Paid Social,Paid,20,783,188,0.24,4606.22
2024-04-01,2024-04,Content / SEO,Organic,0,1235,1235,1.0,38367.2
2024-04-01,2024-04,Content / SEO,Organic,1,1235,1123,0.91,37783.2
2024-04-01,2024-04,Content / SEO,Organic,2,1235,1013,0.82,35342.42
2024-04-01,2024-04,Content / SEO,Organic,3,1235,872,0.71,32671.38
2024-04-01,2024-04,Content / SEO,Organic,4,1235,807,0.65,24654.8
2024-04-01,2024-04,Content / SEO,Organic,5,1235,760,0.62,25178.41
2024-04-01,2024-04,Content / SEO,Organic,6,1235,714,0.58,24542.67
2024-04-01,2024-04,Content / SEO,Organic,7,1235,656,0.53,24240.38
2024-04-01,2024-04,Content / SEO,Organic,8,1235,630,0.51,18922.55
2024-04-01,2024-04,Content / SEO,Organic,9,1235,610,0.49,19894.6
2024-04-01,2024-04,Content / SEO,Organic,10,1235,592,0.48,20043.99
2024-04-01,2024-04,Content / SEO,Organic,11,1235,568,0.46,20695.88
2024-04-01,2024-04,Content / SEO,Organic,12,1235,557,0.45,17186.08
2024-04-01,2024-04,Content / SEO,Organic,13,1235,549,0.44,17622.2
2024-04-01,2024-04,Content / SEO,Organic,14,1235,541,0.44,18760.28
2024-04-01,2024-04,Content / SEO,Organic,15,1235,532,0.43,19109.99
2024-04-01,2024-04,Content / SEO,Organic,16,1235,527,0.43,15988.83
2024-04-01,2024-04,Content / SEO,Organic,17,1235,524,0.42,16549.67
2024-04-01,2024-04,Content / SEO,Organic,18,1235,521,0.42,17798.22
2024-04-01,2024-04,Content / SEO,Organic,19,1235,517,0.42,18304.72
2024-04-01,2024-04,Content / SEO,Organic,20,1235,515,0.42,19561.74
2024-04-01,2024-04,Email,Owned,0,578,578,1.0,19404.02
2024-04-01,2024-04,Email,Owned,1,578,526,0.91,19174.07
2024-04-01,2024-04,Email,Owned,2,578,492,0.85,18618.73
2024-04-01,2024-04,Email,Owned,3,578,433,0.75,17633.75
2024-04-01,2024-04,Email,Owned,4,578,408,0.71,17182.9
2024-04-01,2024-04,Email,Owned,5,578,390,0.67,13991.87
2024-04-01,2024-04,Email,Owned,6,578,371,0.64,13826.03
2024-04-01,2024-04,Email,Owned,7,578,343,0.59,13770.96
2024-04-01,2024-04,Email,Owned,8,578,332,0.57,13790.92
2024-04-01,2024-04,Email,Owned,9,578,323,0.56,11402.08
2024-04-01,2024-04,Email,Owned,10,578,314,0.54,11520.95
2024-04-01,2024-04,Email,Owned,11,578,302,0.52,11950.91
2024-04-01,2024-04,Email,Owned,12,578,296,0.51,12125.02
2024-04-01,2024-04,Email,Owned,13,578,292,0.51,10139.57
2024-04-01,2024-04,Email,Owned,14,578,288,0.5,10401.09
2024-04-01,2024-04,Email,Owned,15,578,285,0.49,11114.01
2024-04-01,2024-04,Email,Owned,16,578,280,0.48,11308.33
2024-04-01,2024-04,Email,Owned,17,578,278,0.48,9493.29
2024-04-01,2024-04,Email,Owned,18,578,276,0.48,10220.33
2024-04-01,2024-04,Email,Owned,19,578,275,0.48,10565.64
2024-04-01,2024-04,Email,Owned,20,578,272,0.47,11234.19
2024-04-01,2024-04,Referral,Earned,0,512,512,1.0,23507.54
2024-04-01,2024-04,Referral,Earned,1,512,473,0.92,18455.58
2024-04-01,2024-04,Referral,Earned,2,512,452,0.88,18330.78
2024-04-01,2024-04,Referral,Earned,3,512,428,0.84,18720.64
2024-04-01,2024-04,Referral,Earned,4,512,390,0.76,17657.84
2024-04-01,2024-04,Referral,Earned,5,512,374,0.73,14354.67
2024-04-01,2024-04,Referral,Earned,6,512,363,0.71,14490.3
2024-04-01,2024-04,Referral,Earned,7,512,351,0.69,15129.21
2024-04-01,2024-04,Referral,Earned,8,512,331,0.65,14775.79
2024-04-01,2024-04,Referral,Earned,9,512,323,0.63,12191.58
2024-04-01,2024-04,Referral,Earned,10,512,317,0.62,12452.24
2024-04-01,2024-04,Referral,Earned,11,512,311,0.61,13207.08
2024-04-01,2024-04,Referral,Earned,12,512,300,0.59,13200.96
2024-04-01,2024-04,Referral,Earned,13,512,296,0.58,10984.02
2024-04-01,2024-04,Referral,Earned,14,512,293,0.57,11322.95
2024-04-01,2024-04,Referral,Earned,15,512,290,0.57,12130.66
2024-04-01,2024-04,Referral,Earned,16,512,284,0.55,12316.1
2024-04-01,2024-04,Referral,Earned,17,512,282,0.55,13127.53
2024-04-01,2024-04,Referral,Earned,18,512,280,0.55,10642.3
2024-04-01,2024-04,Referral,Earned,19,512,279,0.54,11492.9
2024-04-01,2024-04,Referral,Earned,20,512,277,0.54,11836.18
2024-04-01,2024-04,Outbound,Sales-led,0,229,229,1.0,23366.67
2024-04-01,2024-04,Outbound,Sales-led,1,229,194,0.85,16737.9
2024-04-01,2024-04,Outbound,Sales-led,2,229,175,0.76,15713.3
2024-04-01,2024-04,Outbound,Sales-led,3,229,157,0.69,15240.02
2024-04-01,2024-04,Outbound,Sales-led,4,229,136,0.59,13679.24
2024-04-01,2024-04,Outbound,Sales-led,5,229,126,0.55,10687.65
2024-04-01,2024-04,Outbound,Sales-led,6,229,119,0.52,10511.87
2024-04-01,2024-04,Outbound,Sales-led,7,229,113,0.49,10804.5
2024-04-01,2024-04,Outbound,Sales-led,8,229,105,0.46,10408.38
2024-04-01,2024-04,Outbound,Sales-led,9,229,101,0.44,10747.15
2024-04-01,2024-04,Outbound,Sales-led,10,229,99,0.43,8601.1
2024-04-01,2024-04,Outbound,Sales-led,11,229,96,0.42,9039.34
2024-04-01,2024-04,Outbound,Sales-led,12,229,95,0.41,9278.86
2024-04-01,2024-04,Outbound,Sales-led,13,229,92,0.4,9655.6
2024-04-01,2024-04,Outbound,Sales-led,14,229,91,0.4,7773.64
2024-04-01,2024-04,Outbound,Sales-led,15,229,90,0.39,8343.41
2024-04-01,2024-04,Outbound,Sales-led,16,229,90,0.39,8659.53
2024-04-01,2024-04,Outbound,Sales-led,17,229,89,0.39,9211.23
2024-04-01,2024-04,Outbound,Sales-led,18,229,89,0.39,9523.84
2024-04-01,2024-04,Outbound,Sales-led,19,229,88,0.38,8029.95
2024-04-01,2024-04,Outbound,Sales-led,20,229,88,0.38,8339.04
2024-04-01,2024-04,Marketplace,Partner,0,622,622,1.0,16057.22
2024-04-01,2024-04,Marketplace,Partner,1,622,474,0.76,12670.1
2024-04-01,2024-04,Marketplace,Partner,2,622,398,0.64,9005.14
2024-04-01,2024-04,Marketplace,Partner,3,622,335,0.54,8214.8
2024-04-01,2024-04,Marketplace,Partner,4,622,293,0.47,7452.89
2024-04-01,2024-04,Marketplace,Partner,5,622,246,0.4,6723.75
2024-04-01,2024-04,Marketplace,Partner,6,622,226,0.36,5027.83
2024-04-01,2024-04,Marketplace,Partner,7,622,210,0.34,5070.0
2024-04-01,2024-04,Marketplace,Partner,8,622,200,0.32,5011.51
2024-04-01,2024-04,Marketplace,Partner,9,622,188,0.3,5067.23
2024-04-01,2024-04,Marketplace,Partner,10,622,183,0.29,5099.85
2024-04-01,2024-04,Marketplace,Partner,11,622,179,0.29,4253.73
2024-04-01,2024-04,Marketplace,Partner,12,622,176,0.28,4343.43
2024-04-01,2024-04,Marketplace,Partner,13,622,174,0.28,4623.95
2024-04-01,2024-04,Marketplace,Partner,14,622,172,0.28,4728.13
2024-04-01,2024-04,Marketplace,Partner,15,622,171,0.27,3998.82
2024-04-01,2024-04,Marketplace,Partner,16,622,170,0.27,4130.94
2024-04-01,2024-04,Marketplace,Partner,17,622,169,0.27,4427.03
2024-04-01,2024-04,Marketplace,Partner,18,622,169,0.27,4581.61
2024-04-01,2024-04,Marketplace,Partner,19,622,169,0.27,3888.01
2024-04-01,2024-04,Marketplace,Partner,20,622,168,0.27,4018.67
2024-05-01,2024-05,Paid Search,Paid,0,897,897,1.0,28403.23
2024-05-01,2024-05,Paid Search,Paid,1,897,724,0.81,24627.23
2024-05-01,2024-05,Paid Search,Paid,2,897,619,0.69,17152.33
2024-05-01,2024-05,Paid Search,Paid,3,897,545,0.61,16383.0
2024-05-01,2024-05,Paid Search,Paid,4,897,483,0.54,15067.08
2024-05-01,2024-05,Paid Search,Paid,5,897,417,0.46,13988.51
2024-05-01,2024-05,Paid Search,Paid,6,897,386,0.43,13386.41
2024-05-01,2024-05,Paid Search,Paid,7,897,364,0.41,10770.99
2024-05-01,2024-05,Paid Search,Paid,8,897,345,0.38,10600.08
2024-05-01,2024-05,Paid Search,Paid,9,897,326,0.36,10782.67
2024-05-01,2024-05,Paid Search,Paid,10,897,317,0.35,10844.54
2024-05-01,2024-05,Paid Search,Paid,11,897,310,0.35,9027.43
2024-05-01,2024-05,Paid Search,Paid,12,897,304,0.34,9197.51
2024-05-01,2024-05,Paid Search,Paid,13,897,299,0.33,9749.13
2024-05-01,2024-05,Paid Search,Paid,14,897,296,0.33,9987.04
2024-05-01,2024-05,Paid Search,Paid,15,897,294,0.33,8423.34
2024-05-01,2024-05,Paid Search,Paid,16,897,292,0.33,9052.48
2024-05-01,2024-05,Paid Search,Paid,17,897,290,0.32,9319.4
2024-05-01,2024-05,Paid Search,Paid,18,897,290,0.32,10001.14
2024-05-01,2024-05,Paid Search,Paid,19,897,289,0.32,8144.28
2024-05-01,2024-05,Paid Social,Paid,0,845,845,1.0,22613.44
2024-05-01,2024-05,Paid Social,Paid,1,845,607,0.72,17487.04
2024-05-01,2024-05,Paid Social,Paid,2,845,494,0.58,14719.64
2024-05-01,2024-05,Paid Social,Paid,3,845,407,0.48,10323.28
2024-05-01,2024-05,Paid Social,Paid,4,845,350,0.41,9223.27
2024-05-01,2024-05,Paid Social,Paid,5,845,306,0.36,8690.3
2024-05-01,2024-05,Paid Social,Paid,6,845,266,0.31,7817.09
2024-05-01,2024-05,Paid Social,Paid,7,845,247,0.29,6163.9
2024-05-01,2024-05,Paid Social,Paid,8,845,235,0.28,6096.59
2024-05-01,2024-05,Paid Social,Paid,9,845,222,0.26,6213.87
2024-05-01,2024-05,Paid Social,Paid,10,845,216,0.26,6259.31
2024-05-01,2024-05,Paid Social,Paid,11,845,213,0.25,5228.25
2024-05-01,2024-05,Paid Social,Paid,12,845,210,0.25,5362.06
2024-05-01,2024-05,Paid Social,Paid,13,845,208,0.25,5736.87
2024-05-01,2024-05,Paid Social,Paid,14,845,206,0.24,5885.21
2024-05-01,2024-05,Paid Social,Paid,15,845,205,0.24,4947.98
2024-05-01,2024-05,Paid Social,Paid,16,845,204,0.24,5125.37
2024-05-01,2024-05,Paid Social,Paid,17,845,204,0.24,5543.06
2024-05-01,2024-05,Paid Social,Paid,18,845,203,0.24,5716.42
2024-05-01,2024-05,Paid Social,Paid,19,845,203,0.24,6132.06
2024-05-01,2024-05,Content / SEO,Organic,0,1323,1323,1.0,43222.74
2024-05-01,2024-05,Content / SEO,Organic,1,1323,1206,0.91,42509.77
2024-05-01,2024-05,Content / SEO,Organic,2,1323,1020,0.77,37222.4
2024-05-01,2024-05,Content / SEO,Organic,3,1323,936,0.71,28932.57
2024-05-01,2024-05,Content / SEO,Organic,4,1323,874,0.66,28103.35
2024-05-01,2024-05,Content / SEO,Organic,5,1323,815,0.62,28307.54
2024-05-01,2024-05,Content / SEO,Organic,6,1323,739,0.56,26587.13
2024-05-01,2024-05,Content / SEO,Organic,7,1323,704,0.53,21398.42
2024-05-01,2024-05,Content / SEO,Organic,8,1323,679,0.51,21483.2
2024-05-01,2024-05,Content / SEO,Organic,9,1323,654,0.49,22378.43
2024-05-01,2024-05,Content / SEO,Organic,10,1323,623,0.47,22092.69
2024-05-01,2024-05,Content / SEO,Organic,11,1323,609,0.46,23166.42
2024-05-01,2024-05,Content / SEO,Organic,12,1323,598,0.45,18612.21
2024-05-01,2024-05,Content / SEO,Organic,13,1323,588,0.44,19817.01
2024-05-01,2024-05,Content / SEO,Organic,14,1323,575,0.43,20094.18
2024-05-01,2024-05,Content / SEO,Organic,15,1323,570,0.43,21389.09
2024-05-01,2024-05,Content / SEO,Organic,16,1323,565,0.43,17293.92
2024-05-01,2024-05,Content / SEO,Organic,17,1323,562,0.42,18651.1
2024-05-01,2024-05,Content / SEO,Organic,18,1323,558,0.42,19212.5
2024-05-01,2024-05,Content / SEO,Organic,19,1323,554,0.42,20503.17
2024-05-01,2024-05,Email,Owned,0,618,618,1.0,21854.53
2024-05-01,2024-05,Email,Owned,1,618,571,0.92,21837.87
2024-05-01,2024-05,Email,Owned,2,618,497,0.8,19698.75
2024-05-01,2024-05,Email,Owned,3,618,464,0.75,19727.87
2024-05-01,2024-05,Email,Owned,4,618,441,0.71,15341.2
2024-05-01,2024-05,Email,Owned,5,618,417,0.67,15707.95
2024-05-01,2024-05,Email,Owned,6,618,383,0.62,14959.71
2024-05-01,2024-05,Email,Owned,7,618,368,0.6,15434.26
2024-05-01,2024-05,Email,Owned,8,618,357,0.58,12213.43
2024-05-01,2024-05,Email,Owned,9,618,346,0.56,12834.15
2024-05-01,2024-05,Email,Owned,10,618,338,0.55,13007.34
2024-05-01,2024-05,Email,Owned,11,618,323,0.52,13360.87
2024-05-01,2024-05,Email,Owned,12,618,318,0.51,10696.01
2024-05-01,2024-05,Email,Owned,13,618,313,0.51,11429.79
2024-05-01,2024-05,Email,Owned,14,618,309,0.5,11713.34
2024-05-01,2024-05,Email,Owned,15,618,302,0.49,12318.25
2024-05-01,2024-05,Email,Owned,16,618,300,0.49,12653.77
2024-05-01,2024-05,Email,Owned,17,618,297,0.48,10674.44
2024-05-01,2024-05,Email,Owned,18,618,296,0.48,11050.04
2024-05-01,2024-05,Email,Owned,19,618,294,0.48,11822.59
2024-05-01,2024-05,Referral,Earned,0,364,364,1.0,13764.36
2024-05-01,2024-05,Referral,Earned,1,364,341,0.94,13418.65
2024-05-01,2024-05,Referral,Earned,2,364,325,0.89,13824.15
2024-05-01,2024-05,Referral,Earned,3,364,290,0.8,12781.04
2024-05-01,2024-05,Referral,Earned,4,364,280,0.77,10409.71
2024-05-01,2024-05,Referral,Earned,5,364,269,0.74,10414.13
2024-05-01,2024-05,Referral,Earned,6,364,260,0.71,10893.79
2024-05-01,2024-05,Referral,Earned,7,364,242,0.66,10511.49
2024-05-01,2024-05,Referral,Earned,8,364,237,0.65,11049.15
2024-05-01,2024-05,Referral,Earned,9,364,231,0.63,9176.67
2024-05-01,2024-05,Referral,Earned,10,364,226,0.62,9325.34
2024-05-01,2024-05,Referral,Earned,11,364,222,0.61,9867.35
2024-05-01,2024-05,Referral,Earned,12,364,214,0.59,9840.62
2024-05-01,2024-05,Referral,Earned,13,364,211,0.58,8247.82
2024-05-01,2024-05,Referral,Earned,14,364,209,0.57,8490.81
2024-05-01,2024-05,Referral,Earned,15,364,206,0.57,9025.04
2024-05-01,2024-05,Referral,Earned,16,364,202,0.55,9160.21
2024-05-01,2024-05,Referral,Earned,17,364,201,0.55,7728.96
2024-05-01,2024-05,Referral,Earned,18,364,199,0.55,7957.86
2024-05-01,2024-05,Referral,Earned,19,364,198,0.54,8548.5
2024-05-01,2024-05,Outbound,Sales-led,0,248,248,1.0,26428.35
2024-05-01,2024-05,Outbound,Sales-led,1,248,214,0.86,18626.21
2024-05-01,2024-05,Outbound,Sales-led,2,248,192,0.77,18109.12
2024-05-01,2024-05,Outbound,Sales-led,3,248,172,0.69,16826.89
2024-05-01,2024-05,Outbound,Sales-led,4,248,149,0.6,15661.5
2024-05-01,2024-05,Outbound,Sales-led,5,248,138,0.56,11810.48
2024-05-01,2024-05,Outbound,Sales-led,6,248,130,0.52,12072.2
2024-05-01,2024-05,Outbound,Sales-led,7,248,123,0.5,11854.19
2024-05-01,2024-05,Outbound,Sales-led,8,248,114,0.46,11816.73
2024-05-01,2024-05,Outbound,Sales-led,9,248,110,0.44,11788.47
2024-05-01,2024-05,Outbound,Sales-led,10,248,107,0.43,9780.65
2024-05-01,2024-05,Outbound,Sales-led,11,248,105,0.42,9966.64
2024-05-01,2024-05,Outbound,Sales-led,12,248,101,0.41,10322.23
2024-05-01,2024-05,Outbound,Sales-led,13,248,100,0.4,10571.27
2024-05-01,2024-05,Outbound,Sales-led,14,248,99,0.4,8905.32
2024-05-01,2024-05,Outbound,Sales-led,15,248,98,0.4,9528.8
2024-05-01,2024-05,Outbound,Sales-led,16,248,97,0.39,9772.27
2024-05-01,2024-05,Outbound,Sales-led,17,248,96,0.39,8158.56
2024-05-01,2024-05,Outbound,Sales-led,18,248,96,0.39,8495.76
2024-05-01,2024-05,Outbound,Sales-led,19,248,96,0.39,9194.63
2024-05-01,2024-05,Marketplace,Partner,0,667,667,1.0,18005.42
2024-05-01,2024-05,Marketplace,Partner,1,667,519,0.78,14484.95
2024-05-01,2024-05,Marketplace,Partner,2,667,428,0.64,10188.61
2024-05-01,2024-05,Marketplace,Partner,3,667,365,0.55,9022.75
