Week,Platform,Post Type,Platform Group,Format Group,Year,Quarter,Month,Posts,Impressions,Reach,Engagements,Likes,Comments,Shares,Saves,Link Clicks,Followers Gained,Followers Lost,Video Views,Mentions,Sentiment Pool
2024-04-29,X (Twitter),Image,Conversation,Static,2024,2024-Q2,2024-04,10,86810,59330,1102,751,89,101,82,379,134,42,0,100,56.93
2024-04-29,X (Twitter),Short Video,Conversation,Video,2024,2024-Q2,2024-04,15,282586,179717,5355,3699,444,484,429,1204,377,136,152883,247,131.81
2024-04-29,X (Twitter),Text,Conversation,Static,2024,2024-Q2,2024-04,8,36727,24493,343,236,31,30,25,196,51,17,0,100,50.21
2024-04-29,YouTube,Short Video,Video,Video,2024,2024-Q2,2024-04,7,259180,165215,9497,6338,800,928,617,1474,397,120,162148,67,42.47
2024-04-29,Facebook,Image,Community,Static,2024,2024-Q2,2024-04,11,82415,49400,563,387,43,50,45,291,97,32,0,133,91.79
2024-04-29,Facebook,Carousel,Community,Static,2024,2024-Q2,2024-04,5,52007,33089,565,388,46,51,42,214,69,27,0,84,42.87
2024-04-29,Facebook,Short Video,Community,Video,2024,2024-Q2,2024-04,10,132368,91107,1676,1156,156,142,130,751,173,58,80557,116,52.96
2024-04-29,Facebook,Long Video,Community,Video,2024,2024-Q2,2024-04,1,8316,4526,54,37,4,5,4,18,11,3,3779,10,6.52
2024-04-29,Facebook,Story,Community,Ephemeral,2024,2024-Q2,2024-04,14,79803,49473,685,481,57,66,59,330,112,43,0,213,121.81
2024-04-29,Facebook,Text,Community,Static,2024,2024-Q2,2024-04,6,22376,14768,145,97,13,15,11,115,35,11,0,59,36.62
2024-04-29,LinkedIn,Long Video,Professional,Video,2024,2024-Q2,2024-04,1,12466,7408,213,151,16,24,17,41,22,8,6372,14,10.67
2024-05-06,Instagram,Image,Visual,Static,2024,2024-Q2,2024-05,12,233326,152529,6814,4891,584,640,643,1111,339,137,0,189,90.11
2024-05-06,Instagram,Carousel,Visual,Static,2024,2024-Q2,2024-05,8,176524,131337,7879,5511,836,624,662,1280,243,86,0,96,36.9
2024-05-06,Instagram,Short Video,Visual,Video,2024,2024-Q2,2024-05,21,611799,433442,33898,22655,3257,3265,2441,3833,1011,328,347049,237,139.95
2024-05-06,Instagram,Story,Visual,Ephemeral,2024,2024-Q2,2024-05,17,197951,144713,6478,4471,667,480,508,1355,244,77,0,215,99.54
2024-05-06,LinkedIn,Image,Professional,Static,2024,2024-Q2,2024-05,7,76608,47390,1255,856,103,128,90,301,122,41,0,74,51.29
2024-05-06,LinkedIn,Carousel,Professional,Static,2024,2024-Q2,2024-05,5,76419,47523,1813,1288,146,161,167,296,94,38,0,79,38.77
2024-05-06,LinkedIn,Short Video,Professional,Video,2024,2024-Q2,2024-05,10,196887,135583,5408,3695,512,436,406,1112,244,89,116734,169,73.69
2024-05-06,TikTok,Short Video,Short Video,Video,2024,2024-Q2,2024-05,26,1542356,995866,104225,71577,9563,10884,8113,6717,2559,909,818598,348,174.95
2024-05-06,TikTok,Story,Short Video,Ephemeral,2024,2024-Q2,2024-05,26,490295,352879,23784,15907,2445,2170,1752,2819,757,241,0,312,153.86
2024-05-06,X (Twitter),Image,Conversation,Static,2024,2024-Q2,2024-05,10,96452,57319,972,687,71,87,83,314,134,49,0,141,79.66
2024-05-06,X (Twitter),Short Video,Conversation,Video,2024,2024-Q2,2024-05,12,175513,122650,3503,2333,369,289,232,1223,228,66,119210,189,76.69
2024-05-06,X (Twitter),Text,Conversation,Static,2024,2024-Q2,2024-05,9,47817,29515,407,286,32,36,34,180,68,26,0,129,84.34
2024-05-06,YouTube,Short Video,Video,Video,2024,2024-Q2,2024-05,6,288817,184167,10290,7394,845,988,968,1218,347,119,155013,100,47.2
2024-05-06,Facebook,Image,Community,Static,2024,2024-Q2,2024-05,8,66326,43833,458,326,41,37,43,321,94,40,0,134,71.73
2024-05-06,Facebook,Carousel,Community,Static,2024,2024-Q2,2024-05,7,59075,43259,686,460,72,53,54,423,74,29,0,109,41.49
2024-05-06,Facebook,Short Video,Community,Video,2024,2024-Q2,2024-05,14,166169,104213,2150,1421,192,208,137,920,247,73,103663,167,93.06
2024-05-06,Facebook,Text,Community,Static,2024,2024-Q2,2024-05,7,28708,18803,152,110,14,11,15,127,31,13,0,137,66.44
2024-05-06,Facebook,Story,Community,Ephemeral,2024,2024-Q2,2024-05,11,52306,37831,467,313,48,36,32,359,61,20,0,188,71.05
2024-05-06,LinkedIn,Text,Professional,Static,2024,2024-Q2,2024-05,6,33116,21594,454,302,39,44,28,166,52,15,0,50,31.27
2024-05-06,Facebook,Long Video,Community,Video,2024,2024-Q2,2024-05,2,17592,9955,123,86,9,13,10,47,26,9,8426,24,16.83
2024-05-13,Instagram,Image,Visual,Static,2024,2024-Q2,2024-05,13,197017,125741,5513,3637,465,492,349,1008,267,76,0,115,59.66
2024-05-13,Instagram,Carousel,Visual,Static,2024,2024-Q2,2024-05,10,223455,134276,8302,5683,651,790,635,818,352,123,0,113,78.4
2024-05-13,Instagram,Short Video,Visual,Video,2024,2024-Q2,2024-05,16,526669,323470,23627,16593,1769,2198,2070,1846,679,266,263982,263,130.42
2024-05-13,Instagram,Story,Visual,Ephemeral,2024,2024-Q2,2024-05,22,257577,163108,8725,5891,747,832,614,1195,387,118,0,209,134.05
2024-05-13,LinkedIn,Image,Professional,Static,2024,2024-Q2,2024-05,8,100745,65105,1710,1230,143,156,158,461,134,52,0,128,65.05
2024-05-13,LinkedIn,Carousel,Professional,Static,2024,2024-Q2,2024-05,6,91240,68280,2418,1702,254,189,210,641,123,46,0,88,34.01
2024-05-13,LinkedIn,Short Video,Professional,Video,2024,2024-Q2,2024-05,12,222857,155598,7140,4760,688,682,504,1387,349,116,137740,147,79.38
2024-05-13,LinkedIn,Text,Professional,Static,2024,2024-Q2,2024-05,6,44343,28741,530,387,44,48,54,201,59,26,0,111,53.4
2024-05-13,TikTok,Short Video,Short Video,Video,2024,2024-Q2,2024-05,18,1011877,686916,58848,40156,5276,4700,4782,5301,1206,489,586420,302,129.22
2024-05-13,TikTok,Story,Short Video,Ephemeral,2024,2024-Q2,2024-05,25,565931,348900,23543,16321,1880,2227,1941,2206,731,261,0,339,197.24
2024-05-13,X (Twitter),Image,Conversation,Static,2024,2024-Q2,2024-05,7,66365,47333,761,532,75,61,67,411,88,34,0,104,42.22
2024-05-13,X (Twitter),Short Video,Conversation,Video,2024,2024-Q2,2024-05,16,262213,175116,5847,3991,527,608,446,1327,441,154,145904,202,132.36
2024-05-13,X (Twitter),Text,Conversation,Static,2024,2024-Q2,2024-05,7,38586,26958,325,232,31,25,31,223,56,24,0,94,36.43
2024-05-13,YouTube,Short Video,Video,Video,2024,2024-Q2,2024-05,6,218035,151859,7695,5126,808,613,495,1502,269,87,147479,93,37.12
2024-05-13,Facebook,Image,Community,Static,2024,2024-Q2,2024-05,8,59892,40715,464,322,44,41,37,326,86,29,0,98,47.82
2024-05-13,Facebook,Short Video,Community,Video,2024,2024-Q2,2024-05,11,165861,103502,2079,1466,183,205,184,752,242,94,84218,172,101.2
2024-05-13,Facebook,Text,Community,Static,2024,2024-Q2,2024-05,7,30377,22011,187,130,19,16,16,203,42,12,0,78,34.9
2024-05-13,Facebook,Story,Community,Ephemeral,2024,2024-Q2,2024-05,17,84045,57217,868,589,79,91,65,441,148,50,0,195,102.44
2024-05-13,LinkedIn,Long Video,Professional,Video,2024,2024-Q2,2024-05,3,41927,25417,744,521,58,85,61,150,76,29,20506,44,34.71
2024-05-13,Facebook,Carousel,Community,Static,2024,2024-Q2,2024-05,6,52403,35093,677,459,62,69,50,285,84,27,0,63,40.25
2024-05-13,Facebook,Long Video,Community,Video,2024,2024-Q2,2024-05,1,8565,5215,69,49,5,8,7,31,16,6,4519,15,11.92
2024-05-20,Instagram,Image,Visual,Static,2024,2024-Q2,2024-05,13,241450,144257,6729,4699,545,683,545,1055,359,129,0,177,110.81
2024-05-20,Instagram,Carousel,Visual,Static,2024,2024-Q2,2024-05,8,195510,126481,7748,5547,654,697,739,874,269,111,0,127,61.57
2024-05-20,Instagram,Short Video,Visual,Video,2024,2024-Q2,2024-05,16,510310,377551,24585,17140,2574,1878,2046,3632,660,234,332200,223,86.5
2024-05-20,Instagram,Story,Visual,Ephemeral,2024,2024-Q2,2024-05,18,252733,161081,7676,5529,635,671,752,1033,368,157,0,310,176.06
2024-05-20,LinkedIn,Image,Professional,Static,2024,2024-Q2,2024-05,7,75733,51599,1311,898,121,110,83,459,100,30,0,64,30.5
2024-05-20,LinkedIn,Short Video,Professional,Video,2024,2024-Q2,2024-05,11,243620,147586,6667,4684,498,542,584,808,258,100,120690,170,92.31
2024-05-20,LinkedIn,Text,Professional,Static,2024,2024-Q2,2024-05,7,39715,27854,534,361,46,44,38,205,51,16,0,77,30.3
2024-05-20,TikTok,Short Video,Short Video,Video,2024,2024-Q2,2024-05,24,1236022,855644,83333,55885,7918,7695,6287,7469,1889,631,755493,307,159.97
2024-05-20,TikTok,Story,Short Video,Ephemeral,2024,2024-Q2,2024-05,18,404230,289282,16428,11661,1646,1182,1475,2492,519,202,0,293,148.5
2024-05-20,X (Twitter),Image,Conversation,Static,2024,2024-Q2,2024-05,11,95821,60988,1192,806,88,121,82,417,156,48,0,113,75.76
2024-05-20,X (Twitter),Short Video,Conversation,Video,2024,2024-Q2,2024-05,13,214653,143692,3798,2578,334,297,309,1025,242,107,120187,211,81.18
2024-05-20,X (Twitter),Text,Conversation,Static,2024,2024-Q2,2024-05,8,36659,22832,340,229,28,33,24,149,56,19,0,74,48.26
2024-05-20,Facebook,Image,Community,Static,2024,2024-Q2,2024-05,9,73368,43163,494,347,36,50,40,235,110,41,0,126,68.53
2024-05-20,Facebook,Carousel,Community,Static,2024,2024-Q2,2024-05,6,55838,37179,561,398,50,42,57,269,70,32,0,100,46.86
2024-05-20,Facebook,Short Video,Community,Video,2024,2024-Q2,2024-05,11,131928,96996,1763,1170,185,143,113,957,174,59,87620,151,58.53
2024-05-20,Facebook,Long Video,Community,Video,2024,2024-Q2,2024-05,2,18050,10403,130,90,9,14,9,52,29,10,8370,25,18.08
2024-05-20,Facebook,Text,Community,Static,2024,2024-Q2,2024-05,6,25421,15498,131,90,11,11,10,98,36,13,0,77,43.27
2024-05-20,Facebook,Story,Community,Ephemeral,2024,2024-Q2,2024-05,12,59791,37240,491,341,40,44,45,234,74,31,0,214,101.36
2024-05-20,LinkedIn,Carousel,Professional,Static,2024,2024-Q2,2024-05,6,78815,52367,2184,1474,175,212,147,324,126,38,0,55,35.45
2024-05-20,YouTube,Short Video,Video,Video,2024,2024-Q2,2024-05,6,232474,158714,9458,6396,862,967,687,1249,402,135,134874,68,45.48
2024-05-20,LinkedIn,Long Video,Professional,Video,2024,2024-Q2,2024-05,2,25436,15947,365,256,30,33,32,105,30,11,12529,32,15.47
2024-05-27,Instagram,Image,Visual,Static,2024,2024-Q2,2024-05,13,231953,159668,6686,4635,630,579,545,1351,308,110,0,204,94.74
2024-05-27,Instagram,Carousel,Visual,Static,2024,2024-Q2,2024-05,8,173142,114714,7398,5082,667,651,559,887,239,78,0,76,37.72
2024-05-27,Instagram,Short Video,Visual,Video,2024,2024-Q2,2024-05,20,639120,411340,32129,21892,2812,3153,2371,3133,970,314,362402,211,140.29
2024-05-27,Instagram,Story,Visual,Ephemeral,2024,2024-Q2,2024-05,19,242910,175092,8450,5886,841,702,678,1575,337,94,0,188,78.52
2024-05-27,LinkedIn,Image,Professional,Static,2024,2024-Q2,2024-05,9,110709,67165,1701,1188,144,156,139,465,142,52,0,130,67.21
2024-05-27,LinkedIn,Carousel,Professional,Static,2024,2024-Q2,2024-05,5,88360,59947,2089,1469,184,157,181,452,96,36,0,83,27.09
2024-05-27,LinkedIn,Short Video,Professional,Video,2024,2024-Q2,2024-05,8,160371,118124,4550,3164,475,345,366,1097,203,68,102942,109,51.79
2024-05-27,LinkedIn,Long Video,Professional,Video,2024,2024-Q2,2024-05,1,12641,7501,215,148,16,24,17,30,22,8,5745,14,10.65
2024-05-27,LinkedIn,Text,Professional,Static,2024,2024-Q2,2024-05,7,43875,26861,568,393,45,56,45,185,64,21,0,87,52.39
2024-05-27,TikTok,Short Video,Short Video,Video,2024,2024-Q2,2024-05,23,1411993,892795,86742,60590,7200,8329,7408,6049,1983,758,691420,334,179.83
2024-05-27,TikTok,Story,Short Video,Ephemeral,2024,2024-Q2,2024-05,29,651831,432486,30378,20962,2769,2878,2033,2836,1018,302,0,274,177.74
2024-05-27,X (Twitter),Image,Conversation,Static,2024,2024-Q2,2024-05,10,105507,66555,1214,850,98,114,102,449,140,51,0,148,80.92
2024-05-27,X (Twitter),Short Video,Conversation,Video,2024,2024-Q2,2024-05,15,219074,144545,4482,2996,409,415,329,1176,308,98,127666,184,95.4
2024-05-27,X (Twitter),Text,Conversation,Static,2024,2024-Q2,2024-05,8,46422,28855,412,296,34,38,40,186,64,25,0,132,67.96
2024-05-27,YouTube,Short Video,Video,Video,2024,2024-Q2,2024-05,6,257497,172514,8654,6018,760,737,790,1335,271,122,148283,122,45.84
2024-05-27,Facebook,Image,Community,Static,2024,2024-Q2,2024-05,7,52589,36425,396,276,38,32,34,297,62,21,0,96,37.27
2024-05-27,Facebook,Carousel,Community,Static,2024,2024-Q2,2024-05,7,64714,44673,749,516,72,63,56,373,89,30,0,82,38.51
2024-05-27,Facebook,Short Video,Community,Video,2024,2024-Q2,2024-05,13,166897,111223,2303,1557,209,226,167,842,256,83,94850,142,83.96
2024-05-27,Facebook,Text,Community,Static,2024,2024-Q2,2024-05,7,30643,20811,169,120,15,14,17,161,40,17,0,108,46.59
2024-05-27,Facebook,Story,Community,Ephemeral,2024,2024-Q2,2024-05,12,57276,40929,529,364,52,43,41,385,80,26,0,145,64.63
2024-05-27,Facebook,Long Video,Community,Video,2024,2024-Q2,2024-05,4,33099,19545,251,174,20,28,20,135,57,20,17761,54,40.64
2024-06-03,Instagram,Image,Visual,Static,2024,2024-Q2,2024-06,15,234047,156932,7394,4935,724,732,501,1347,372,124,0,186,110.04
2024-06-03,Instagram,Carousel,Visual,Static,2024,2024-Q2,2024-06,10,239172,141883,10339,7263,778,1077,879,858,371,132,0,135,80.14
2024-06-03,Instagram,Short Video,Visual,Video,2024,2024-Q2,2024-06,14,540971,356908,23091,16854,2023,1837,2387,2579,700,278,301966,219,98.81
2024-06-03,Instagram,Story,Visual,Ephemeral,2024,2024-Q2,2024-06,18,223910,134889,6822,4670,535,651,505,795,320,106,0,214,126.41
2024-06-03,LinkedIn,Image,Professional,Static,2024,2024-Q2,2024-06,8,92279,62384,1507,1047,138,125,124,504,112,40,0,126,56.1
2024-06-03,LinkedIn,Carousel,Professional,Static,2024,2024-Q2,2024-06,7,93725,63203,2370,1613,217,198,179,494,120,39,0,86,36.23
2024-06-03,LinkedIn,Short Video,Professional,Video,2024,2024-Q2,2024-06,12,239769,154406,6974,4736,614,645,486,1180,375,118,135213,122,80.27
2024-06-03,LinkedIn,Text,Professional,Static,2024,2024-Q2,2024-06,6,38838,26052,516,363,47,46,46,206,51,18,0,82,41.33
2024-06-03,TikTok,Short Video,Short Video,Video,2024,2024-Q2,2024-06,17,1008234,731156,60585,43101,6186,4506,4771,6731,1233,413,640513,216,95.63
2024-06-03,TikTok,Story,Short Video,Ephemeral,2024,2024-Q2,2024-06,21,522533,329645,19673,14145,1561,1748,1868,2076,699,285,0,348,175.77
2024-06-03,X (Twitter),Image,Conversation,Static,2024,2024-Q2,2024-06,9,74237,47552,817,553,79,69,59,472,92,28,0,98,44.9
2024-06-03,X (Twitter),Short Video,Conversation,Video,2024,2024-Q2,2024-06,14,239453,147163,4635,3222,369,438,388,902,321,116,124540,195,117.64
2024-06-03,X (Twitter),Text,Conversation,Static,2024,2024-Q2,2024-06,7,34061,23499,299,206,28,24,24,195,39,15,0,91,32.4
2024-06-03,YouTube,Short Video,Video,Video,2024,2024-Q2,2024-06,7,263734,191774,10053,6878,1043,859,762,1598,383,127,158276,84,39.27
2024-06-03,Facebook,Image,Community,Static,2024,2024-Q2,2024-06,9,63320,39458,500,338,42,51,34,281,99,31,0,91,61.05
2024-06-03,Facebook,Carousel,Community,Static,2024,2024-Q2,2024-06,6,58758,36962,629,437,51,55,51,246,88,32,0,81,47.08
2024-06-03,Facebook,Short Video,Community,Video,2024,2024-Q2,2024-06,9,124199,80480,1498,1043,124,134,143,533,156,68,66679,169,79.13
2024-06-03,Facebook,Text,Community,Static,2024,2024-Q2,2024-06,7,27003,17879,165,113,16,14,11,137,38,12,0,56,33.92
2024-06-03,Facebook,Story,Community,Ephemeral,2024,2024-Q2,2024-06,15,78643,49050,704,487,59,69,54,333,112,38,0,179,124.27
2024-06-03,LinkedIn,Long Video,Professional,Video,2024,2024-Q2,2024-06,3,37280,22041,646,448,46,74,52,98,64,24,17454,44,31.59
2024-06-10,Instagram,Image,Visual,Static,2024,2024-Q2,2024-06,11,198103,123001,5388,3754,420,511,469,698,265,103,0,178,93.84
2024-06-10,Instagram,Carousel,Visual,Static,2024,2024-Q2,2024-06,8,178965,120992,7482,5259,681,631,628,964,221,80,0,105,47.49
2024-06-10,Instagram,Short Video,Visual,Video,2024,2024-Q2,2024-06,17,532848,356877,25121,17126,2303,2150,1854,2849,715,223,303367,193,84.85
2024-06-10,Instagram,Story,Visual,Ephemeral,2024,2024-Q2,2024-06,18,227549,152867,7547,5311,669,659,644,1169,298,109,0,249,119.25
2024-06-10,LinkedIn,Image,Professional,Static,2024,2024-Q2,2024-06,8,78818,54731,1524,1018,146,149,103,456,130,43,0,116,65.92
2024-06-10,LinkedIn,Carousel,Professional,Static,2024,2024-Q2,2024-06,6,85737,53126,2136,1469,171,205,164,385,125,42,0,76,44.83
2024-06-10,LinkedIn,Short Video,Professional,Video,2024,2024-Q2,2024-06,9,211958,136141,5569,4026,459,492,553,892,317,137,115276,158,91.55
2024-06-10,LinkedIn,Text,Professional,Static,2024,2024-Q2,2024-06,7,38970,25606,520,339,50,47,31,241,53,16,0,96,47.2
2024-06-10,TikTok,Short Video,Short Video,Video,2024,2024-Q2,2024-06,22,1201234,761792,73203,49332,6299,6690,5062,5573,1835,577,654837,204,132.35
2024-06-10,TikTok,Story,Short Video,Ephemeral,2024,2024-Q2,2024-06,22,482801,337184,20764,14231,1989,1669,1619,2847,616,207,0,282,105.09
2024-06-10,X (Twitter),Image,Conversation,Static,2024,2024-Q2,2024-06,13,116557,75146,1485,1014,139,154,112,609,192,65,0,166,108.31
2024-06-10,X (Twitter),Short Video,Conversation,Video,2024,2024-Q2,2024-06,11,184241,133803,3533,2511,357,262,309,1198,246,96,115626,135,57.75
2024-06-10,X (Twitter),Text,Conversation,Static,2024,2024-Q2,2024-06,9,45560,27512,445,310,36,49,36,217,76,27,0,114,61.78
2024-06-10,YouTube,Short Video,Video,Video,2024,2024-Q2,2024-06,5,210043,131562,7260,5040,603,679,602,865,286,102,112109,64,34.7
2024-06-10,Facebook,Image,Community,Static,2024,2024-Q2,2024-06,11,92178,57456,702,499,55,69,63,427,135,52,0,176,105.06
2024-06-10,Facebook,Carousel,Community,Static,2024,2024-Q2,2024-06,6,62033,44227,678,483,65,55,64,374,83,34,0,79,22.09
2024-06-10,Facebook,Short Video,Community,Video,2024,2024-Q2,2024-06,11,135819,98109,1901,1286,196,163,144,946,200,60,87777,114,55.9
2024-06-10,Facebook,Long Video,Community,Video,2024,2024-Q2,2024-06,4,34536,20698,270,186,22,31,23,136,62,23,15931,57,31.7
2024-06-10,Facebook,Text,Community,Static,2024,2024-Q2,2024-06,7,32229,19876,190,136,16,18,18,138,39,15,0,108,50.44
2024-06-10,Facebook,Story,Community,Ephemeral,2024,2024-Q2,2024-06,10,60894,42875,498,360,50,38,50,365,81,29,0,138,60.85
2024-06-17,Instagram,Image,Visual,Static,2024,2024-Q2,2024-06,11,170204,127221,5238,3488,563,410,422,1282,231,82,0,154,63.01
2024-06-17,Instagram,Carousel,Visual,Static,2024,2024-Q2,2024-06,10,199291,121920,8704,5810,731,873,589,982,302,94,0,121,74.11
2024-06-17,Instagram,Short Video,Visual,Video,2024,2024-Q2,2024-06,17,562537,345540,25210,17445,2039,2480,1998,2158,837,288,320627,212,128.48
2024-06-17,Instagram,Story,Visual,Ephemeral,2024,2024-Q2,2024-06,22,250362,161145,8508,5700,729,791,588,1298,366,103,0,225,128.05
2024-06-17,LinkedIn,Image,Professional,Static,2024,2024-Q2,2024-06,9,111602,70339,1877,1332,151,147,169,432,125,51,0,152,62.18
2024-06-17,LinkedIn,Carousel,Professional,Static,2024,2024-Q2,2024-06,7,107164,72544,2498,1713,230,188,192,588,116,40,0,105,38.52
2024-06-17,LinkedIn,Short Video,Professional,Video,2024,2024-Q2,2024-06,10,195657,140462,5929,3982,512,512,402,1012,288,87,108946,106,47.73
2024-06-17,LinkedIn,Long Video,Professional,Video,2024,2024-Q2,2024-06,3,39297,22916,564,392,39,52,47,109,45,17,18826,46,32.28
2024-06-17,LinkedIn,Text,Professional,Static,2024,2024-Q2,2024-06,6,39211,25607,511,359,44,47,43,177,53,21,0,92,47.67
2024-06-17,TikTok,Short Video,Short Video,Video,2024,2024-Q2,2024-06,20,1315837,836748,73115,52804,6044,6384,7236,5444,1869,778,712764,341,185.84
2024-06-17,TikTok,Story,Short Video,Ephemeral,2024,2024-Q2,2024-06,25,532181,334849,24277,16502,2022,2485,1743,2223,874,282,0,270,186.91
2024-06-17,X (Twitter),Image,Conversation,Static,2024,2024-Q2,2024-06,9,84415,56371,886,607,80,67,67,426,92,34,0,153,60.48
2024-06-17,X (Twitter),Short Video,Conversation,Video,2024,2024-Q2,2024-06,17,266382,165479,4890,3287,409,470,338,1114,403,125,141786,167,109.94
2024-06-17,X (Twitter),Text,Conversation,Static,2024,2024-Q2,2024-06,9,45529,29502,397,278,35,36,33,205,58,23,0,143,70.93
2024-06-17,YouTube,Short Video,Video,Video,2024,2024-Q2,2024-06,6,278840,200318,9340,6654,931,680,853,1766,382,157,170728,99,45.6
2024-06-17,Facebook,Image,Community,Static,2024,2024-Q2,2024-06,7,46270,31755,335,226,32,24,23,297,53,17,0,110,41.25
2024-06-17,Facebook,Carousel,Community,Static,2024,2024-Q2,2024-06,7,57315,35804,655,436,54,63,42,236,85,24,0,60,37.84
2024-06-17,Facebook,Short Video,Community,Video,2024,2024-Q2,2024-06,11,150801,92855,1779,1231,141,155,141,581,205,72,78912,140,88.18
2024-06-17,Facebook,Text,Community,Static,2024,2024-Q2,2024-06,6,22648,15433,126,87,12,10,9,140,26,9,0,65,23.25
2024-06-17,Facebook,Story,Community,Ephemeral,2024,2024-Q2,2024-06,15,73185,48069,658,447,58,59,50,364,108,33,0,157,82.49
2024-06-17,Facebook,Long Video,Community,Video,2024,2024-Q2,2024-06,2,15059,9153,121,84,8,13,10,41,28,11,7090,30,22.28
2024-06-24,Instagram,Image,Visual,Static,2024,2024-Q2,2024-06,15,253205,166665,7940,5429,692,793,600,1255,402,136,0,177,108.24
2024-06-24,Instagram,Carousel,Visual,Static,2024,2024-Q2,2024-06,11,261159,163471,11097,7837,958,1094,972,1157,382,147,0,173,80.71
2024-06-24,Instagram,Short Video,Visual,Video,2024,2024-Q2,2024-06,17,582741,395236,28785,20485,2630,2614,2580,3118,700,265,346601,212,92.42
2024-06-24,Instagram,Story,Visual,Ephemeral,2024,2024-Q2,2024-06,23,301095,184214,10135,7131,840,1047,863,1219,378,138,0,338,173.06
2024-06-24,LinkedIn,Image,Professional,Static,2024,2024-Q2,2024-06,7,68072,49709,1152,785,119,85,97,472,83,29,0,103,37.84
2024-06-24,LinkedIn,Carousel,Professional,Static,2024,2024-Q2,2024-06,7,80629,53340,2174,1433,211,206,137,464,121,35,0,100,51.4
2024-06-24,LinkedIn,Short Video,Professional,Video,2024,2024-Q2,2024-06,11,220385,134245,6207,4259,496,609,472,818,327,109,123584,131,80.37
2024-06-24,LinkedIn,Text,Professional,Static,2024,2024-Q2,2024-06,6,34444,24768,442,301,45,31,35,231,40,17,0,101,36.91
2024-06-24,TikTok,Short Video,Short Video,Video,2024,2024-Q2,2024-06,20,1163794,820276,73591,50985,7201,6155,5881,7038,1568,425,703726,199,84.44
2024-06-24,TikTok,Story,Short Video,Ephemeral,2024,2024-Q2,2024-06,24,589547,383292,25505,18321,2194,2166,2086,2802,731,261,0,321,160.81
2024-06-24,X (Twitter),Image,Conversation,Static,2024,2024-Q2,2024-06,11,85275,58245,1108,737,104,105,77,493,132,45,0,136,70.81
2024-06-24,X (Twitter),Short Video,Conversation,Video,2024,2024-Q2,2024-06,11,203164,128976,3738,2694,298,343,359,831,281,115,109492,185,98.41
2024-06-24,X (Twitter),Text,Conversation,Static,2024,2024-Q2,2024-06,7,30156,20593,284,191,29,25,19,190,41,15,0,108,48.57
2024-06-24,YouTube,Short Video,Video,Video,2024,2024-Q2,2024-06,7,283390,192870,10712,7376,1014,994,681,1305,441,123,152964,57,35.91
2024-06-24,Facebook,Image,Community,Static,2024,2024-Q2,2024-06,10,71652,46393,585,398,50,59,45,321,114,39,0,125,77.97
2024-06-24,Facebook,Carousel,Community,Static,2024,2024-Q2,2024-06,7,73671,46133,794,571,64,72,74,304,91,35,0,118,57.26
2024-06-24,Facebook,Short Video,Community,Video,2024,2024-Q2,2024-06,9,126736,90144,1514,1046,149,117,122,775,178,67,77404,125,62.51
2024-06-24,Facebook,Long Video,Community,Video,2024,2024-Q2,2024-06,2,15268,10088,124,83,11,12,9,85,23,7,8954,23,13.54
2024-06-24,Facebook,Text,Community,Static,2024,2024-Q2,2024-06,7,26266,16209,163,111,14,16,11,132,40,13,0,77,51.76
2024-06-24,Facebook,Story,Community,Ephemeral,2024,2024-Q2,2024-06,11,60693,35940,495,350,36,49,42,200,85,30,0,153,89.15
2024-06-24,LinkedIn,Long Video,Professional,Video,2024,2024-Q2,2024-06,2,22854,12914,369,257,26,39,31,61,35,13,10924,27,18.96
2024-07-01,Instagram,Image,Visual,Static,2024,2024-Q3,2024-07,10,169774,111076,4436,3211,377,351,443,778,212,83,0,155,86.77
2024-07-01,Instagram,Carousel,Visual,Static,2024,2024-Q3,2024-07,7,135749,98251,5818,3891,599,438,437,937,160,60,0,108,39.57
2024-07-01,Instagram,Short Video,Visual,Video,2024,2024-Q3,2024-07,19,534468,330033,25442,16905,2040,2454,1608,2794,785,229,324882,174,108.79
2024-07-01,Instagram,Story,Visual,Ephemeral,2024,2024-Q3,2024-07,17,185923,132972,6050,4075,611,454,421,1231,218,66,0,285,102.51
2024-07-01,LinkedIn,Image,Professional,Static,2024,2024-Q3,2024-07,9,96661,61193,1682,1151,141,167,129,429,138,45,0,106,71.61
2024-07-01,LinkedIn,Carousel,Professional,Static,2024,2024-Q3,2024-07,5,71341,47148,1963,1377,174,199,170,346,118,46,0,76,46.25
2024-07-01,LinkedIn,Short Video,Professional,Video,2024,2024-Q3,2024-07,10,210791,141137,6142,4351,546,565,542,1088,299,111,124015,142,76.54
2024-07-01,LinkedIn,Long Video,Professional,Video,2024,2024-Q3,2024-07,1,11929,6346,165,112,10,16,12,23,15,4,5255,9,5.63
2024-07-01,LinkedIn,Text,Professional,Static,2024,2024-Q3,2024-07,7,38446,26443,584,393,53,56,46,221,63,22,0,70,45.62
2024-07-01,TikTok,Short Video,Short Video,Video,2024,2024-Q3,2024-07,22,1266952,759408,76692,52872,5944,7588,5739,4904,1865,610,751434,259,163.39
2024-07-01,TikTok,Story,Short Video,Ephemeral,2024,2024-Q3,2024-07,25,472240,299993,19636,13112,1802,1737,1332,2766,625,191,0,304,145.04
2024-07-01,X (Twitter),Image,Conversation,Static,2024,2024-Q3,2024-07,11,100416,64301,1197,833,101,116,101,442,141,54,0,162,84.82
