Month,Channel,Device,Country,Year,Quarter,Month Label,Sessions,Users,New Users,Pageviews,Bounces,Session Seconds,Goal Completions,Goal Value
2024-04-01,Social,Mobile,Australia,2024,2024-Q2,2024-04,3417,2789,2139,5116,2548,259948,39,3722.82
2024-04-01,Social,Mobile,Canada,2024,2024-Q2,2024-04,4787,3905,2985,7059,3572,362685,53,5072.07
2024-04-01,Social,Tablet,United States,2024,2024-Q2,2024-04,4118,3381,2573,7445,2707,314038,45,4230.29
2024-04-01,Social,Tablet,United Kingdom,2024,2024-Q2,2024-04,1381,1135,871,2522,919,103183,14,1291.2
2024-04-01,Social,Tablet,Germany,2024,2024-Q2,2024-04,898,735,560,1606,589,68723,3,288.65
2024-04-01,Social,Tablet,India,2024,2024-Q2,2024-04,1216,996,752,2234,805,92415,10,938.55
2024-04-01,Social,Tablet,Australia,2024,2024-Q2,2024-04,538,438,334,989,349,40394,0,0
2024-04-01,Social,Tablet,Canada,2024,2024-Q2,2024-04,746,614,464,1340,496,56232,0,0
2024-04-01,Referral,Desktop,United States,2024,2024-Q2,2024-04,9288,7595,4916,24252,4825,1468479,176,16605.44
2024-04-01,Referral,Desktop,United Kingdom,2024,2024-Q2,2024-04,3152,2595,1668,8298,1655,496883,61,5938.3
2024-04-01,Referral,Desktop,Germany,2024,2024-Q2,2024-04,2056,1678,1089,5388,1053,326080,40,3753.75
2024-04-01,Referral,Desktop,India,2024,2024-Q2,2024-04,2736,2253,1447,7183,1436,431661,52,4971.67
2024-04-01,Referral,Desktop,Australia,2024,2024-Q2,2024-04,1216,994,637,3205,626,189786,25,2379.59
2024-04-01,Referral,Desktop,Canada,2024,2024-Q2,2024-04,1653,1360,879,4268,868,262675,34,3268.23
2024-04-01,Referral,Mobile,United States,2024,2024-Q2,2024-04,11662,9606,6251,25441,6891,1860812,224,21257.74
2024-04-01,Referral,Mobile,United Kingdom,2024,2024-Q2,2024-04,3983,3249,2065,8609,2354,612200,77,7328.97
2024-04-01,Referral,Mobile,Germany,2024,2024-Q2,2024-04,2552,2081,1352,5528,1514,399749,48,4550.79
2024-04-01,Referral,Mobile,India,2024,2024-Q2,2024-04,3355,2737,1765,7130,1968,533608,64,6138.86
2024-04-01,Referral,Mobile,Australia,2024,2024-Q2,2024-04,1528,1241,804,3323,897,241810,29,2737.47
2024-04-01,Referral,Mobile,Canada,2024,2024-Q2,2024-04,2047,1676,1089,4382,1205,325100,39,3706.56
2024-04-01,Referral,Tablet,United States,2024,2024-Q2,2024-04,1768,1441,933,4565,923,284504,35,3326.37
2024-04-01,Referral,Tablet,United Kingdom,2024,2024-Q2,2024-04,614,503,323,1616,317,95520,7,656.4
2024-04-01,Referral,Tablet,Germany,2024,2024-Q2,2024-04,407,332,214,1083,211,64434,0,0
2024-04-01,Referral,Tablet,India,2024,2024-Q2,2024-04,523,431,277,1379,275,81356,4,385.8
2024-04-01,Referral,Tablet,Australia,2024,2024-Q2,2024-04,240,194,129,639,124,37555,0,0
2024-04-01,Referral,Tablet,Canada,2024,2024-Q2,2024-04,321,259,163,836,164,51801,0,0
2024-04-01,Email,Desktop,United States,2024,2024-Q2,2024-04,12677,10283,2230,36927,4117,2605823,741,69849.68
2024-04-01,Email,Desktop,United Kingdom,2024,2024-Q2,2024-04,4400,3622,779,12819,1457,886563,256,24430.71
2024-04-01,Email,Desktop,Germany,2024,2024-Q2,2024-04,2838,2316,496,8490,938,582518,167,16078.25
2024-04-01,Email,Desktop,India,2024,2024-Q2,2024-04,3665,3023,650,10565,1217,745696,211,19972.43
2024-04-01,Email,Desktop,Australia,2024,2024-Q2,2024-04,1706,1395,301,5037,564,342662,102,9765.27
2024-04-01,Email,Desktop,Canada,2024,2024-Q2,2024-04,2331,1906,409,6827,762,482720,138,13097.11
2024-04-01,Email,Mobile,United States,2024,2024-Q2,2024-04,15884,12947,2807,38169,5920,3233860,938,89525.22
2024-04-01,Email,Mobile,United Kingdom,2024,2024-Q2,2024-04,5512,4535,975,13131,2074,1139251,324,30852.89
2024-04-01,Email,Mobile,Germany,2024,2024-Q2,2024-04,3505,2838,607,8455,1301,709259,206,19353.3
2024-04-01,Email,Mobile,India,2024,2024-Q2,2024-04,4569,3747,813,10941,1702,937818,270,25621.2
2024-04-01,Email,Mobile,Australia,2024,2024-Q2,2024-04,2053,1675,358,4923,777,422240,122,11704.28
2024-04-01,Email,Mobile,Canada,2024,2024-Q2,2024-04,2827,2314,499,6745,1067,581134,164,15513.33
2024-04-01,Email,Tablet,United States,2024,2024-Q2,2024-04,2556,2089,451,7584,841,519753,152,14403.68
2024-04-01,Email,Tablet,United Kingdom,2024,2024-Q2,2024-04,850,697,148,2502,281,172245,48,4639.4
2024-04-01,Email,Tablet,Germany,2024,2024-Q2,2024-04,554,453,94,1626,181,112475,35,3348.38
2024-04-01,Email,Tablet,India,2024,2024-Q2,2024-04,715,587,129,2089,236,150000,40,3788.46
2024-04-01,Email,Tablet,Australia,2024,2024-Q2,2024-04,328,265,55,969,109,65234,20,1860.12
2024-04-01,Email,Tablet,Canada,2024,2024-Q2,2024-04,444,365,80,1304,146,92322,27,2578.13
2024-04-01,Display,Desktop,United States,2024,2024-Q2,2024-04,7828,6408,5060,12163,5644,418657,56,5346.6
2024-04-01,Display,Desktop,United Kingdom,2024,2024-Q2,2024-04,2504,2052,1626,3739,1789,134184,18,1691.31
2024-04-01,Display,Desktop,Germany,2024,2024-Q2,2024-04,1706,1397,1101,2584,1226,91471,6,576.89
2024-04-01,Display,Desktop,India,2024,2024-Q2,2024-04,2181,1774,1407,3332,1566,119946,15,1375.21
2024-04-01,Display,Desktop,Australia,2024,2024-Q2,2024-04,1008,828,649,1532,725,53046,0,0
2024-04-01,Display,Desktop,Canada,2024,2024-Q2,2024-04,1371,1115,882,2086,980,73500,1,98.55
2024-04-01,Display,Mobile,United States,2024,2024-Q2,2024-04,9426,7638,6037,11778,7651,509873,68,6447.26
2024-04-01,Display,Mobile,United Kingdom,2024,2024-Q2,2024-04,3212,2615,2060,3987,2633,174803,25,2341.23
2024-04-01,Display,Mobile,Germany,2024,2024-Q2,2024-04,2080,1710,1350,2605,1720,112186,14,1285.48
2024-04-01,Display,Mobile,India,2024,2024-Q2,2024-04,2693,2207,1745,3292,2200,146065,20,1894.16
2024-04-01,Display,Mobile,Australia,2024,2024-Q2,2024-04,1214,998,791,1496,996,65959,0,0
2024-04-01,Display,Mobile,Canada,2024,2024-Q2,2024-04,1708,1389,1102,2145,1394,91253,7,667.71
2024-04-01,Display,Tablet,United States,2024,2024-Q2,2024-04,1492,1216,952,2291,1070,79456,5,488.56
2024-04-01,Display,Tablet,United Kingdom,2024,2024-Q2,2024-04,498,410,330,752,359,27165,0,0
2024-04-01,Display,Tablet,Germany,2024,2024-Q2,2024-04,328,264,210,506,238,17399,0,0
2024-04-01,Display,Tablet,India,2024,2024-Q2,2024-04,434,353,279,658,312,23771,0,0
2024-04-01,Display,Tablet,Australia,2024,2024-Q2,2024-04,194,157,121,294,148,10412,0,0
2024-04-01,Display,Tablet,Canada,2024,2024-Q2,2024-04,268,222,177,405,195,14241,0,0
2024-05-01,Organic Search,Desktop,United States,2024,2024-Q2,2024-05,85149,70176,42490,264329,34999,15367271,2662,254853.98
2024-05-01,Organic Search,Desktop,United Kingdom,2024,2024-Q2,2024-05,28552,23152,14129,89733,11598,5213348,905,86084.1
2024-05-01,Organic Search,Desktop,Germany,2024,2024-Q2,2024-05,18659,15248,9257,58781,7585,3389573,586,55774.32
2024-05-01,Organic Search,Desktop,India,2024,2024-Q2,2024-05,24629,20093,12110,77491,9995,4413139,791,75907.12
2024-05-01,Organic Search,Desktop,Australia,2024,2024-Q2,2024-05,10799,8869,5371,33452,4449,1969379,338,32050.31
2024-05-01,Organic Search,Desktop,Canada,2024,2024-Q2,2024-05,15080,12319,7494,47706,6175,2748167,475,45663.02
2024-05-01,Organic Search,Mobile,United States,2024,2024-Q2,2024-05,105358,86434,52023,273429,49446,19005074,3264,312228.11
2024-05-01,Organic Search,Mobile,United Kingdom,2024,2024-Q2,2024-05,35054,28686,17433,89168,16268,6280641,1105,106610.4
2024-05-01,Organic Search,Mobile,Germany,2024,2024-Q2,2024-05,22788,18786,11362,57930,10753,4153935,703,67617.22
2024-05-01,Organic Search,Mobile,India,2024,2024-Q2,2024-05,30357,24579,15017,79078,14136,5486557,966,91882.37
2024-05-01,Organic Search,Mobile,Australia,2024,2024-Q2,2024-05,13777,11335,6862,35918,6440,2480689,437,41181.85
2024-05-01,Organic Search,Mobile,Canada,2024,2024-Q2,2024-05,19062,15544,9301,49897,8888,3381559,607,58091.96
2024-05-01,Organic Search,Tablet,United States,2024,2024-Q2,2024-05,16570,13459,8191,51730,6787,3059382,511,48434.81
2024-05-01,Organic Search,Tablet,United Kingdom,2024,2024-Q2,2024-05,5617,4576,2784,17679,2279,1022234,176,16500.6
2024-05-01,Organic Search,Tablet,Germany,2024,2024-Q2,2024-05,3599,2970,1793,11217,1489,653817,112,10683.11
2024-05-01,Organic Search,Tablet,India,2024,2024-Q2,2024-05,4713,3880,2343,14604,1936,842288,148,14269.82
2024-05-01,Organic Search,Tablet,Australia,2024,2024-Q2,2024-05,2135,1747,1057,6548,879,392073,66,6328.5
2024-05-01,Organic Search,Tablet,Canada,2024,2024-Q2,2024-05,3010,2455,1481,9610,1227,542247,94,8978.26
2024-05-01,Paid Search,Desktop,United States,2024,2024-Q2,2024-05,33740,27504,19137,77514,16081,4811809,1440,138146.52
2024-05-01,Paid Search,Desktop,United Kingdom,2024,2024-Q2,2024-05,11677,9536,6552,27480,5590,1618498,502,47593.62
2024-05-01,Paid Search,Desktop,Germany,2024,2024-Q2,2024-05,7276,5968,4169,16851,3488,1027581,306,29048.77
2024-05-01,Paid Search,Desktop,India,2024,2024-Q2,2024-05,9904,8129,5659,22940,4747,1390647,416,39943.06
2024-05-01,Paid Search,Desktop,Australia,2024,2024-Q2,2024-05,4358,3535,2466,10068,2060,623275,187,17556.99
2024-05-01,Paid Search,Desktop,Canada,2024,2024-Q2,2024-05,6123,5012,3457,14331,2926,844674,256,24434.79
2024-05-01,Paid Search,Mobile,United States,2024,2024-Q2,2024-05,41916,34482,23902,78939,23008,5850156,1720,164650.67
2024-05-01,Paid Search,Mobile,United Kingdom,2024,2024-Q2,2024-05,14576,11872,8296,28168,7941,2030225,628,59710.05
2024-05-01,Paid Search,Mobile,Germany,2024,2024-Q2,2024-05,9398,7681,5297,17967,5109,1310365,404,38163.82
2024-05-01,Paid Search,Mobile,India,2024,2024-Q2,2024-05,12545,10282,7061,24527,6884,1741852,534,51198.52
2024-05-01,Paid Search,Mobile,Australia,2024,2024-Q2,2024-05,5411,4440,3102,10250,2927,769389,229,21732.18
2024-05-01,Paid Search,Mobile,Canada,2024,2024-Q2,2024-05,7766,6375,4465,14757,4240,1108530,328,30898.98
2024-05-01,Paid Search,Tablet,United States,2024,2024-Q2,2024-05,6632,5471,3791,15567,3183,924764,284,27305.19
2024-05-01,Paid Search,Tablet,United Kingdom,2024,2024-Q2,2024-05,2221,1830,1260,5075,1075,311168,93,9060.6
2024-05-01,Paid Search,Tablet,Germany,2024,2024-Q2,2024-05,1436,1176,818,3315,692,202700,62,5876.97
2024-05-01,Paid Search,Tablet,India,2024,2024-Q2,2024-05,1960,1605,1114,4580,936,274645,82,7812.92
2024-05-01,Paid Search,Tablet,Australia,2024,2024-Q2,2024-05,883,724,498,2087,423,123010,40,3827.41
2024-05-01,Paid Search,Tablet,Canada,2024,2024-Q2,2024-05,1193,975,671,2775,578,166497,49,4713.15
2024-05-01,Direct,Desktop,United States,2024,2024-Q2,2024-05,41621,34151,11396,151059,14914,9316068,1607,152086.89
2024-05-01,Direct,Desktop,United Kingdom,2024,2024-Q2,2024-05,14119,11534,3813,51266,5123,3156610,536,51979.97
2024-05-01,Direct,Desktop,Germany,2024,2024-Q2,2024-05,9254,7524,2524,33823,3280,2091339,355,33208.26
2024-05-01,Direct,Desktop,India,2024,2024-Q2,2024-05,12419,10178,3359,44898,4489,2762690,471,44853.73
2024-05-01,Direct,Desktop,Australia,2024,2024-Q2,2024-05,5553,4570,1518,20450,2000,1214145,215,20549.7
2024-05-01,Direct,Desktop,Canada,2024,2024-Q2,2024-05,7373,6065,2015,26424,2659,1658704,278,26772.62
2024-05-01,Direct,Mobile,United States,2024,2024-Q2,2024-05,52640,42940,14257,158603,21554,11809427,2068,196529.6
2024-05-01,Direct,Mobile,United Kingdom,2024,2024-Q2,2024-05,18221,14944,4917,55301,7466,3952257,702,67243.8
2024-05-01,Direct,Mobile,Germany,2024,2024-Q2,2024-05,11497,9425,3171,34116,4663,2592024,442,42313.67
2024-05-01,Direct,Mobile,India,2024,2024-Q2,2024-05,15253,12440,4146,44704,6236,3444085,574,53856.37
2024-05-01,Direct,Mobile,Australia,2024,2024-Q2,2024-05,6771,5487,1844,20447,2744,1511285,263,24908.48
2024-05-01,Direct,Mobile,Canada,2024,2024-Q2,2024-05,9409,7753,2571,27925,3861,2114232,363,34881.48
2024-05-01,Direct,Tablet,United States,2024,2024-Q2,2024-05,8042,6572,2197,28933,2876,1802234,305,29080.46
2024-05-01,Direct,Tablet,United Kingdom,2024,2024-Q2,2024-05,2849,2334,774,10291,1020,638726,109,10410.75
2024-05-01,Direct,Tablet,Germany,2024,2024-Q2,2024-05,1823,1476,486,6796,651,403268,72,6864.74
2024-05-01,Direct,Tablet,India,2024,2024-Q2,2024-05,2398,1972,656,8739,866,528449,92,8792.51
2024-05-01,Direct,Tablet,Australia,2024,2024-Q2,2024-05,1060,864,285,3861,382,239238,41,3928.14
2024-05-01,Direct,Tablet,Canada,2024,2024-Q2,2024-05,1483,1210,406,5386,528,336473,57,5391.48
2024-05-01,Social,Desktop,United States,2024,2024-Q2,2024-05,23473,19072,14583,42459,15154,1784790,260,24365.38
2024-05-01,Social,Desktop,United Kingdom,2024,2024-Q2,2024-05,8074,6646,5061,14547,5335,616692,88,8323.9
2024-05-01,Social,Desktop,Germany,2024,2024-Q2,2024-05,5194,4245,3216,9540,3427,384409,60,5784.06
2024-05-01,Social,Desktop,India,2024,2024-Q2,2024-05,6643,5501,4223,11945,4396,507493,72,6874.96
2024-05-01,Social,Desktop,Australia,2024,2024-Q2,2024-05,3080,2509,1891,5603,2025,230173,37,3562.2
2024-05-01,Social,Desktop,Canada,2024,2024-Q2,2024-05,4264,3481,2675,7845,2786,321993,48,4478.74
2024-05-01,Social,Mobile,United States,2024,2024-Q2,2024-05,29155,23759,18191,43408,21822,2222285,326,30861.4
2024-05-01,Social,Mobile,United Kingdom,2024,2024-Q2,2024-05,9839,8015,6169,14540,7373,757316,108,10238.03
2024-05-01,Social,Mobile,Germany,2024,2024-Q2,2024-05,6479,5266,4018,9712,4801,491682,75,7089.77
2024-05-01,Social,Mobile,India,2024,2024-Q2,2024-05,8356,6855,5224,12393,6289,637666,94,8962.47
2024-05-01,Social,Mobile,Australia,2024,2024-Q2,2024-05,3780,3109,2353,5575,2841,281519,41,3951.95
2024-05-01,Social,Mobile,Canada,2024,2024-Q2,2024-05,5162,4219,3228,7622,3883,397732,57,5438.35
2024-05-01,Social,Tablet,United States,2024,2024-Q2,2024-05,4689,3831,2912,8736,3088,350635,52,4929.98
2024-05-01,Social,Tablet,United Kingdom,2024,2024-Q2,2024-05,1569,1285,969,2825,1041,117692,17,1576
2024-05-01,Social,Tablet,Germany,2024,2024-Q2,2024-05,1011,833,635,1843,672,77139,4,394.85
2024-05-01,Social,Tablet,India,2024,2024-Q2,2024-05,1313,1070,826,2381,860,102583,13,1190.08
2024-05-01,Social,Tablet,Australia,2024,2024-Q2,2024-05,609,498,379,1121,400,45386,0,0
2024-05-01,Social,Tablet,Canada,2024,2024-Q2,2024-05,823,676,519,1503,540,63184,0,0
2024-05-01,Referral,Desktop,United States,2024,2024-Q2,2024-05,10538,8672,5590,28551,5482,1622511,205,19719.54
2024-05-01,Referral,Desktop,United Kingdom,2024,2024-Q2,2024-05,3435,2823,1817,8810,1776,543384,65,6209.22
2024-05-01,Referral,Desktop,Germany,2024,2024-Q2,2024-05,2294,1874,1194,6003,1198,356741,43,4093.79
2024-05-01,Referral,Desktop,India,2024,2024-Q2,2024-05,3018,2441,1587,7910,1541,472248,59,5613.47
2024-05-01,Referral,Desktop,Australia,2024,2024-Q2,2024-05,1368,1122,714,3645,711,211638,28,2664.52
2024-05-01,Referral,Desktop,Canada,2024,2024-Q2,2024-05,1837,1495,972,4854,943,286268,36,3430.82
2024-05-01,Referral,Mobile,United States,2024,2024-Q2,2024-05,12856,10376,6672,27785,7518,2031133,250,23666.97
2024-05-01,Referral,Mobile,United Kingdom,2024,2024-Q2,2024-05,4355,3566,2299,9420,2578,680583,86,8160.1
2024-05-01,Referral,Mobile,Germany,2024,2024-Q2,2024-05,2825,2325,1490,6021,1688,441476,54,5255.34
2024-05-01,Referral,Mobile,India,2024,2024-Q2,2024-05,3715,3050,1977,7924,2204,587828,71,6729.93
2024-05-01,Referral,Mobile,Australia,2024,2024-Q2,2024-05,1684,1379,889,3656,1002,265412,30,2865.51
2024-05-01,Referral,Mobile,Canada,2024,2024-Q2,2024-05,2373,1937,1238,5178,1394,365585,46,4383.88
2024-05-01,Referral,Tablet,United States,2024,2024-Q2,2024-05,2014,1651,1067,5310,1038,316297,39,3742.63
2024-05-01,Referral,Tablet,United Kingdom,2024,2024-Q2,2024-05,689,564,369,1805,357,111643,8,747.75
2024-05-01,Referral,Tablet,Germany,2024,2024-Q2,2024-05,450,364,235,1183,233,69441,0,0
2024-05-01,Referral,Tablet,India,2024,2024-Q2,2024-05,588,479,310,1572,306,92965,6,580.84
2024-05-01,Referral,Tablet,Australia,2024,2024-Q2,2024-05,257,214,138,667,134,40747,0,0
2024-05-01,Referral,Tablet,Canada,2024,2024-Q2,2024-05,363,294,192,956,188,57421,0,0
2024-05-01,Email,Desktop,United States,2024,2024-Q2,2024-05,14319,11730,2510,41435,4709,2893799,830,80198.45
2024-05-01,Email,Desktop,United Kingdom,2024,2024-Q2,2024-05,4879,3946,854,14444,1594,1004981,290,27506
2024-05-01,Email,Desktop,Germany,2024,2024-Q2,2024-05,3161,2589,548,9315,1035,626757,187,17854.69
2024-05-01,Email,Desktop,India,2024,2024-Q2,2024-05,4132,3366,725,12193,1354,833873,244,23280.62
2024-05-01,Email,Desktop,Australia,2024,2024-Q2,2024-05,1819,1482,319,5241,597,376903,104,9888.63
2024-05-01,Email,Desktop,Canada,2024,2024-Q2,2024-05,2592,2105,453,7701,847,536765,153,14411.4
2024-05-01,Email,Mobile,United States,2024,2024-Q2,2024-05,17903,14793,3176,42737,6785,3622983,1055,101466.83
2024-05-01,Email,Mobile,United Kingdom,2024,2024-Q2,2024-05,5877,4808,1037,13934,2211,1224146,341,32516.45
2024-05-01,Email,Mobile,Germany,2024,2024-Q2,2024-05,3915,3207,693,9470,1470,800879,224,21443.52
2024-05-01,Email,Mobile,India,2024,2024-Q2,2024-05,5232,4265,907,12818,1962,1059272,313,29956.31
2024-05-01,Email,Mobile,Australia,2024,2024-Q2,2024-05,2311,1902,407,5536,871,464559,132,12461.66
2024-05-01,Email,Mobile,Canada,2024,2024-Q2,2024-05,3220,2638,570,7770,1207,645298,187,18025.61
2024-05-01,Email,Tablet,United States,2024,2024-Q2,2024-05,2796,2275,491,8244,916,568254,166,15839.71
2024-05-01,Email,Tablet,United Kingdom,2024,2024-Q2,2024-05,954,784,169,2808,313,194736,56,5331.43
2024-05-01,Email,Tablet,Germany,2024,2024-Q2,2024-05,602,500,107,1757,201,124040,36,3470.33
2024-05-01,Email,Tablet,India,2024,2024-Q2,2024-05,801,648,138,2345,261,161818,47,4480.21
2024-05-01,Email,Tablet,Australia,2024,2024-Q2,2024-05,364,297,60,1055,117,75697,24,2286.89
2024-05-01,Email,Tablet,Canada,2024,2024-Q2,2024-05,510,417,90,1529,169,101859,30,2891.66
2024-05-01,Display,Desktop,United States,2024,2024-Q2,2024-05,8411,6879,5376,12790,6058,450731,61,5883.91
2024-05-01,Display,Desktop,United Kingdom,2024,2024-Q2,2024-05,2898,2370,1867,4418,2077,154035,24,2283.45
2024-05-01,Display,Desktop,Germany,2024,2024-Q2,2024-05,1816,1487,1183,2728,1311,100055,7,648.5
2024-05-01,Display,Desktop,India,2024,2024-Q2,2024-05,2469,2003,1591,3758,1751,133598,20,1846.03
2024-05-01,Display,Desktop,Australia,2024,2024-Q2,2024-05,1085,887,708,1627,775,59652,0,0
2024-05-01,Display,Desktop,Canada,2024,2024-Q2,2024-05,1517,1248,980,2312,1097,80665,4,389.86
2024-05-01,Display,Mobile,United States,2024,2024-Q2,2024-05,10591,8675,6833,13064,8715,569007,73,6939.52
2024-05-01,Display,Mobile,United Kingdom,2024,2024-Q2,2024-05,3638,2965,2338,4619,2976,192468,27,2558.88
2024-05-01,Display,Mobile,Germany,2024,2024-Q2,2024-05,2319,1911,1503,2845,1890,123100,16,1491.92
2024-05-01,Display,Mobile,India,2024,2024-Q2,2024-05,3068,2514,1978,3843,2520,163920,27,2577.56
2024-05-01,Display,Mobile,Australia,2024,2024-Q2,2024-05,1345,1088,876,1677,1086,73256,0,0
2024-05-01,Display,Mobile,Canada,2024,2024-Q2,2024-05,1922,1572,1243,2384,1564,103232,12,1105.33
2024-05-01,Display,Tablet,United States,2024,2024-Q2,2024-05,1612,1333,1052,2411,1158,86287,6,577.89
2024-05-01,Display,Tablet,United Kingdom,2024,2024-Q2,2024-05,555,452,359,841,398,29935,0,0
2024-05-01,Display,Tablet,Germany,2024,2024-Q2,2024-05,364,296,237,548,258,19708,0,0
2024-05-01,Display,Tablet,India,2024,2024-Q2,2024-05,492,405,320,758,357,26200,0,0
2024-05-01,Display,Tablet,Australia,2024,2024-Q2,2024-05,211,168,130,316,151,11395,0,0
2024-05-01,Display,Tablet,Canada,2024,2024-Q2,2024-05,299,250,193,446,217,16162,0,0
2024-06-01,Organic Search,Desktop,United States,2024,2024-Q2,2024-06,79683,64987,39641,248568,32594,14776718,2502,235630.56
2024-06-01,Organic Search,Desktop,United Kingdom,2024,2024-Q2,2024-06,27619,22672,13733,86654,11302,4984026,864,83604.6
2024-06-01,Organic Search,Desktop,Germany,2024,2024-Q2,2024-06,17466,14306,8711,54305,7082,3228000,548,51913.66
2024-06-01,Organic Search,Desktop,India,2024,2024-Q2,2024-06,23371,19162,11533,72857,9623,4210232,718,68831.81
2024-06-01,Organic Search,Desktop,Australia,2024,2024-Q2,2024-06,10546,8633,5284,33627,4339,1904573,339,32471.02
2024-06-01,Organic Search,Desktop,Canada,2024,2024-Q2,2024-06,14585,11946,7183,44814,5947,2620012,451,42545.31
2024-06-01,Organic Search,Mobile,United States,2024,2024-Q2,2024-06,99723,81459,49504,256209,46579,18130490,3151,299676.74
2024-06-01,Organic Search,Mobile,United Kingdom,2024,2024-Q2,2024-06,34983,28738,17288,89872,16335,6294323,1091,103711.97
2024-06-01,Organic Search,Mobile,Germany,2024,2024-Q2,2024-06,22006,17888,10898,56823,10189,4055109,691,65237.15
2024-06-01,Organic Search,Mobile,India,2024,2024-Q2,2024-06,29680,24432,14831,75999,13875,5378359,921,88047.79
2024-06-01,Organic Search,Mobile,Australia,2024,2024-Q2,2024-06,12999,10583,6387,33148,6006,2352542,414,39399.67
2024-06-01,Organic Search,Mobile,Canada,2024,2024-Q2,2024-06,17893,14738,8921,45749,8370,3255753,558,53214.34
2024-06-01,Organic Search,Tablet,United States,2024,2024-Q2,2024-06,15643,12770,7723,48626,6362,2846208,490,46272.66
2024-06-01,Organic Search,Tablet,United Kingdom,2024,2024-Q2,2024-06,5420,4447,2675,16952,2230,978680,171,16374.95
2024-06-01,Organic Search,Tablet,Germany,2024,2024-Q2,2024-06,3471,2827,1705,10876,1409,631979,110,10601.65
2024-06-01,Organic Search,Tablet,India,2024,2024-Q2,2024-06,4535,3714,2241,14178,1863,823206,140,13407.24
2024-06-01,Organic Search,Tablet,Australia,2024,2024-Q2,2024-06,2048,1669,1016,6456,830,366013,65,6204.5
2024-06-01,Organic Search,Tablet,Canada,2024,2024-Q2,2024-06,2843,2341,1431,8972,1165,520193,90,8589.35
2024-06-01,Paid Search,Desktop,United States,2024,2024-Q2,2024-06,32626,26691,18609,75648,15486,4610701,1381,129953.33
2024-06-01,Paid Search,Desktop,United Kingdom,2024,2024-Q2,2024-06,11074,9118,6322,25505,5363,1569680,456,43714.32
2024-06-01,Paid Search,Desktop,Germany,2024,2024-Q2,2024-06,7311,5994,4171,17157,3502,1009063,319,30589.71
2024-06-01,Paid Search,Desktop,India,2024,2024-Q2,2024-06,9467,7758,5325,21591,4555,1338533,405,38364.21
2024-06-01,Paid Search,Desktop,Australia,2024,2024-Q2,2024-06,4291,3501,2415,10131,2053,590013,185,17711.54
2024-06-01,Paid Search,Desktop,Canada,2024,2024-Q2,2024-06,5930,4871,3403,13850,2826,846121,258,24601.02
2024-06-01,Paid Search,Mobile,United States,2024,2024-Q2,2024-06,40529,33043,23028,77841,21975,5706496,1728,164213.97
2024-06-01,Paid Search,Mobile,United Kingdom,2024,2024-Q2,2024-06,13848,11383,7853,25956,7584,1977387,589,56272.29
2024-06-01,Paid Search,Mobile,Germany,2024,2024-Q2,2024-06,8909,7264,5056,17054,4852,1249784,378,35752.27
2024-06-01,Paid Search,Mobile,India,2024,2024-Q2,2024-06,11601,9567,6680,21788,6308,1643671,487,46450.79
2024-06-01,Paid Search,Mobile,Australia,2024,2024-Q2,2024-06,5368,4408,3057,10219,2937,749717,232,22124.55
2024-06-01,Paid Search,Mobile,Canada,2024,2024-Q2,2024-06,7170,5822,4033,13583,3893,1013426,307,29206.14
2024-06-01,Paid Search,Tablet,United States,2024,2024-Q2,2024-06,6369,5201,3619,14904,3055,908107,275,26406.08
2024-06-01,Paid Search,Tablet,United Kingdom,2024,2024-Q2,2024-06,2175,1782,1234,5063,1039,302362,90,8548.02
2024-06-01,Paid Search,Tablet,Germany,2024,2024-Q2,2024-06,1415,1156,805,3334,680,194357,61,5857.43
2024-06-01,Paid Search,Tablet,India,2024,2024-Q2,2024-06,1847,1512,1046,4285,879,261504,77,7300.63
2024-06-01,Paid Search,Tablet,Australia,2024,2024-Q2,2024-06,837,681,472,1972,403,117785,37,3532.27
2024-06-01,Paid Search,Tablet,Canada,2024,2024-Q2,2024-06,1144,935,652,2645,544,162009,50,4695.48
2024-06-01,Direct,Desktop,United States,2024,2024-Q2,2024-06,40844,33283,10984,150953,14805,9047277,1592,152991.76
2024-06-01,Direct,Desktop,United Kingdom,2024,2024-Q2,2024-06,13551,11161,3705,48966,4841,3010030,511,48122.92
2024-06-01,Direct,Desktop,Germany,2024,2024-Q2,2024-06,9090,7463,2447,33246,3267,1993803,347,33476.36
2024-06-01,Direct,Desktop,India,2024,2024-Q2,2024-06,11834,9658,3226,43339,4217,2661612,455,42879.89
2024-06-01,Direct,Desktop,Australia,2024,2024-Q2,2024-06,5218,4250,1400,18689,1870,1157706,195,18680.94
2024-06-01,Direct,Desktop,Canada,2024,2024-Q2,2024-06,7263,5914,1957,26337,2589,1626926,283,26720.31
2024-06-01,Direct,Mobile,United States,2024,2024-Q2,2024-06,50148,40807,13489,148860,20322,11030406,1925,182834.58
2024-06-01,Direct,Mobile,United Kingdom,2024,2024-Q2,2024-06,16844,13850,4631,49885,6851,3790137,645,61376.65
2024-06-01,Direct,Mobile,Germany,2024,2024-Q2,2024-06,11095,9068,2994,33119,4561,2468262,431,41562.06
2024-06-01,Direct,Mobile,India,2024,2024-Q2,2024-06,14306,11673,3903,42743,5860,3214228,552,52455.91
2024-06-01,Direct,Mobile,Australia,2024,2024-Q2,2024-06,6596,5407,1781,19734,2716,1463248,252,24328.41
